Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	135	0.993	30.299	22.444%	5.614	12.993%	0.1697	0.992
V2	616	1.0	41.707	6.771%	7.192	2.257%	0.03923	1.0
V3	235	0.994	31.781	13.524%	10.028	11.292%	0.06598	0.993
V4	159	0.985	38.329	24.106%	9.297	17.418%	0.18464	0.983
V5	270	0.999	24.116	8.932%	5.883	4.516%	0.05827	0.999
V6	172	0.992	32.198	18.72%	6.102	13.148%	0.1108	0.99
V7	398	1.0	27.704	6.961%	5.659	2.646%	0.03859	1.0
V8	271	0.996	57.777	21.32%	10.137	11.113%	0.09927	0.995
V9	202	0.999	33.993	16.828%	9.437	6.484%	0.10096	0.999
V10	237	0.983	59.826	25.243%	13.649	19.278%	0.13242	0.981
V11	160	0.998	29.001	18.126%	5.616	8.682%	0.10379	0.997
V12	562	1.0	44.433	7.906%	7.527	3.014%	0.04266	1.0
V13	626	1.0	39.938	6.38%	7.158	2.507%	0.03724	1.0
V14	344	0.997	47.22	13.727%	8.497	8.409%	0.07667	0.996
V15	192	0.998	26.226	13.659%	6.748	6.342%	0.0756	0.998
V16	320	0.999	31.757	9.924%	5.932	4.497%	0.06013	0.999
V17	86	0.996	17.692	20.572%	3.428	10.412%	0.12934	0.996
V18	271	0.994	46.69	17.229%	9.396	11.085%	0.10034	0.993
V19	373	0.999	34.357	9.211%	6.272	3.306%	0.05946	0.999
V20	421	1.0	35.395	8.407%	7.595	3.128%	0.04776	1.0
V21	826	1.0	53.006	6.417%	9.688	2.686%	0.02722	1.0
V22	328	0.997	36.37	11.088%	8.361	7.607%	0.05351	0.997
V23	240	1.0	16.935	7.056%	3.574	1.816%	0.04819	1.0
V24	136	0.998	22.186	16.313%	4.171	6.82%	0.11655	0.998
V25	192	0.999	20.52	10.688%	3.973	4.807%	0.09033	0.999
V26	368	0.997	57.185	15.539%	13.324	8.753%	0.06524	0.997
V27	265	1.0	19.394	7.318%	3.647	2.456%	0.04519	1.0
V28	617	1.0	56.136	9.098%	10.082	3.214%	0.04799	0.999
V29	239	0.999	28.914	12.098%	4.625	5.79%	0.06248	0.998
V30	164	0.992	29.392	17.922%	9.232	12.879%	0.09243	0.992
V31	187	1.0	23.175	12.393%	4.358	3.721%	0.07765	0.999
V32	205	0.992	41.031	20.015%	7.18	12.982%	0.13401	0.99
V33	442	0.997	61.801	13.982%	11.539	8.003%	0.05476	0.997
V34	303	0.996	49.837	16.448%	11.039	9.696%	0.0681	0.995
V35	116	0.995	21.586	18.609%	4.025	10.21%	0.14184	0.995
V36	356	0.996	50.229	14.109%	8.895	8.582%	0.06844	0.996
V37	533	0.997	77.115	14.468%	14.209	8.037%	0.06807	0.997
V38	863	1.0	35.519	4.116%	7.332	1.611%	0.02229	1.0
V39	319	0.998	43.079	13.504%	7.63	5.893%	0.09115	0.998
V40	539	0.998	72.68	13.484%	16.056	6.203%	0.0537	0.998
V41	155	1.0	15.668	10.108%	2.83	3.161%	0.07847	1.0
V42	80	0.997	13.981	17.476%	3.056	7.722%	0.14455	0.997
V43	100	0.998	20.99	20.99%	4.624	8.792%	0.11745	0.998
V44	378	0.993	71.786	18.991%	12.574	12.05%	0.10833	0.991
V45	363	1.0	29.385	8.095%	5.151	2.383%	0.05159	1.0
V46	513	1.0	32.692	6.373%	5.792	2.26%	0.03304	1.0
V47	406	1.0	34.289	8.446%	6.369	3.377%	0.05338	0.999
V48	226	0.997	32.275	14.281%	7.055	7.57%	0.1029	0.997
V49	192	0.995	33.543	17.47%	7.417	10.095%	0.11647	0.994
V50	214	0.997	39.531	18.472%	8.086	7.849%	0.12436	0.997
V51	306	0.999	28.733	9.39%	5.289	4.221%	0.06988	0.999
V52	356	0.997	46.474	13.054%	9.52	7.507%	0.07832	0.997
V53	513	0.998	52.704	10.274%	9.841	6.186%	0.06065	0.998
V54	172	0.996	25.501	14.826%	4.6	9.449%	0.07255	0.995
V55	544	1.0	37.212	6.84%	7.218	2.266%	0.03437	1.0
V56	180	0.998	26.115	14.508%	4.525	5.828%	0.10094	0.998
V57	325	0.999	33.097	10.184%	6.095	4.503%	0.06514	0.999
V58	132	0.991	36.704	27.806%	6.678	15.954%	0.17933	0.99
V59	251	0.999	27.589	10.992%	5.266	4.091%	0.06384	0.999
V60	153	0.994	30.585	19.99%	6.946	11.683%	0.12255	0.994
V61	28	0.993	6.236	22.271%	1.63	13.309%	0.20299	0.992
V62	295	0.999	32.462	11.004%	5.455	5.218%	0.06564	0.999
V63	94	1.0	13.716	14.591%	4.246	6.445%	0.07321	1.0
V64	109	0.995	21.145	19.399%	3.944	9.73%	0.1456	0.995
V65	538	1.0	36.161	6.721%	6.923	2.122%	0.03652	1.0
V66	110	0.991	29.722	27.02%	6.162	14.556%	0.18178	0.99
V67	335	0.998	61.412	18.332%	13.098	7.422%	0.11555	0.998
V68	154	0.999	20.404	13.249%	4.117	4.665%	0.12257	0.999
V69	334	0.991	67.325	20.157%	14.979	13.487%	0.13058	0.99
V70	213	0.998	34.752	16.315%	7.591	7.858%	0.08204	0.997
V71	304	0.995	48.819	16.059%	10.964	9.853%	0.07337	0.995
V72	154	1.0	18.257	11.855%	5.0	3.989%	0.06739	1.0
V73	249	0.999	29.513	11.853%	5.102	4.941%	0.07138	0.999
V74	770	0.998	105.912	13.755%	22.153	6.966%	0.04856	0.998
V75	152	0.997	25.196	16.576%	5.005	7.599%	0.09045	0.997
V76	279	0.999	32.733	11.732%	6.215	4.221%	0.07478	0.999
V77	254	0.997	34.147	13.444%	5.727	7.945%	0.06182	0.997
V78	351	0.999	31.767	9.05%	5.941	3.494%	0.05253	0.999
V79	208	0.997	35.516	17.075%	6.143	7.385%	0.12827	0.997
V80	486	0.999	50.553	10.402%	9.006	4.081%	0.05909	0.999
V81	109	0.998	17.313	15.883%	3.612	7.163%	0.15265	0.997
V82	109	0.992	21.561	19.781%	5.707	12.392%	0.11022	0.992
V83	174	0.988	35.078	20.16%	8.852	15.405%	0.13397	0.987
V84	117	0.997	24.263	20.738%	4.114	7.963%	0.17515	0.997
V85	258	0.999	31.632	12.26%	6.387	4.997%	0.09232	0.999
V86	64	0.994	14.124	22.069%	3.1	11.186%	0.14598	0.994
V87	96	0.994	24.629	25.655%	4.758	12.023%	0.17049	0.994
V88	412	0.995	67.59	16.405%	14.222	11.69%	0.06006	0.994
V89	202	0.997	38.405	19.012%	7.349	8.891%	0.09853	0.997
V90	183	0.999	23.088	12.616%	4.314	5.374%	0.09334	0.999
V91	139	0.995	22.264	16.017%	4.15	10.027%	0.12297	0.994
V92	639	0.994	105.505	16.511%	23.925	11.43%	0.06573	0.994
V93	244	1.0	26.364	10.805%	5.249	3.112%	0.07863	1.0
V94	294	0.997	59.928	20.384%	11.338	9.168%	0.09319	0.996
V95	256	0.996	39.887	15.581%	7.028	9.031%	0.10349	0.995
V96	92	0.987	27.072	29.426%	4.985	16.277%	0.22755	0.985
V97	106	0.997	20.534	19.372%	4.31	9.107%	0.14312	0.997
V98	157	0.997	32.092	20.441%	5.589	7.927%	0.17493	0.997
V99	179	0.998	23.337	13.037%	4.121	6.802%	0.10851	0.998
V100	257	0.999	25.669	9.988%	5.602	3.595%	0.07223	0.999
