Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	244	0.998	72.991	29.914%	26.103	13.425%	1.2186	0.998
V2	965	0.999	111.541	11.559%	23.991	5.208%	0.05114	0.999
V3	234	0.993	52.167	22.294%	9.63	12.669%	0.15393	0.992
V4	20	0.989	6.0	30.0%	2.236	15.655%	1000.0	0.989
V5	132	0.98	45.598	34.544%	11.476	22.611%	0.43126	0.979
V6	299	0.969	122.023	40.81%	32.539	35.291%	0.50711	0.968
V7	394	0.991	102.135	25.923%	26.47	16.723%	0.66559	0.99
V8	444	0.992	124.513	28.043%	27.446	16.472%	0.2149	0.992
V9	496	0.999	58.156	11.725%	12.653	5.193%	0.08618	0.999
V10	331	0.996	61.992	18.729%	11.058	9.344%	0.13029	0.995
V11	164	0.992	43.292	26.398%	14.322	16.678%	0.71539	0.992
V12	68	0.974	40.091	58.957%	10.397	31.55%	0.56963	0.974
V13	276	0.986	92.725	33.596%	22.426	23.185%	0.56304	0.986
V14	168	0.976	77.614	46.199%	17.269	29.854%	0.83127	0.975
V15	132	0.99	36.827	27.899%	7.62	14.938%	0.37274	0.989
V16	321	0.993	119.181	37.128%	47.212	20.963%	0.67186	0.993
V17	172	0.992	49.694	28.892%	10.297	14.136%	0.28225	0.991
V18	202	0.985	60.17	29.787%	13.551	19.699%	0.36459	0.984
V19	7	0.878	5.586	79.8%	1.5	50.0%	0.55287	0.87
V20	201	0.996	38.935	19.371%	9.833	8.868%	0.54282	0.996
V21	311	0.997	50.2	16.141%	10.179	8.406%	0.14966	0.996
V22	90	0.979	46.418	51.576%	12.296	36.354%	0.70635	0.98
V23	457	0.997	58.958	12.901%	15.739	8.021%	0.23685	0.997
V24	189	0.973	91.351	48.334%	23.513	31.766%	0.78299	0.972
V25	158	0.997	28.0	17.722%	6.741	7.532%	0.40801	0.997
V26	320	0.993	65.368	20.428%	18.035	13.526%	0.17972	0.992
V27	315	0.995	89.997	28.57%	43.168	21.737%	1000.0	0.995
V28	95	0.975	33.189	34.936%	6.332	23.168%	0.31163	0.972
V29	157	0.994	49.759	31.694%	11.563	16.218%	0.48675	0.994
V30	123	0.957	49.072	39.896%	12.302	29.637%	0.49771	0.952
V31	201	0.999	23.873	11.877%	5.587	4.533%	0.17978	0.999
V32	356	0.998	43.91	12.334%	16.654	6.451%	0.29551	0.998
V33	94	0.958	39.343	41.854%	9.378	28.941%	0.62565	0.953
V34	142	0.979	44.965	31.665%	10.023	21.282%	0.40412	0.976
V35	66	0.975	24.892	37.715%	5.902	22.026%	0.24274	0.973
V36	219	0.985	72.046	32.898%	17.097	18.928%	0.54623	0.984
V37	254	0.993	58.253	22.934%	14.724	14.526%	0.20122	0.993
V38	278	0.992	127.857	45.992%	52.228	32.341%	1000.0	0.992
V39	213	0.983	90.193	42.344%	22.846	25.764%	1.10654	0.983
V40	92	0.999	14.994	16.298%	3.73	6.201%	0.2179	0.999
V41	259	0.997	41.663	16.086%	9.529	8.22%	0.08698	0.997
V42	299	0.999	33.885	11.333%	7.468	4.916%	0.04509	0.999
V43	97	0.987	32.205	33.201%	6.65	17.018%	0.20099	0.986
V44	204	0.98	63.514	31.134%	13.248	20.645%	0.18906	0.977
V45	142	0.994	32.11	22.613%	6.469	12.033%	0.16101	0.993
V46	275	0.989	75.665	27.515%	21.422	18.511%	0.64203	0.988
V47	352	0.996	93.471	26.554%	36.789	18.137%	0.69948	0.997
V48	572	0.999	62.162	10.867%	17.765	5.081%	0.14183	0.999
V49	582	0.999	63.597	10.927%	10.461	4.76%	0.06763	0.999
V50	221	0.998	28.169	12.746%	5.781	6.314%	0.10555	0.998
V51	176	0.952	76.939	43.715%	16.27	35.606%	0.52704	0.945
V52	196	0.969	74.28	37.898%	16.165	29.474%	0.17725	0.965
V53	225	0.997	32.64	14.507%	7.407	8.053%	0.13485	0.997
V54	517	0.997	145.084	28.063%	43.439	16.807%	0.62053	0.997
V55	122	0.989	37.482	30.723%	8.098	16.606%	0.16945	0.988
V56	161	0.981	52.847	32.824%	10.679	21.448%	0.17765	0.978
V57	186	0.978	85.351	45.888%	21.712	29.47%	0.58188	0.977
V58	549	0.999	55.821	10.168%	11.463	3.845%	0.15916	0.999
V59	356	0.999	37.246	10.462%	7.0	4.118%	0.07337	0.999
V60	95	0.989	25.253	26.582%	4.675	14.911%	0.16676	0.988
V61	470	0.995	102.318	21.77%	22.0	13.661%	0.20012	0.995
V62	99	0.976	34.187	34.532%	6.468	21.941%	0.21554	0.972
V63	530	0.989	108.0	20.377%	19.938	15.175%	0.18255	0.986
V64	309	0.992	71.626	23.18%	17.876	14.953%	0.27854	0.991
V65	149	0.996	37.927	25.454%	8.183	11.233%	0.28077	0.996
V66	86	0.984	29.341	34.117%	6.113	18.026%	0.3116	0.982
V67	416	0.986	105.048	25.252%	19.9	17.576%	0.25635	0.984
V68	119	0.984	59.198	49.746%	15.794	27.456%	1.48543	0.984
V69	175	0.994	45.447	25.97%	13.437	16.824%	0.31629	0.994
V70	280	0.999	29.802	10.644%	5.822	5.023%	0.06	0.999
V71	244	0.993	48.642	19.935%	8.878	12.319%	0.10726	0.991
V72	43	0.913	26.592	61.842%	5.621	45.743%	0.4936	0.901
V73	371	0.998	54.147	14.595%	13.636	6.445%	0.14649	0.998
V74	78	0.966	29.451	37.758%	5.561	26.042%	0.24023	0.96
V75	223	0.983	97.722	43.822%	25.036	26.558%	0.50746	0.983
V76	296	0.994	86.481	29.217%	20.724	16.202%	0.42647	0.994
V77	216	0.999	33.073	15.312%	6.707	5.62%	0.21193	0.999
V78	153	0.974	67.25	43.954%	16.095	31.669%	0.27159	0.973
V79	130	0.995	42.306	32.543%	12.277	17.855%	0.21838	0.995
V80	351	0.976	98.689	28.117%	22.649	23.812%	0.28865	0.973
V81	255	0.994	66.848	26.215%	14.64	13.945%	0.11784	0.994
V82	497	0.994	169.028	34.01%	56.076	21.003%	1.00719	0.994
V83	43	0.996	12.32	28.651%	3.179	12.272%	0.21321	0.996
V84	206	0.995	40.024	19.429%	7.321	10.729%	0.09147	0.995
V85	61	0.93	31.848	52.21%	6.137	40.205%	0.53912	0.916
