Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	222	0.995	58.215	26.223%	14.401	14.811%	0.12433	0.996
V2	196	0.996	54.86	27.99%	14.262	14.191%	0.15207	0.996
V3	184	0.988	47.685	25.916%	10.114	15.621%	0.14001	0.987
V4	797	0.999	91.267	11.451%	21.728	4.142%	0.04457	0.999
V5	204	0.978	64.273	31.506%	13.222	20.974%	0.18746	0.975
V6	248	0.989	80.325	32.389%	18.454	18.534%	0.17707	0.988
V7	116	0.986	40.403	34.83%	7.428	17.787%	0.26828	0.985
V8	420	0.982	150.84	35.914%	42.465	26.086%	0.15093	0.981
V9	217	0.989	51.271	23.627%	20.252	16.512%	0.09019	0.988
V10	277	0.995	61.114	22.063%	13.788	11.366%	0.1102	0.995
V11	348	0.993	92.78	26.661%	20.887	14.267%	0.1148	0.993
V12	402	0.919	171.832	42.744%	49.945	42.187%	0.26191	0.908
V13	515	0.996	79.6	15.456%	18.933	9.58%	0.07111	0.995
V14	252	0.996	59.738	23.706%	14.661	9.634%	0.12209	0.996
V15	182	0.987	49.746	27.333%	10.351	17.199%	0.15871	0.986
V16	219	0.989	65.302	29.818%	17.173	16.469%	0.14347	0.988
V17	167	0.994	37.011	22.162%	6.721	10.953%	0.15865	0.994
V18	456	0.995	83.198	18.245%	17.445	11.023%	0.06519	0.995
V19	319	0.979	88.531	27.753%	24.431	20.298%	0.25677	0.978
V20	215	0.995	37.232	17.317%	8.133	9.823%	0.12348	0.995
V21	258	0.996	46.239	17.922%	9.095	8.865%	0.12852	0.996
V22	174	0.997	40.589	23.327%	9.344	11.148%	0.12637	0.997
V23	194	0.992	60.135	30.997%	13.339	17.107%	0.21805	0.992
V24	252	0.984	61.913	24.569%	14.296	17.89%	0.13703	0.982
V25	132	0.941	52.854	40.041%	13.77	34.382%	0.30575	0.932
V26	301	0.976	68.112	22.629%	20.44	21.895%	0.13248	0.972
V27	903	0.998	127.411	14.11%	26.105	6.533%	0.06079	0.998
V28	482	1.0	50.57	10.492%	11.207	3.287%	0.04394	1.0
V29	146	0.991	43.293	29.653%	11.048	14.109%	0.41214	0.991
V30	175	0.997	35.64	20.366%	9.333	10.256%	0.10672	0.996
V31	117	0.98	50.02	42.752%	15.219	26.135%	0.72004	0.98
V32	548	0.998	81.858	14.938%	20.503	7.858%	0.05466	0.998
V33	151	0.993	37.209	24.642%	6.842	12.346%	0.13627	0.993
V34	86	0.995	20.617	23.973%	4.103	11.31%	0.1649	0.995
V35	122	0.998	36.244	29.708%	11.806	14.914%	0.21233	0.998
V36	189	0.996	43.376	22.95%	9.672	11.725%	0.13059	0.996
V37	395	0.993	86.969	22.017%	20.262	13.763%	0.09322	0.993
V38	142	0.994	44.391	31.261%	11.171	16.319%	0.17415	0.994
V39	435	0.999	57.248	13.16%	10.106	5.048%	0.07369	0.999
V40	486	0.994	84.614	17.41%	19.455	11.049%	0.07204	0.993
V41	359	0.999	45.907	12.787%	9.919	5.27%	0.0864	0.999
V42	289	0.933	143.308	49.588%	40.272	37.003%	0.25954	0.927
V43	535	0.999	68.834	12.866%	14.603	6.57%	0.04587	0.999
V44	42	0.983	12.366	29.443%	3.339	18.437%	0.28212	0.982
V45	345	0.999	46.998	13.623%	10.091	5.941%	0.10009	0.999
V46	123	0.974	38.326	31.159%	10.038	23.035%	0.14605	0.972
V47	269	0.992	57.736	21.463%	12.713	12.42%	0.12087	0.992
V48	258	0.997	66.416	25.743%	13.51	10.499%	0.16852	0.996
V49	224	0.993	51.184	22.85%	13.892	11.688%	0.13924	0.993
V50	463	0.989	97.495	21.057%	21.584	14.734%	0.0903	0.988
V51	261	0.978	75.442	28.905%	17.308	20.969%	0.15022	0.975
V52	353	0.988	96.228	27.26%	25.72	15.536%	0.14948	0.987
V53	49	0.991	17.934	36.6%	3.622	13.378%	0.4754	0.991
V54	117	0.989	32.542	27.814%	8.017	16.641%	0.3825	0.988
V55	229	0.999	25.061	10.944%	4.497	3.398%	0.10374	0.999
V56	104	0.957	41.775	40.168%	8.918	30.375%	0.31973	0.95
V57	456	0.999	77.197	16.929%	20.541	7.122%	0.10276	0.999
V58	68	0.966	31.898	46.909%	11.598	26.907%	0.42467	0.965
V59	290	0.981	75.979	26.2%	16.552	19.213%	0.12684	0.978
V60	370	0.999	57.379	15.508%	12.734	5.504%	0.08903	0.998
V61	179	0.995	33.34	18.626%	7.844	10.534%	0.15374	0.994
V62	289	0.99	91.1	31.522%	19.956	19.658%	0.15729	0.99
V63	318	0.997	52.059	16.371%	10.512	7.8%	0.11353	0.997
V64	379	0.998	60.539	15.973%	12.095	6.594%	0.09861	0.998
V65	277	0.973	90.952	32.835%	25.744	26.398%	0.18619	0.971
V66	605	0.998	94.326	15.591%	19.974	7.384%	0.05804	0.997
V67	268	0.996	62.346	23.263%	14.553	11.854%	0.12167	0.996
V68	84	0.983	36.23	43.131%	7.195	23.773%	0.38787	0.982
V69	196	0.982	61.291	31.271%	13.023	19.972%	0.19021	0.98
V70	171	0.994	60.858	35.589%	22.865	19.797%	0.18659	0.995
V71	101	0.989	25.522	25.269%	5.433	15.422%	0.17463	0.987
V72	429	0.996	93.013	21.681%	27.399	12.744%	0.08716	0.996
V73	238	0.977	86.613	36.392%	19.098	23.761%	0.26952	0.974
V74	930	0.995	166.964	17.953%	35.145	10.623%	0.06502	0.995
V75	280	0.981	74.626	26.652%	21.447	19.67%	0.1473	0.98
V76	267	0.984	82.17	30.775%	18.16	18.82%	0.15973	0.983
V77	69	0.986	36.663	53.135%	11.18	31.736%	0.75001	0.986
V78	251	0.987	59.991	23.901%	14.095	16.285%	0.1049	0.986
V79	313	0.993	61.398	19.616%	15.552	12.249%	0.16313	0.992
V80	232	0.972	82.347	35.494%	20.248	25.6%	0.18491	0.969
V81	299	0.987	65.438	21.886%	20.593	16.553%	0.13149	0.986
V82	685	0.998	119.475	17.442%	22.737	7.937%	0.09802	0.998
V83	146	0.899	80.877	55.395%	23.584	47.036%	0.36656	0.889
V84	534	0.998	69.771	13.066%	13.281	5.711%	0.08791	0.998
V85	425	0.999	58.606	13.79%	9.844	5.201%	0.06479	0.999
V86	109	0.967	37.722	34.607%	9.124	25.817%	0.21724	0.963
V87	396	0.979	104.74	26.449%	29.625	21.286%	0.09565	0.977
V88	334	0.998	52.556	15.735%	12.606	6.87%	0.0878	0.998
V89	171	0.995	52.74	30.842%	12.326	13.984%	0.17123	0.995
V90	140	0.986	40.958	29.256%	8.305	16.751%	0.18757	0.984
V91	117	0.993	36.607	31.288%	7.005	13.142%	0.18323	0.992
V92	464	0.978	105.165	22.665%	31.021	21.122%	0.09771	0.975
V93	384	0.986	84.562	22.021%	19.79	17.211%	0.10806	0.984
V94	135	0.994	47.702	35.335%	12.992	17.081%	0.24822	0.994
V95	675	0.999	88.961	13.179%	18.855	5.504%	0.07901	0.999
V96	312	0.987	64.298	20.608%	16.897	16.102%	0.10098	0.986
V97	161	0.995	36.001	22.361%	7.602	11.331%	0.13648	0.994
V98	166	0.984	48.102	28.977%	11.71	17.829%	0.22538	0.983
V99	393	0.996	68.928	17.539%	14.915	9.49%	0.0819	0.995
V100	58	0.994	15.516	26.752%	4.208	15.048%	0.15566	0.994
