Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	242	0.984	62.522	25.836%	16.725	18.506%	0.16899	0.982
V2	200	0.995	36.438	18.219%	6.856	10.322%	0.10368	0.995
V3	200	0.983	47.45	23.725%	12.207	18.238%	0.10744	0.981
V4	155	0.989	38.802	25.034%	8.808	15.05%	0.19087	0.988
V5	205	0.995	43.228	21.087%	8.785	11.185%	0.12076	0.995
V6	140	0.997	31.286	22.347%	9.315	12.474%	0.19078	0.997
V7	340	0.998	45.567	13.402%	10.044	6.418%	0.13945	0.998
V8	183	0.97	61.206	33.446%	14.02	24.154%	0.15515	0.966
V9	504	0.998	75.076	14.896%	14.618	7.497%	0.06732	0.998
V10	73	0.986	44.366	60.775%	20.578	44.003%	3.21483	0.986
V11	89	0.982	29.832	33.519%	6.096	19.268%	0.22794	0.98
V12	111	0.995	41.385	37.284%	14.085	21.329%	0.40765	0.996
V13	396	0.994	64.715	16.342%	15.81	10.636%	0.09049	0.994
V14	405	0.995	87.872	21.697%	20.779	11.886%	0.31212	0.994
V15	431	0.992	97.462	22.613%	24.36	14.368%	0.29316	0.991
V16	139	0.995	38.189	27.474%	8.373	11.339%	0.18638	0.994
V17	383	0.996	95.052	24.818%	26.46	14.309%	0.30586	0.996
V18	197	0.987	49.098	24.923%	13.721	15.782%	0.34337	0.987
V19	218	0.989	75.813	34.777%	22.477	23.58%	0.29691	0.989
V20	234	0.992	46.856	20.024%	10.581	12.667%	0.08856	0.991
V21	363	0.995	101.306	27.908%	39.305	15.677%	0.88523	0.995
V22	177	0.989	90.48	51.119%	39.369	30.89%	0.84401	0.989
V23	500	0.995	97.28	19.456%	19.953	10.113%	0.08563	0.995
V24	191	0.998	33.453	17.515%	5.957	6.784%	0.12714	0.998
V25	486	0.995	122.929	25.294%	30.116	13.291%	0.12998	0.995
V26	295	0.997	45.011	15.258%	8.721	8.143%	0.07983	0.996
V27	585	0.997	90.917	15.541%	19.874	8.224%	0.06196	0.997
V28	172	0.998	33.751	19.623%	7.214	8.704%	0.1837	0.998
V29	397	0.992	99.551	25.076%	24.685	15.459%	0.10942	0.991
