Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	280	0.993	50.37	17.989%	11.683	12.323%	0.07732	0.992
V2	238	0.995	47.28	19.866%	8.906	10.074%	0.14755	0.995
V3	106	0.983	39.843	37.588%	7.539	19.337%	0.27467	0.982
V4	424	0.996	60.89	14.361%	10.283	8.98%	0.06255	0.995
V5	136	0.991	37.075	27.261%	6.583	14.654%	0.19432	0.99
V6	155	0.994	28.75	18.548%	6.209	11.449%	0.098	0.993
V7	210	0.992	62.819	29.914%	14.353	16.477%	0.17835	0.991
V8	237	0.998	41.276	17.416%	9.767	6.416%	0.07725	0.998
V9	220	0.987	55.476	25.216%	10.931	16.871%	0.13212	0.986
V10	337	0.985	88.408	26.234%	17.703	18.037%	0.12784	0.982
V11	414	0.996	58.521	14.136%	12.765	8.63%	0.04799	0.996
V12	159	0.998	23.386	14.708%	4.612	5.987%	0.1077	0.998
V13	303	0.998	44.192	14.585%	8.065	7.024%	0.0715	0.997
V14	196	0.99	50.299	25.663%	9.268	13.764%	0.13874	0.989
V15	395	0.985	79.198	20.05%	20.666	17.22%	0.07196	0.983
V16	288	0.994	66.464	23.078%	13.486	12.044%	0.10952	0.994
V17	560	0.999	54.879	9.8%	10.008	5.143%	0.05223	0.999
V18	297	0.993	54.185	18.244%	10.659	11.984%	0.10681	0.992
V19	444	0.996	56.103	12.636%	10.903	8.614%	0.0506	0.996
V20	236	0.999	35.786	15.164%	6.824	5.201%	0.11569	0.999
V21	749	0.998	74.238	9.912%	13.885	6.086%	0.03273	0.998
V22	210	0.982	58.994	28.092%	12.08	19.25%	0.1462	0.979
V23	118	0.997	18.959	16.067%	4.754	8.924%	0.12758	0.996
V24	740	0.999	73.303	9.906%	13.888	3.92%	0.03875	0.999
V25	345	0.998	40.735	11.807%	11.153	6.891%	0.0528	0.998
V26	291	0.996	59.772	20.54%	12.253	9.9%	0.09891	0.996
V27	184	0.994	40.281	21.892%	7.995	11.07%	0.12733	0.993
V28	556	0.997	82.606	14.857%	19.635	9.198%	0.04478	0.997
V29	63	0.976	23.392	37.13%	5.414	22.158%	0.35156	0.974
V30	506	0.998	73.955	14.616%	13.162	6.327%	0.06304	0.998
V31	515	0.999	72.01	13.983%	12.884	5.722%	0.0577	0.999
V32	521	0.998	69.946	13.425%	12.104	6.256%	0.06345	0.998
V33	280	0.997	60.344	21.551%	14.51	10.191%	0.15951	0.997
V34	159	0.98	48.814	30.701%	10.369	20.308%	0.17929	0.977
V35	1039	0.998	104.519	10.06%	20.75	6.735%	0.02743	0.998
V36	112	0.954	45.46	40.589%	12.316	35.003%	0.24766	0.95
V37	336	0.989	66.331	19.741%	16.23	15.374%	0.07396	0.987
V38	786	0.995	123.308	15.688%	26.849	10.522%	0.03987	0.995
V39	486	0.997	67.973	13.986%	15.65	8.405%	0.05024	0.996
V40	301	0.985	77.579	25.774%	20.487	18.698%	0.09325	0.984
V41	783	0.999	102.496	13.09%	18.746	5.442%	0.05039	0.998
V42	191	0.997	46.048	24.109%	12.796	11.656%	0.22107	0.997
V43	121	0.991	27.061	22.364%	6.955	14.375%	0.13414	0.99
V44	453	0.996	70.863	15.643%	15.735	9.239%	0.07363	0.995
V45	181	0.99	43.271	23.907%	9.623	15.179%	0.10885	0.989
V46	120	0.993	31.378	26.148%	7.196	12.136%	0.17435	0.992
V47	345	0.995	74.714	21.656%	15.539	10.378%	0.09237	0.994
V48	104	0.968	40.844	39.273%	7.646	26.604%	0.28436	0.962
V49	529	0.995	86.411	16.335%	18.027	10.531%	0.05846	0.994
V50	114	0.986	31.11	27.289%	6.985	16.991%	0.21138	0.984
V51	415	0.994	58.48	14.092%	14.182	11.045%	0.05054	0.993
V52	302	0.989	69.324	22.955%	17.538	15.485%	0.08333	0.988
V53	302	0.985	69.015	22.853%	13.749	17.082%	0.101	0.982
V54	164	0.984	69.268	42.237%	20.077	26.147%	0.34803	0.983
V55	298	0.999	47.544	15.954%	8.486	4.724%	0.09303	0.999
V56	278	0.997	43.696	15.718%	8.154	8.349%	0.07126	0.996
V57	193	0.999	26.67	13.819%	7.364	6.88%	0.07251	0.999
V58	320	0.988	69.16	21.612%	14.865	16.366%	0.07899	0.986
V59	567	0.997	83.773	14.775%	19.79	7.783%	0.04959	0.997
V60	578	0.999	62.21	10.763%	10.71	4.523%	0.04322	0.999
V61	22	0.958	11.203	50.923%	2.825	28.833%	0.43573	0.955
V62	388	0.992	89.635	23.102%	20.97	15.981%	0.07357	0.991
V63	451	0.987	93.601	20.754%	20.242	15.957%	0.08684	0.985
V64	55	0.983	14.104	25.644%	4.027	18.438%	0.27703	0.981
V65	142	0.999	20.523	14.453%	3.803	4.002%	0.10314	0.999
V66	870	0.999	66.763	7.674%	13.921	4.437%	0.03067	0.999
V67	498	0.994	89.114	17.894%	23.335	10.974%	0.05122	0.994
V68	409	0.997	68.882	16.842%	13.869	8.789%	0.06708	0.997
