Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	137	0.984	39.528	28.853%	7.708	18.033%	0.20279	0.982
V2	293	0.986	96.547	32.951%	26.533	18.06%	0.34456	0.985
V3	230	0.99	70.744	30.758%	20.944	17.869%	0.21917	0.99
V4	264	0.995	110.672	41.921%	51.222	27.152%	1.21139	0.995
V5	575	0.994	184.287	32.05%	45.58	12.905%	0.55569	0.994
V6	238	0.997	32.769	13.768%	7.441	7.185%	0.0797	0.997
V7	393	0.997	79.661	20.27%	15.83	7.714%	0.17934	0.997
V8	128	0.96	65.525	51.191%	18.497	39.985%	0.44438	0.958
V9	339	0.985	89.879	26.513%	22.37	18.549%	0.12539	0.984
V10	302	0.992	72.58	24.033%	17.414	12.439%	0.13056	0.992
V11	536	0.997	167.378	31.227%	64.122	16.725%	0.81897	0.997
V12	528	0.999	69.878	13.234%	13.862	5.337%	0.06856	0.999
V13	476	0.997	70.766	14.867%	18.182	8.705%	0.0568	0.997
V14	434	0.987	134.672	31.03%	33.307	22.103%	0.12968	0.986
V15	605	0.995	109.714	18.135%	28.174	10.783%	0.1377	0.995
V16	549	0.989	166.349	30.3%	80.417	26.489%	1000.0	0.989
V17	432	0.978	160.47	37.146%	42.788	25.573%	0.27295	0.977
V18	425	0.993	71.581	16.843%	18.864	11.638%	0.09502	0.993
V19	53	0.922	28.541	53.851%	6.873	42.062%	0.42999	0.913
V20	229	0.993	48.757	21.291%	10.838	12.062%	0.12043	0.992
V21	315	0.998	54.384	17.265%	16.263	7.299%	0.40653	0.998
V22	32	0.984	12.323	38.509%	2.97	19.415%	0.46387	0.983
V23	139	0.988	42.846	30.824%	11.561	15.467%	0.32871	0.988
V24	126	0.971	56.165	44.575%	14.412	35.719%	0.50953	0.971
V25	302	0.988	87.732	29.05%	29.067	18.44%	0.52892	0.987
V26	173	0.983	51.919	30.011%	17.389	18.437%	0.21493	0.983
V27	283	0.879	142.462	50.34%	41.781	50.456%	0.27339	0.86
V28	317	0.992	166.516	52.529%	70.46	32.046%	3.24032	0.992
V29	190	0.925	91.05	47.921%	26.73	41.041%	0.41336	0.917
V30	114	0.973	40.534	35.556%	9.714	23.616%	0.40983	0.97
V31	115	0.959	42.856	37.266%	15.558	31.672%	0.61916	0.957
V32	359	0.98	124.599	34.707%	26.741	22.014%	0.33538	0.978
V33	481	0.976	189.539	39.405%	46.948	29.74%	0.34898	0.975
V34	202	0.953	79.264	39.24%	21.681	34.78%	0.2144	0.948
