Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	79	0.981	31.191	39.482%	7.038	20.891%	0.35142	0.98
V2	335	0.993	58.173	17.365%	14.229	11.983%	0.11147	0.992
V3	141	0.989	29.029	20.588%	5.82	14.545%	0.09485	0.988
V4	121	0.996	30.912	25.547%	6.936	12.52%	0.1294	0.996
V5	367	0.993	63.245	17.233%	15.545	11.891%	0.06803	0.992
V6	438	0.999	50.237	11.47%	10.167	4.568%	0.04483	0.999
V7	157	0.996	28.817	18.355%	6.092	8.579%	0.12209	0.996
V8	77	0.997	14.748	19.153%	3.681	8.054%	0.14403	0.997
V9	240	0.99	55.881	23.284%	10.489	13.982%	0.12206	0.989
V10	322	0.999	41.711	12.954%	8.989	5.196%	0.05236	0.999
V11	262	0.997	51.907	19.812%	9.365	7.681%	0.12411	0.997
V12	372	1.0	41.116	11.053%	8.081	3.587%	0.05493	1.0
V13	248	0.996	40.339	16.266%	10.024	8.798%	0.08208	0.996
V14	280	0.998	41.371	14.775%	9.541	6.659%	0.06874	0.998
V15	339	0.993	72.894	21.503%	14.784	12.21%	0.09549	0.992
V16	302	0.997	53.174	17.607%	9.406	7.741%	0.10664	0.997
V17	323	0.999	37.024	11.463%	6.577	3.68%	0.06562	0.999
V18	308	0.998	45.519	14.779%	9.181	6.534%	0.09157	0.998
V19	210	0.992	39.72	18.914%	7.501	12.467%	0.09244	0.991
V20	394	0.998	62.467	15.855%	11.276	6.757%	0.08032	0.998
V21	757	0.998	85.755	11.328%	15.507	6.677%	0.04364	0.998
V22	121	0.985	33.956	28.063%	8.143	17.224%	0.16529	0.984
V23	275	0.997	47.813	17.387%	9.724	7.816%	0.09951	0.997
V24	326	0.995	55.079	16.895%	13.544	10.467%	0.06634	0.995
V25	162	0.994	34.054	21.021%	7.411	11.384%	0.08562	0.994
V26	142	0.997	30.23	21.289%	5.661	8.183%	0.21907	0.996
V27	368	0.989	67.949	18.464%	16.542	14.566%	0.0741	0.988
V28	275	0.984	64.909	23.603%	15.078	18.98%	0.12779	0.982
V29	198	0.999	19.02	9.606%	4.486	4.243%	0.13488	0.999
V30	451	0.999	46.259	10.257%	7.51	3.645%	0.05103	0.999
V31	243	0.999	30.066	12.373%	6.769	5.627%	0.08075	0.999
V32	803	0.999	75.506	9.403%	17.159	4.177%	0.04856	0.999
V33	142	0.991	38.245	26.933%	8.455	13.494%	0.20513	0.99
V34	563	0.999	76.424	13.574%	20.757	5.462%	0.08849	0.999
V35	307	0.999	42.152	13.73%	8.3	4.646%	0.07852	0.999
V36	191	0.998	34.513	18.07%	7.59	7.04%	0.12508	0.998
V37	303	0.988	70.463	23.255%	15.598	15.706%	0.09444	0.986
V38	196	0.994	41.613	21.231%	7.846	10.568%	0.14594	0.994
V39	284	0.999	46.082	16.226%	9.925	6.615%	0.088	0.999
V40	173	0.996	32.874	19.002%	6.21	8.851%	0.10075	0.996
V41	101	0.999	16.477	16.314%	3.617	6.111%	0.1984	0.999
V42	301	0.999	41.772	13.878%	7.783	5.243%	0.07484	0.999
V43	61	0.984	19.311	31.657%	6.755	18.585%	0.35819	0.984
V44	60	0.991	23.073	38.455%	4.962	17.141%	0.34472	0.991
V45	87	0.995	20.676	23.766%	4.342	10.06%	0.21934	0.995
V46	198	0.998	31.023	15.668%	6.853	6.814%	0.10282	0.998
V47	140	0.988	37.952	27.109%	8.076	15.479%	0.17198	0.987
V48	268	0.997	51.501	19.217%	12.255	10.153%	0.08952	0.996
V49	132	0.997	23.974	18.162%	5.162	7.578%	0.13438	0.997
V50	54	0.995	11.344	21.007%	2.633	9.653%	0.19651	0.995
V51	369	0.999	54.994	14.904%	14.684	6.694%	0.1413	0.999
V52	104	0.987	28.479	27.384%	5.549	16.493%	0.21961	0.985
V53	173	0.998	33.366	19.287%	7.444	9.011%	0.12551	0.998
V54	275	0.997	39.469	14.352%	7.492	7.264%	0.08524	0.997
V55	164	0.994	45.383	27.673%	9.1	13.099%	0.15332	0.993
V56	243	0.998	47.076	19.373%	10.173	7.687%	0.19232	0.998
V57	42	0.988	12.857	30.612%	2.629	16.119%	0.19716	0.987
V58	374	0.997	60.468	16.168%	12.032	7.535%	0.10002	0.997
V59	132	0.998	26.624	20.17%	5.019	6.88%	0.16511	0.998
V60	162	0.983	47.328	29.215%	9.754	18.486%	0.14189	0.981
V61	59	0.988	18.057	30.605%	3.713	15.299%	0.2662	0.988
V62	421	0.989	86.089	20.449%	20.833	15.231%	0.08353	0.987
V63	319	1.0	32.606	10.221%	8.614	4.05%	0.07719	1.0
V64	256	0.996	51.453	20.099%	10.597	9.59%	0.10266	0.996
V65	181	0.991	40.236	22.23%	8.278	13.427%	0.13656	0.99
V66	249	0.998	51.093	20.519%	11.277	7.545%	0.14009	0.998
V67	22	0.965	9.351	42.505%	2.37	26.497%	0.45727	0.962
V68	370	0.996	57.266	15.477%	12.439	8.737%	0.07027	0.996
V69	213	0.991	40.577	19.05%	8.977	13.399%	0.08936	0.99
V70	80	0.993	19.853	24.816%	4.251	12.191%	0.26457	0.992
V71	41	0.964	15.607	38.066%	3.758	26.64%	0.42068	0.96
V72	255	0.998	41.022	16.087%	7.538	6.396%	0.09213	0.998
V73	187	0.98	46.053	24.627%	11.011	20.16%	0.11676	0.976
V74	145	0.985	38.832	26.781%	10.14	20.515%	0.16191	0.984
V75	147	0.994	36.532	24.852%	6.8	11.175%	0.16278	0.994
V76	321	0.993	61.272	19.088%	12.155	12.775%	0.07822	0.992
V77	152	0.986	43.341	28.514%	9.475	16.718%	0.1351	0.985
V78	273	0.997	38.906	14.251%	8.121	7.409%	0.08599	0.997
V79	478	0.999	47.463	9.929%	8.756	3.944%	0.0458	0.999
V80	205	0.989	47.277	23.062%	9.726	14.704%	0.1119	0.988
V81	90	0.983	36.962	41.069%	8.619	22.359%	0.2844	0.982
V82	144	0.994	31.463	21.849%	7.993	11.556%	0.10927	0.994
V83	283	0.995	61.973	21.899%	13.749	11.587%	0.09321	0.995
V84	81	0.995	19.772	24.41%	5.459	10.977%	0.18052	0.995
V85	233	0.998	42.646	18.303%	7.786	7.287%	0.12669	0.998
V86	210	0.995	44.902	21.382%	8.717	11.343%	0.10815	0.994
V87	140	0.987	37.045	26.461%	8.452	16.141%	0.16311	0.986
V88	109	0.991	31.958	29.319%	5.601	14.086%	0.23453	0.99
V89	155	0.996	29.19	18.832%	5.744	9.095%	0.12364	0.996
V90	147	0.999	23.918	16.271%	6.354	5.535%	0.11635	0.999
V91	371	0.999	44.797	12.075%	8.297	4.749%	0.05604	0.999
V92	528	1.0	41.103	7.785%	8.003	1.887%	0.07851	1.0
V93	104	0.963	42.109	40.489%	10.385	27.123%	0.24718	0.959
V94	187	0.992	46.983	25.125%	10.89	12.862%	0.23416	0.991
V95	91	0.902	50.678	55.69%	12.63	44.46%	0.40522	0.888
V96	186	0.998	30.008	16.133%	5.718	6.415%	0.11867	0.998
V97	531	1.0	62.431	11.757%	13.305	4.335%	0.03988	0.999
V98	54	0.929	30.886	57.196%	7.816	38.138%	0.40849	0.923
