Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	261	0.951	87.554	33.546%	30.048	31.017%	0.18032	0.946
V2	68	0.986	22.347	32.863%	4.152	16.979%	0.25352	0.984
V3	148	0.993	37.227	25.153%	7.603	12.513%	0.13208	0.992
V4	386	0.914	160.399	41.554%	48.051	40.871%	0.17309	0.901
V5	472	0.989	125.253	26.537%	32.171	19.167%	0.09721	0.988
V6	195	0.995	62.6	32.103%	16.474	17.225%	0.18586	0.995
V7	650	0.995	119.293	18.353%	36.609	10.334%	0.0687	0.995
V8	341	0.992	75.776	22.222%	16.919	12.942%	0.11635	0.991
V9	557	0.997	89.91	16.142%	18.89	8.353%	0.06023	0.996
V10	219	0.976	58.271	26.608%	12.645	22.015%	0.12174	0.971
V11	178	0.987	55.663	31.271%	15.585	19.521%	0.15692	0.987
V12	312	0.987	74.484	23.873%	16.561	16.364%	0.11288	0.985
V13	207	0.914	91.52	44.213%	26.191	41.039%	0.19311	0.901
V14	449	0.965	144.631	32.212%	35.68	26.86%	0.11608	0.96
V15	179	0.998	40.96	22.883%	12.721	11.195%	0.27771	0.998
V16	298	0.998	63.488	21.305%	15.406	7.584%	0.1302	0.998
V17	158	0.988	35.127	22.232%	11.996	15.425%	0.09626	0.988
V18	234	0.968	82.026	35.054%	25.457	25.263%	0.22102	0.966
V19	189	0.983	54.068	28.607%	13.729	18.964%	0.15707	0.982
V20	438	0.955	156.186	35.659%	50.872	31.814%	0.12307	0.952
V21	366	0.996	81.368	22.232%	17.074	9.973%	0.11336	0.996
V22	83	0.998	20.828	25.094%	3.828	6.766%	0.30211	0.998
V23	446	0.998	87.915	19.712%	19.249	8.769%	0.08141	0.998
V24	248	0.986	65.295	26.329%	13.299	17.089%	0.12197	0.985
V25	138	0.991	35.06	25.406%	15.15	15.156%	0.23864	0.991
V26	483	0.998	86.072	17.82%	17.666	7.212%	0.08345	0.998
V27	169	0.99	34.118	20.188%	10.527	14.748%	0.09088	0.989
V28	486	0.979	135.56	27.893%	40.524	20.915%	0.1111	0.977
V29	28	0.979	9.656	34.486%	2.306	20.543%	0.34481	0.977
V30	243	0.99	47.791	19.667%	14.346	14.037%	0.07542	0.99
V31	284	0.977	75.529	26.595%	18.669	22.791%	0.09271	0.973
V32	92	0.942	36.09	39.228%	16.045	35.824%	0.17426	0.939
V33	161	0.995	40.043	24.871%	8.49	10.051%	0.19782	0.995
V34	224	0.99	63.008	28.129%	13.958	14.358%	0.15301	0.989
V35	116	0.996	26.192	22.579%	6.472	11.294%	0.21218	0.996
V36	232	0.86	129.991	56.031%	39.355	53.27%	0.27445	0.841
V37	231	0.984	61.041	26.425%	16.573	17.988%	0.1281	0.983
V38	101	0.959	37.198	36.83%	9.092	28.234%	0.29595	0.954
V39	235	0.998	43.934	18.695%	9.863	8.472%	0.09437	0.998
V40	308	0.953	103.372	33.562%	38.188	30.593%	0.13224	0.949
V41	183	0.98	54.178	29.605%	11.768	20.716%	0.14056	0.977
V42	581	0.998	79.113	13.617%	16.009	6.269%	0.06093	0.998
V43	161	0.982	46.568	28.924%	13.141	19.344%	0.22754	0.98
V44	255	0.998	54.379	21.325%	12.45	8.446%	0.11112	0.998
V45	107	0.966	45.483	42.507%	10.383	26.415%	0.27498	0.963
V46	159	0.99	52.378	32.942%	10.706	14.911%	0.20728	0.99
V47	68	0.956	29.907	43.981%	6.435	29.746%	0.25252	0.95
V48	348	0.944	114.759	32.977%	32.676	33.36%	0.1274	0.934
V49	203	0.999	25.767	12.693%	5.963	5.135%	0.12277	0.999
V50	193	0.993	52.671	27.291%	18.221	13.804%	0.15187	0.993
V51	193	0.992	53.771	27.861%	11.386	12.911%	0.15868	0.991
V52	229	0.996	57.868	25.27%	10.614	9.475%	0.14209	0.996
V53	274	0.999	47.752	17.428%	11.904	6.382%	0.08492	0.999
V54	442	0.998	80.672	18.252%	16.309	6.916%	0.08975	0.998
V55	97	0.988	27.324	28.169%	6.441	16.282%	0.26511	0.988
V56	210	0.976	65.524	31.202%	15.008	21.79%	0.17308	0.973
V57	248	0.993	65.531	26.424%	14.697	13.011%	0.10946	0.993
V58	244	0.97	77.487	31.757%	24.581	26.378%	0.12748	0.968
V59	169	0.84	92.751	54.882%	26.935	55.223%	0.25482	0.812
V60	75	0.994	26.028	34.704%	6.6	14.113%	0.34651	0.994
V61	436	0.991	100.072	22.952%	25.83	13.486%	0.09757	0.991
V62	367	0.994	88.171	24.025%	21.506	13.071%	0.08962	0.994
V63	508	0.993	115.821	22.799%	25.366	12.932%	0.10739	0.993
V64	104	0.971	41.235	39.649%	9.889	24.615%	0.37945	0.969
V65	232	0.994	48.357	20.844%	11.933	11.185%	0.12463	0.993
V66	147	0.993	38.887	26.454%	9.296	11.998%	0.15748	0.992
V67	24	0.964	9.832	40.967%	2.606	26.597%	0.4178	0.961
V68	496	0.999	77.359	15.597%	14.593	5.64%	0.08658	0.999
V69	206	0.979	61.316	29.765%	13.006	20.923%	0.1315	0.976
V70	143	1.0	14.109	9.866%	3.185	3.245%	0.06043	1.0
V71	337	0.982	80.194	23.796%	29.098	18.892%	0.07943	0.981
V72	190	0.992	56.303	29.633%	10.584	13.56%	0.17086	0.992
V73	155	0.971	46.074	29.725%	15.362	24.884%	0.16183	0.969
V74	203	0.971	61.94	30.512%	13.483	23.981%	0.15514	0.965
V75	304	0.969	88.372	29.07%	26.613	25.027%	0.15072	0.965
V76	369	0.999	63.605	17.237%	14.108	7.021%	0.1561	0.998
V77	102	0.995	29.639	29.058%	8.18	12.18%	0.28803	0.995
V78	255	0.955	87.785	34.425%	21.979	29.715%	0.15666	0.947
V79	182	0.97	56.281	30.924%	19.524	25.002%	0.12871	0.968
V80	440	0.992	90.895	20.658%	21.459	12.269%	0.08965	0.992
V81	311	0.973	92.475	29.735%	25.099	25.02%	0.09952	0.971
V82	91	0.956	43.755	48.082%	9.753	31.171%	0.37051	0.952
V83	1459	0.999	170.197	11.665%	34.573	4.344%	0.0338	0.999
V84	89	0.991	22.989	25.83%	5.307	13.572%	0.16169	0.99
V85	124	0.992	27.719	22.354%	6.444	13.789%	0.1658	0.991
