Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	386	0.999	37.427	9.696%	7.421	3.728%	0.05921	0.999
V2	333	0.999	38.613	11.595%	7.937	3.789%	0.05762	0.999
V3	180	0.998	36.021	20.012%	7.144	7.245%	0.10421	0.998
V4	32	0.974	12.964	40.512%	3.094	23.061%	0.36624	0.972
V5	340	1.0	27.837	8.187%	6.163	2.581%	0.05659	1.0
V6	662	0.999	57.172	8.636%	10.619	3.914%	0.03567	0.999
V7	275	0.991	54.473	19.808%	13.172	13.214%	0.09379	0.991
V8	606	1.0	37.409	6.173%	6.903	1.678%	0.03374	1.0
V9	275	0.999	27.987	10.177%	5.15	3.63%	0.07581	0.999
V10	207	0.993	39.554	19.108%	8.522	12.176%	0.12152	0.992
V11	38	0.996	8.01	21.079%	2.251	9.495%	0.33908	0.996
V12	184	0.999	25.033	13.605%	5.133	4.598%	0.10245	0.999
V13	169	0.999	23.665	14.003%	4.468	4.474%	0.10628	0.999
V14	855	1.0	52.583	6.15%	10.219	2.123%	0.02769	1.0
V15	269	0.996	42.056	15.634%	7.807	8.694%	0.08303	0.996
V16	62	0.981	20.301	32.744%	4.451	20.487%	0.18633	0.979
V17	329	0.998	49.526	15.053%	9.546	5.696%	0.10209	0.998
V18	215	0.999	28.507	13.259%	5.315	5.123%	0.09905	0.999
V19	208	0.996	38.253	18.391%	7.74	10.389%	0.08146	0.995
V20	528	1.0	46.313	8.771%	8.894	2.845%	0.03568	1.0
V21	245	1.0	25.231	10.298%	5.944	3.497%	0.06049	0.999
V22	159	0.994	46.72	29.384%	9.986	13.075%	0.15253	0.993
V23	180	0.991	37.892	21.051%	8.754	13.061%	0.09588	0.991
V24	132	0.995	30.95	23.447%	6.545	9.776%	0.14528	0.995
V25	542	1.0	49.843	9.196%	10.636	2.623%	0.04405	1.0
V26	709	0.999	61.593	8.687%	11.08	4.409%	0.0325	0.999
V27	228	0.997	40.94	17.956%	8.16	7.278%	0.10346	0.997
V28	332	0.996	54.508	16.418%	8.931	8.763%	0.09154	0.996
V29	241	0.999	25.205	10.459%	4.917	3.871%	0.06125	0.999
V30	338	1.0	31.651	9.364%	7.984	2.786%	0.05355	1.0
V31	287	0.999	36.496	12.716%	8.061	5.225%	0.06888	0.999
V32	337	0.996	51.879	15.394%	10.141	8.566%	0.05852	0.996
V33	165	0.996	35.395	21.452%	7.674	10.014%	0.1309	0.996
V34	250	0.999	32.225	12.89%	5.543	4.174%	0.07733	0.999
V35	481	0.999	48.695	10.124%	9.203	4.629%	0.03743	0.999
V36	87	0.997	20.481	23.541%	4.74	9.161%	0.18108	0.997
V37	114	0.993	29.882	26.212%	5.898	13.116%	0.17075	0.993
V38	248	0.997	49.859	20.104%	10.817	8.209%	0.10303	0.997
V39	331	0.998	61.762	18.659%	11.587	7.632%	0.09649	0.998
V40	196	0.999	24.21	12.352%	5.106	4.279%	0.07766	0.999
V41	713	0.998	73.503	10.309%	11.611	5.683%	0.03911	0.998
V42	363	0.999	40.506	11.159%	8.034	5.337%	0.06308	0.999
V43	154	0.999	18.341	11.91%	4.427	4.878%	0.09101	0.999
V44	137	0.997	31.284	22.835%	8.816	9.696%	0.13581	0.997
