Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	137	0.968	44.954	32.813%	10.745	25.138%	0.18996	0.964
V2	293	0.974	106.929	36.495%	35.502	24.164%	0.21414	0.972
V3	230	0.994	48.061	20.896%	13.038	11.124%	0.10823	0.993
V4	264	0.997	67.664	25.63%	25.859	13.708%	0.13356	0.997
V5	575	0.998	108.896	18.938%	31.179	8.827%	0.06147	0.998
V6	238	0.998	32.277	13.562%	7.284	7.033%	0.07842	0.997
V7	393	0.998	67.914	17.281%	14.324	6.98%	0.0719	0.998
V8	128	0.971	48.173	37.635%	12.949	27.992%	0.21629	0.969
V9	339	0.975	108.854	32.11%	29.608	24.55%	0.11611	0.973
V10	302	0.994	68.987	22.843%	16.042	11.459%	0.10037	0.994
V11	536	1.0	51.182	9.549%	8.97	2.34%	0.05062	1.0
V12	528	0.999	59.871	11.339%	12.363	4.76%	0.06026	0.999
V13	476	0.992	80.281	16.866%	27.092	12.971%	0.05925	0.992
V14	434	0.988	98.859	22.779%	23.424	15.544%	0.09247	0.987
V15	605	0.98	145.168	23.995%	52.619	20.14%	0.08848	0.979
V16	549	0.997	67.672	12.326%	23.354	7.693%	0.04411	0.997
V17	432	0.984	109.838	25.425%	29.667	17.731%	0.111	0.983
V18	425	0.996	72.188	16.985%	15.602	9.626%	0.06337	0.996
V19	53	0.922	26.828	50.619%	6.565	40.177%	0.33051	0.911
V20	229	0.994	45.653	19.936%	11.036	12.283%	0.10571	0.993
V21	315	1.0	37.015	11.751%	8.482	3.807%	0.06958	1.0
V22	32	0.984	11.813	36.916%	2.921	19.095%	0.45622	0.983
V23	139	0.991	42.831	30.814%	11.319	15.143%	0.16307	0.991
V24	126	0.982	41.128	32.641%	9.286	23.014%	0.16474	0.98
V25	302	0.989	68.445	22.664%	23.955	15.197%	0.0932	0.989
V26	173	0.987	51.292	29.649%	15.834	16.789%	0.16927	0.986
V27	283	0.901	128.121	45.272%	36.537	44.123%	0.18643	0.885
V28	317	0.999	49.366	15.573%	10.589	4.816%	0.08507	0.999
V29	190	0.945	73.285	38.571%	21.32	32.734%	0.17831	0.939
V30	114	0.981	34.375	30.154%	7.98	19.4%	0.20927	0.98
V31	115	0.97	31.499	27.39%	12.007	24.443%	0.17027	0.968
V32	359	0.985	86.162	24.001%	21.254	17.497%	0.10402	0.983
V33	481	0.918	172.459	35.854%	62.457	39.564%	0.14719	0.908
V34	202	0.96	72.5	35.891%	18.331	29.406%	0.14369	0.954
V35	149	0.961	57.981	38.913%	14.052	27.713%	0.26901	0.957
V36	204	0.998	36.153	17.722%	8.537	7.334%	0.09798	0.998
V37	194	0.977	69.176	35.658%	15.944	21.444%	0.21148	0.975
V38	67	0.979	22.021	32.867%	5.591	20.997%	0.21432	0.978
V39	132	0.996	32.04	24.273%	6.938	9.079%	0.13553	0.996
V40	338	0.988	87.239	25.81%	16.206	17.167%	0.103	0.986
V41	98	0.998	20.033	20.442%	4.641	7.063%	0.14637	0.998
V42	498	0.996	68.891	13.834%	18.235	9.016%	0.06956	0.996
V43	292	0.999	46.631	15.97%	10.927	5.484%	0.08608	0.998
V44	122	0.987	33.044	27.085%	7.035	15.874%	0.17005	0.986
V45	255	0.998	55.587	21.799%	14.259	9.762%	0.11261	0.998
V46	360	0.996	54.536	15.149%	9.563	8.704%	0.0811	0.996
V47	658	0.97	153.763	23.368%	55.991	24.189%	0.07171	0.967
V48	117	0.998	20.942	17.899%	4.494	5.932%	0.12703	0.998
V49	198	0.998	41.671	21.046%	7.481	6.547%	0.12849	0.998
V50	424	0.999	58.847	13.879%	12.679	4.393%	0.07119	0.999
V51	272	0.97	80.398	29.558%	25.31	24.332%	0.16193	0.967
V52	277	0.985	99.274	35.839%	27.025	18.954%	0.18199	0.985
V53	148	0.969	45.484	30.732%	17.575	24.62%	0.16392	0.968
V54	213	0.983	57.149	26.831%	14.119	18.26%	0.16453	0.982
V55	348	0.991	102.018	29.316%	25.242	14.614%	0.11854	0.991
V56	333	0.947	110.999	33.333%	39.444	32.138%	0.14161	0.942
V57	70	0.919	39.059	55.799%	10.922	39.828%	0.41058	0.911
V58	178	0.974	58.208	32.701%	14.955	23.192%	0.19663	0.971
V59	301	0.982	86.579	28.764%	19.642	19.493%	0.13169	0.979
V60	385	1.0	39.323	10.214%	8.94	3.213%	0.0564	0.999
V61	617	0.982	156.095	25.299%	40.472	19.239%	0.08191	0.98
V62	562	0.991	107.854	19.191%	27.067	13.321%	0.065	0.991
V63	872	0.989	163.183	18.714%	57.631	14.643%	0.05631	0.989
V64	336	0.999	38.361	11.417%	7.908	5.436%	0.05397	0.999
V65	319	0.997	58.165	18.234%	11.249	9.624%	0.10176	0.996
