Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	549	0.999	100.637	18.331%	37.684	10.211%	0.2001	0.999
V2	307	0.998	69.521	22.645%	26.855	11.087%	0.57225	0.998
V3	273	0.999	26.036	9.537%	6.13	4.578%	0.06224	0.999
V4	638	0.989	278.421	43.64%	100.785	34.038%	1.07644	0.99
V5	294	0.993	77.194	26.256%	14.661	12.578%	0.13216	0.993
V6	201	0.974	76.855	38.236%	16.179	25.649%	0.2379	0.971
V7	604	0.996	172.423	28.547%	59.157	17.885%	0.91404	0.996
V8	279	0.994	99.616	35.705%	35.382	22.041%	0.64446	0.994
V9	140	0.998	24.299	17.356%	6.586	6.98%	0.26063	0.998
V10	486	0.998	86.965	17.894%	18.729	8.984%	0.06835	0.998
V11	564	0.987	366.349	64.955%	163.735	46.298%	5.18793	0.988
V12	918	0.997	172.92	18.837%	44.92	11.142%	0.32223	0.997
V13	292	0.997	54.874	18.792%	12.645	7.817%	0.26545	0.997
V14	155	0.983	50.292	32.446%	10.435	21.376%	0.20365	0.982
V15	302	0.988	89.581	29.663%	24.071	20.583%	0.38029	0.988
V16	378	0.996	58.326	15.43%	11.427	9.276%	0.06853	0.995
V17	252	0.982	82.553	32.759%	18.08	21.049%	0.81284	0.98
V18	469	0.993	116.842	24.913%	30.389	13.625%	0.3931	0.993
V19	233	0.992	57.226	24.561%	12.352	12.509%	0.16187	0.992
V20	725	0.998	82.723	11.41%	14.297	6.698%	0.03655	0.998
V21	246	0.996	38.512	15.655%	7.962	8.593%	0.0756	0.996
V22	109	0.984	60.146	55.18%	25.144	41.647%	1.1976	0.985
V23	455	0.998	65.89	14.481%	12.611	6.436%	0.07099	0.998
V24	587	0.999	60.688	10.339%	11.334	3.91%	0.12209	0.999
V25	539	0.997	108.52	20.134%	31.77	11.683%	0.2579	0.997
V26	226	0.996	61.852	27.368%	14.76	12.767%	0.43814	0.996
V27	232	0.996	45.057	19.421%	8.705	9.219%	0.12892	0.995
V28	293	0.982	82.263	28.076%	20.642	18.989%	1.48338	0.98
V29	236	0.985	60.768	25.749%	13.051	18.606%	0.30027	0.983
V30	591	0.997	108.159	18.301%	37.509	10.985%	0.20755	0.997
V31	236	0.994	54.601	23.136%	14.912	13.663%	0.46922	0.994
V32	76	0.968	30.476	40.1%	6.3	26.159%	0.2288	0.964
V33	63	0.96	27.022	42.892%	8.194	29.861%	0.19046	0.958
V34	212	0.997	30.507	14.39%	7.022	8.365%	0.1101	0.996
V35	231	0.995	52.883	22.893%	9.707	11.869%	0.13094	0.994
V36	61	0.986	28.8	47.213%	9.585	31.313%	0.53439	0.986
V37	946	0.994	346.414	36.619%	140.067	24.235%	0.57499	0.994
V38	72	0.985	23.537	32.69%	5.005	18.524%	0.50681	0.983
V39	77	0.974	28.953	37.601%	5.888	22.867%	0.31266	0.971
V40	123	0.986	36.887	29.989%	7.087	16.681%	0.25625	0.985
V41	195	0.984	66.064	33.879%	15.85	21.182%	0.19366	0.983
V42	177	0.986	51.037	28.834%	9.479	16.775%	0.18439	0.985
V43	95	0.986	44.053	46.372%	10.666	25.388%	0.43432	0.986
V44	139	0.991	38.833	27.937%	8.306	16.484%	0.15461	0.99
V45	199	0.994	39.469	19.834%	7.546	11.323%	0.10761	0.993
V46	143	0.981	42.731	29.882%	9.785	19.381%	0.17229	0.979
V47	782	0.999	85.836	10.976%	35.088	6.244%	0.10347	0.999
V48	188	0.984	51.129	27.196%	12.34	19.919%	0.17948	0.983
V49	495	0.995	95.902	19.374%	22.681	11.415%	0.12689	0.995
V50	374	0.998	72.805	19.467%	23.495	10.308%	0.3039	0.998
