Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	361	1.0	32.031	8.873%	6.354	3.637%	0.05124	1.0
V2	888	0.999	67.206	7.568%	11.245	3.979%	0.02352	0.999
V3	282	0.995	47.035	16.679%	8.416	10.102%	0.09069	0.995
V4	211	0.999	25.453	12.063%	4.506	5.4%	0.07761	0.999
V5	368	0.986	73.937	20.092%	16.119	16.597%	0.10361	0.984
V6	265	0.997	38.412	14.495%	7.27	7.52%	0.08151	0.997
V7	587	1.0	51.039	8.695%	15.354	3.727%	0.03511	1.0
V8	156	0.969	41.728	26.749%	13.147	24.801%	0.17693	0.965
V9	609	0.999	53.364	8.763%	10.196	3.716%	0.04659	0.999
V10	469	0.997	87.611	18.68%	20.113	8.479%	0.08899	0.997
V11	216	0.999	31.388	14.531%	6.551	6.23%	0.08245	0.999
V12	539	0.999	62.578	11.61%	13.992	4.876%	0.05109	0.999
V13	335	0.997	50.26	15.003%	10.102	7.625%	0.08316	0.997
V14	377	0.995	66.38	17.607%	13.794	10.167%	0.08246	0.995
V15	599	1.0	30.416	5.078%	7.749	1.627%	0.03299	1.0
V16	201	0.998	29.948	14.9%	5.473	6.478%	0.09033	0.998
V17	140	0.996	27.678	19.77%	6.137	9.322%	0.15535	0.996
V18	98	0.999	9.58	9.776%	2.253	4.39%	0.09902	0.999
V19	198	0.984	53.49	27.015%	11.025	18.219%	0.14574	0.981
V20	146	0.999	13.15	9.007%	3.129	4.144%	0.05635	0.999
V21	188	0.993	46.455	24.71%	9.201	13.038%	0.1202	0.993
V22	248	0.995	43.472	17.529%	9.039	10.899%	0.07271	0.995
V23	426	0.999	42.552	9.989%	7.763	4.619%	0.04365	0.999
V24	387	1.0	25.643	6.626%	5.377	2.447%	0.03419	1.0
V25	99	0.998	12.569	12.696%	3.642	6.695%	0.10816	0.998
V26	289	0.998	31.233	10.807%	6.493	5.982%	0.04925	0.998
