Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	385	0.988	102.368	26.589%	28.915	17.973%	0.11856	0.987
V2	377	0.911	281.087	74.559%	80.717	49.084%	0.49068	0.907
V3	604	0.988	106.584	17.646%	30.716	15.467%	0.08837	0.987
V4	344	0.961	182.205	52.967%	58.848	33.637%	0.3353	0.96
V5	623	0.984	172.784	27.734%	47.754	19.998%	0.08153	0.983
V6	99	0.982	39.738	40.139%	9.393	19.851%	0.29095	0.981
V7	428	0.916	292.12	68.252%	97.742	45.174%	0.36457	0.915
V8	235	0.765	170.064	72.368%	44.24	70.4%	0.4442	0.72
V9	144	0.914	72.716	50.497%	30.003	41.05%	0.35433	0.91
V10	301	0.988	70.578	23.448%	13.951	15.504%	0.08309	0.986
V11	562	0.985	157.614	28.045%	38.422	17.733%	0.12122	0.984
V12	397	0.956	165.684	41.734%	50.245	30.028%	0.25688	0.953
V13	252	0.993	58.153	23.077%	11.249	12.23%	0.10333	0.992
V14	171	0.914	90.691	53.036%	24.35	41.2%	0.25414	0.904
V15	343	0.987	77.929	22.72%	19.186	16.31%	0.08888	0.985
V16	208	0.793	141.025	67.8%	55.561	63.45%	0.418	0.777
V17	287	0.824	169.538	59.072%	50.892	59.873%	0.42711	0.797
V18	34	0.98	13.169	38.732%	4.585	21.908%	0.19258	0.979
V19	328	0.925	146.851	44.772%	41.817	40.685%	0.18917	0.915
V20	971	0.982	266.011	27.396%	94.072	20.956%	0.08603	0.982
V21	194	0.876	106.641	54.97%	38.432	48.481%	0.32154	0.865
V22	213	0.602	196.791	92.39%	63.366	86.047%	0.61617	0.553
V23	518	0.981	160.977	31.077%	56.42	21.028%	0.16434	0.98
V24	543	0.93	380.91	70.149%	152.978	45.673%	0.4278	0.931
V25	119	0.674	90.838	76.334%	28.809	76.586%	0.54401	0.623
V26	174	0.939	77.211	44.374%	19.742	37.84%	0.20469	0.932
V27	199	0.965	71.944	36.153%	15.988	26.511%	0.1683	0.959
V28	328	0.972	118.039	35.988%	32.192	24.462%	0.19545	0.97
V29	153	0.964	54.157	35.397%	12.021	26.479%	0.18531	0.959
V30	169	0.983	58.681	34.722%	17.063	18.762%	0.24236	0.982
V31	42	0.983	14.719	35.045%	3.881	19.454%	0.23787	0.982
V32	212	0.983	68.842	32.473%	16.548	18.949%	0.18788	0.981
V33	184	0.879	116.965	63.568%	30.577	47.812%	0.40201	0.865
V34	170	0.99	59.188	34.816%	18.508	16.079%	0.19918	0.989
V35	146	0.979	61.99	42.459%	18.504	25.293%	0.33355	0.979
V36	258	0.961	117.201	45.427%	41.254	32.714%	0.17332	0.96
