Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	79	0.983	27.704	35.068%	6.395	18.982%	0.26109	0.982
V2	335	0.994	53.214	15.885%	13.455	11.332%	0.05149	0.993
V3	141	0.989	29.029	20.588%	5.82	14.545%	0.09485	0.988
V4	121	0.996	30.912	25.547%	6.936	12.52%	0.1294	0.996
V5	367	0.993	63.245	17.233%	15.545	11.891%	0.06803	0.992
V6	438	0.999	45.134	10.305%	8.773	3.942%	0.04281	0.999
V7	157	0.996	28.817	18.355%	6.092	8.579%	0.12209	0.996
V8	77	0.997	14.748	19.153%	3.681	8.054%	0.14403	0.997
V9	240	0.99	55.881	23.284%	10.489	13.982%	0.12206	0.989
V10	322	0.999	41.711	12.954%	8.989	5.196%	0.05236	0.999
V11	262	0.997	48.568	18.537%	8.759	7.184%	0.11644	0.997
V12	372	1.0	41.116	11.053%	8.081	3.587%	0.05493	1.0
V13	248	0.996	40.287	16.245%	10.137	8.898%	0.08168	0.996
V14	280	0.998	41.371	14.775%	9.541	6.659%	0.06874	0.998
V15	339	0.993	72.894	21.503%	14.784	12.21%	0.09549	0.992
V16	302	0.997	53.174	17.607%	9.406	7.741%	0.10664	0.997
V17	323	0.999	37.024	11.463%	6.577	3.68%	0.06562	0.999
V18	308	0.998	44.723	14.52%	8.968	6.383%	0.09132	0.998
V19	210	0.992	39.72	18.914%	7.501	12.467%	0.09244	0.991
V20	394	0.998	62.467	15.855%	11.276	6.757%	0.08032	0.998
V21	757	0.998	85.755	11.328%	15.507	6.677%	0.04364	0.998
V22	121	0.985	32.629	26.966%	8.054	17.036%	0.16635	0.984
V23	275	0.997	47.813	17.387%	9.724	7.816%	0.09951	0.997
V24	326	0.995	55.079	16.895%	13.544	10.467%	0.06634	0.995
V25	162	0.994	34.054	21.021%	7.411	11.384%	0.08562	0.994
V26	142	0.997	30.124	21.214%	5.414	7.826%	0.16703	0.997
V27	368	0.989	67.949	18.464%	16.542	14.566%	0.0741	0.988
V28	275	0.985	62.22	22.625%	14.412	18.142%	0.08288	0.982
V29	198	0.999	22.298	11.262%	4.618	4.368%	0.07081	0.999
V30	451	0.999	46.259	10.257%	7.51	3.645%	0.05103	0.999
V31	243	0.999	26.798	11.028%	6.232	5.18%	0.08103	0.999
V32	803	0.999	68.785	8.566%	15.747	3.833%	0.03758	0.999
V33	142	0.991	38.245	26.933%	8.5	13.566%	0.17917	0.991
V34	563	1.0	55.857	9.921%	12.047	3.17%	0.03877	1.0
V35	307	0.999	41.3	13.453%	8.248	4.616%	0.07676	0.999
V36	191	0.998	33.839	17.717%	7.526	6.981%	0.12123	0.998
V37	303	0.988	70.463	23.255%	15.598	15.706%	0.09444	0.986
V38	196	0.994	41.613	21.231%	7.846	10.568%	0.14594	0.994
V39	284	0.999	47.356	16.675%	10.531	7.019%	0.08568	0.999
V40	173	0.996	32.874	19.002%	6.21	8.851%	0.10075	0.996
V41	101	0.999	17.357	17.185%	4.52	7.637%	0.07906	0.999
V42	301	0.999	41.772	13.878%	7.783	5.243%	0.07484	0.999
V43	61	0.985	16.768	27.489%	6.357	17.49%	0.19335	0.984
V44	60	0.993	18.99	31.65%	3.744	12.933%	0.24574	0.992
V45	87	0.995	20.676	23.766%	4.342	10.06%	0.21934	0.995
V46	198	0.998	31.023	15.668%	6.853	6.814%	0.10282	0.998
V47	140	0.988	37.952	27.109%	8.076	15.479%	0.17198	0.987
V48	268	0.997	51.501	19.217%	12.255	10.153%	0.08952	0.996
V49	132	0.997	23.974	18.162%	5.162	7.578%	0.13438	0.997
V50	54	0.995	12.652	23.43%	2.804	10.28%	0.20081	0.995
V51	369	1.0	34.241	9.279%	6.324	2.883%	0.05446	1.0
V52	104	0.987	28.479	27.384%	5.549	16.493%	0.21961	0.985
V53	173	0.998	26.053	15.06%	5.099	6.172%	0.10373	0.998
V54	275	0.997	39.469	14.352%	7.492	7.264%	0.08524	0.997
V55	164	0.994	45.383	27.673%	9.1	13.099%	0.15332	0.993
V56	243	0.998	39.651	16.317%	8.293	6.266%	0.08426	0.998
V57	42	0.988	12.857	30.612%	2.629	16.119%	0.19716	0.987
V58	374	0.997	60.468	16.168%	12.032	7.535%	0.10002	0.997
V59	132	0.998	26.494	20.071%	4.998	6.851%	0.13958	0.998
V60	162	0.983	47.328	29.215%	9.754	18.486%	0.14189	0.981
V61	59	0.99	16.518	27.997%	3.481	14.343%	0.22641	0.989
V62	421	0.989	86.089	20.449%	20.833	15.231%	0.08353	0.987
V63	319	1.0	25.06	7.856%	5.718	2.688%	0.04294	1.0
V64	256	0.996	51.453	20.099%	10.597	9.59%	0.10266	0.996
V65	181	0.991	40.236	22.23%	8.278	13.427%	0.13656	0.99
V66	249	0.998	48.457	19.461%	10.516	7.036%	0.1141	0.998
V67	22	0.967	9.226	41.936%	2.299	25.704%	0.39257	0.964
V68	370	0.996	57.266	15.477%	12.439	8.737%	0.07027	0.996
V69	213	0.991	40.577	19.05%	8.977	13.399%	0.08936	0.99
V70	80	0.993	19.95	24.938%	4.2	12.044%	0.24374	0.992
V71	41	0.967	14.807	36.115%	3.584	25.406%	0.25965	0.963
V72	255	0.999	37.554	14.727%	6.592	5.593%	0.07297	0.998
V73	187	0.98	46.053	24.627%	11.011	20.16%	0.11676	0.976
V74	145	0.985	35.771	24.67%	9.324	18.864%	0.1175	0.984
