Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	568	0.996	83.496	14.7%	17.272	8.758%	0.06413	0.996
V2	373	0.998	58.51	15.686%	14.3	6.835%	0.07205	0.998
V3	349	0.997	51.652	14.8%	9.403	8.369%	0.07229	0.996
V4	290	0.998	40.221	13.869%	6.837	7.11%	0.07984	0.997
V5	361	0.997	43.983	12.184%	10.293	7.632%	0.04852	0.997
V6	105	0.963	38.848	36.998%	8.549	27.928%	0.19076	0.958
V7	635	0.999	66.17	10.42%	13.118	4.881%	0.04083	0.999
V8	159	0.999	27.251	17.139%	6.066	5.522%	0.10859	0.998
V9	72	0.981	24.382	33.864%	5.728	19.954%	0.22668	0.979
V10	289	0.999	49.575	17.154%	10.631	6.218%	0.08912	0.999
V11	357	0.989	68.518	19.193%	15.931	14.573%	0.07813	0.988
V12	142	0.991	30.648	21.583%	6.061	13.12%	0.15258	0.99
V13	93	0.99	26.159	28.128%	4.84	14.192%	0.17104	0.989
V14	488	0.999	68.218	13.979%	13.633	4.89%	0.06338	0.999
V15	126	0.986	42.879	34.031%	8.256	18.981%	0.21675	0.985
V16	341	0.996	54.917	16.105%	12.246	8.779%	0.06021	0.996
V17	129	0.986	34.014	26.367%	6.825	17.047%	0.1607	0.984
V18	160	0.993	37.093	23.183%	7.352	13.037%	0.12235	0.992
V19	257	0.997	46.347	18.034%	9.92	7.288%	0.09148	0.997
V20	459	0.998	70.094	15.271%	12.499	6.056%	0.07318	0.998
V21	564	0.996	85.402	15.142%	19.535	9.733%	0.06672	0.996
V22	301	0.99	67.679	22.485%	14.399	15.426%	0.09752	0.988
V23	196	0.996	34.802	17.756%	6.869	9.189%	0.10383	0.995
V24	379	0.993	60.633	15.998%	18.675	12.283%	0.07624	0.992
V25	338	0.997	51.046	15.102%	9.718	8.333%	0.08754	0.996
V26	92	0.94	40.865	44.418%	10.411	34.55%	0.27732	0.932
V27	191	0.992	43.061	22.545%	8.75	13.601%	0.11235	0.991
V28	155	0.992	37.931	24.472%	9.509	12.925%	0.14226	0.991
V29	242	1.0	24.107	9.962%	4.867	2.687%	0.05142	1.0
V30	457	0.996	65.017	14.227%	13.054	9.245%	0.05798	0.995
V31	179	0.998	29.603	16.538%	5.097	6.803%	0.10707	0.998
V32	250	0.993	53.488	21.395%	9.985	11.982%	0.10839	0.992
V33	372	0.998	55.422	14.898%	9.43	7.15%	0.08225	0.997
V34	350	0.992	74.52	21.291%	13.352	13.036%	0.11321	0.99
V35	158	0.983	41.811	26.463%	8.665	18.195%	0.16061	0.981
V36	286	0.995	48.851	17.081%	8.738	10.862%	0.07652	0.994
V37	220	0.991	49.22	22.373%	10.94	14.051%	0.08425	0.99
V38	261	0.999	44.33	16.985%	7.842	4.687%	0.12229	0.999
V39	158	0.983	41.78	26.443%	8.541	18.437%	0.19796	0.98
V40	251	0.995	42.129	16.784%	10.37	9.986%	0.09142	0.995
V41	154	0.993	41.056	26.66%	8.114	12.829%	0.15057	0.992
V42	130	0.976	35.369	27.207%	9.378	21.768%	0.13439	0.973
V43	121	0.998	23.286	19.245%	4.57	6.804%	0.12813	0.998
V44	126	0.987	34.913	27.709%	8.386	15.974%	0.18181	0.986
V45	286	0.987	79.879	27.93%	16.709	16.53%	0.12905	0.985
V46	482	0.999	47.917	9.941%	8.546	4.338%	0.04493	0.999
V47	83	0.959	33.204	40.005%	8.755	28.183%	0.26806	0.956
V48	286	0.986	62.891	21.99%	13.82	16.801%	0.10007	0.983
V49	151	0.992	34.95	23.146%	6.092	12.618%	0.16536	0.991
V50	318	1.0	34.875	10.967%	5.893	3.016%	0.07065	1.0
V51	144	0.978	45.964	31.919%	8.435	20.931%	0.20972	0.974
V52	187	0.995	33.295	17.805%	8.101	9.935%	0.09222	0.995
V53	271	0.994	50.171	18.513%	9.183	11.633%	0.11579	0.993
V54	411	0.996	66.342	16.142%	12.968	9.496%	0.06648	0.995
V55	340	0.996	61.85	18.191%	12.716	8.445%	0.09527	0.996
V56	87	0.99	24.332	27.968%	4.448	15.037%	0.18789	0.988
V57	784	0.999	57.858	7.38%	10.947	3.861%	0.02966	0.999
V58	300	0.994	62.242	20.747%	12.543	11.239%	0.10881	0.993
V59	144	0.994	42.529	29.534%	8.617	11.466%	0.18051	0.994
V60	494	0.99	92.052	18.634%	18.884	14.377%	0.06157	0.987
V61	148	0.979	43.986	29.72%	8.497	20.417%	0.12042	0.976
V62	443	0.996	64.474	14.554%	19.09	9.777%	0.053	0.995
V63	314	0.997	41.304	13.154%	9.47	7.105%	0.05717	0.997
V64	71	0.955	27.739	39.069%	6.366	29.91%	0.27852	0.948
V65	228	0.988	43.52	19.088%	9.01	15.208%	0.10159	0.986
V66	154	0.992	34.462	22.378%	8.127	13.8%	0.11703	0.991
V67	120	0.987	29.165	24.304%	6.452	16.02%	0.13514	0.986
V68	393	0.997	63.539	16.168%	17.471	8.238%	0.07779	0.997
V69	282	1.0	35.379	12.546%	8.849	4.298%	0.05586	1.0
V70	125	0.992	39.463	31.57%	9.912	13.596%	0.19503	0.992
V71	63	0.981	17.382	27.59%	4.894	19.514%	0.18868	0.98
V72	265	0.997	44.019	16.611%	8.229	8.151%	0.09567	0.996
V73	462	0.999	55.46	12.004%	10.656	4.482%	0.05071	0.999
V74	372	0.996	59.105	15.888%	11.422	8.588%	0.06581	0.996
V75	327	0.998	48.519	14.838%	8.474	6.06%	0.08322	0.998
V76	140	0.995	24.318	17.37%	7.1	10.069%	0.07589	0.995
V77	890	0.998	82.088	9.223%	17.701	6.28%	0.01894	0.998
V78	642	0.998	68.757	10.71%	17.575	5.837%	0.04486	0.998
V79	210	0.993	45.94	21.876%	8.362	12.465%	0.09157	0.992
V80	104	0.982	37.752	36.3%	7.491	19.089%	0.22419	0.98
V81	359	0.992	71.402	19.889%	16.095	13.629%	0.06882	0.991
V82	186	0.998	35.601	19.14%	6.875	5.959%	0.14523	0.998
V83	197	0.989	45.32	23.005%	7.846	14.757%	0.12321	0.987
V84	43	0.974	18.483	42.984%	5.77	22.649%	0.43156	0.973
V85	224	0.994	50.15	22.388%	9.63	10.792%	0.10646	0.994
V86	280	0.999	40.461	14.45%	7.427	5.299%	0.09871	0.999
V87	543	1.0	44.815	8.253%	8.663	3.067%	0.03828	1.0
V88	250	0.997	32.446	12.978%	6.963	8.031%	0.05779	0.997
V89	218	0.991	47.878	21.962%	10.351	13.557%	0.10717	0.99
V90	243	0.994	43.852	18.046%	8.405	10.912%	0.09422	0.993
V91	704	0.997	72.028	10.231%	15.06	7.726%	0.03236	0.997
V92	325	0.994	59.731	18.379%	11.122	11.17%	0.08633	0.993
