Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	137	0.992	69.89	51.015%	31.497	33.54%	1.94941	0.992
V2	146	0.995	31.669	21.691%	6.725	9.898%	0.18991	0.995
V3	240	0.968	107.894	44.956%	27.478	28.955%	0.26624	0.967
V4	555	0.981	156.379	28.176%	38.179	20.117%	0.15447	0.979
V5	715	0.982	171.903	24.042%	42.698	18.7%	0.1058	0.98
V6	181	0.993	61.95	34.227%	23.54	18.632%	0.46717	0.993
V7	457	0.99	92.884	20.325%	20.545	14.532%	0.07687	0.988
V8	211	0.962	90.458	42.871%	22.834	28.242%	0.29322	0.959
V9	348	0.995	87.051	25.015%	20.2	11.556%	0.25764	0.995
V10	220	0.995	92.246	41.93%	39.452	23.77%	1000.0	0.995
V11	214	0.983	72.741	33.991%	18.581	19.064%	0.22216	0.982
V12	319	0.974	110.589	34.667%	25.311	23.061%	0.19247	0.971
V13	84	0.979	55.226	65.745%	24.923	53.477%	0.5854	0.98
V14	117	0.979	40.324	34.465%	9.671	21.761%	0.22078	0.977
V15	268	0.995	59.88	22.343%	11.931	10.59%	0.15519	0.995
V16	88	0.878	60.015	68.199%	14.829	60.844%	0.61454	0.864
V17	468	0.996	95.806	20.471%	23.471	9.799%	0.08456	0.996
V18	111	0.946	54.711	49.289%	12.724	32.733%	0.53772	0.939
V19	295	0.939	129.272	43.821%	31.076	38.637%	0.21507	0.93
V20	218	0.988	61.3	28.119%	11.773	16.081%	0.17848	0.986
V21	59	0.941	28.715	48.669%	7.355	36.018%	0.41673	0.935
V22	408	0.995	85.137	20.867%	19.62	11.461%	0.08487	0.995
V23	553	0.989	157.842	28.543%	37.715	17.205%	0.11512	0.988
V24	723	0.999	84.287	11.658%	14.39	5.228%	0.04629	0.999
V25	104	0.945	51.004	49.042%	11.225	32.986%	0.42863	0.938
V26	346	0.972	104.342	30.157%	24.629	25.242%	0.13657	0.968
V27	102	0.99	32.849	32.205%	7.659	14.397%	0.31693	0.989
V28	272	0.991	90.965	33.443%	19.469	14.514%	0.20239	0.991
V29	307	0.948	185.133	60.304%	60.969	50.987%	1000.0	0.947
V30	254	0.988	108.489	42.712%	41.594	23.309%	0.65237	0.988
V31	110	0.982	40.191	36.537%	10.04	19.675%	0.57292	0.981
V32	198	0.955	87.152	44.016%	21.095	29.738%	0.60354	0.95
V33	441	0.98	140.04	31.755%	35.805	21.371%	0.15435	0.979
V34	152	0.988	57.502	37.83%	14.741	21.999%	0.40445	0.988
V35	386	0.997	81.997	21.243%	22.201	9.882%	0.09542	0.997
V36	714	0.973	220.489	30.881%	67.118	23.604%	0.12684	0.971
V37	593	0.972	185.651	31.307%	41.924	25.67%	0.15959	0.968
V38	286	0.976	144.466	50.513%	35.935	22.84%	0.58752	0.975
V39	572	0.995	129.964	22.721%	32.216	12.96%	0.25982	0.994
V40	66	0.867	49.813	75.474%	17.644	51.019%	0.50187	0.861
V41	431	0.965	132.191	30.671%	39.427	27.565%	0.14195	0.961
V42	472	0.998	87.332	18.503%	19.416	6.277%	0.14811	0.998
V43	952	0.973	435.192	45.713%	111.262	25.859%	0.71426	0.972
V44	233	0.985	73.604	31.59%	15.7	17.428%	0.2588	0.984
V45	209	0.987	74.85	35.813%	17.623	22.184%	0.25352	0.986
V46	38	0.931	22.943	60.376%	5.349	36.565%	0.81175	0.925
V47	360	0.928	210.871	58.575%	64.241	39.557%	0.4815	0.924
V48	530	0.993	96.427	18.194%	23.801	12.22%	0.07671	0.992
V49	388	0.939	168.664	43.47%	50.975	36.871%	0.25494	0.933
V50	373	0.994	65.099	17.453%	15.851	10.857%	0.07712	0.994
V51	129	0.981	42.895	33.252%	8.257	19.997%	0.25015	0.979
V52	119	0.977	47.287	39.737%	13.089	23.666%	0.37702	0.976
V53	185	0.997	41.146	22.241%	12.056	10.682%	0.40993	0.997
V54	213	0.988	59.906	28.125%	11.547	15.434%	0.241	0.987
V55	279	0.987	61.449	22.025%	14.745	16.186%	0.12502	0.985
V56	307	0.953	130.879	42.632%	33.427	35.906%	0.21599	0.948
V57	197	0.963	91.345	46.368%	23.275	35.164%	0.35332	0.961
V58	172	0.967	60.215	35.009%	16.911	25.512%	0.28943	0.964
V59	238	0.998	45.768	19.23%	8.331	6.762%	0.1369	0.998
V60	194	0.993	51.123	26.352%	11.711	12.755%	0.22504	0.992
V61	422	0.972	146.986	34.831%	39.67	23.815%	0.27619	0.969
V62	472	0.991	123.46	26.157%	28.257	13.464%	0.11569	0.99
V63	328	0.986	154.961	47.244%	51.552	27.73%	0.81873	0.986
V64	236	0.991	107.926	45.731%	48.538	28.775%	3.37343	0.992
V65	554	0.952	228.861	41.311%	63.604	31.77%	0.1696	0.948
V66	84	0.899	55.197	65.711%	19.631	54.956%	1.73422	0.895
V67	654	0.986	165.737	25.342%	33.291	18.54%	0.09327	0.984
V68	120	0.939	59.444	49.537%	14.06	37.577%	0.31523	0.932
V69	407	0.985	112.599	27.666%	26.152	17.303%	0.16791	0.984
V70	157	0.972	51.004	32.487%	14.326	24.164%	0.29104	0.969
V71	356	0.97	101.93	28.632%	36.443	24.764%	0.14089	0.968
V72	150	0.996	47.52	31.68%	14.913	14.2%	0.47908	0.996
V73	341	0.999	74.618	21.882%	32.542	11.554%	0.48298	0.999
V74	474	0.992	160.459	33.852%	48.421	16.939%	0.46927	0.992
V75	297	0.98	83.682	28.176%	17.802	19.845%	0.1306	0.977
V76	319	0.919	184.154	57.729%	62.779	46.366%	0.71112	0.915
V77	229	0.991	61.529	26.869%	12.274	13.712%	0.17275	0.99
V78	379	0.95	173.44	45.763%	41.859	33.481%	0.19144	0.946
V79	176	0.995	40.339	22.92%	7.878	12.941%	0.1147	0.995
V80	139	0.919	84.713	60.945%	21.264	39.894%	0.7213	0.911
V81	100	0.991	45.256	45.256%	16.77	28.593%	0.51243	0.992
V82	87	0.964	38.056	43.743%	9.97	28.889%	0.2536	0.962
V83	289	0.997	60.685	20.998%	19.747	9.727%	0.27959	0.997
V84	218	0.991	70.397	32.292%	15.548	16.823%	0.25267	0.99
V85	366	0.983	116.775	31.906%	26.542	18.604%	0.37279	0.981
V86	83	0.978	38.244	46.077%	8.443	25.775%	0.36052	0.977
V87	437	0.899	302.595	69.244%	75.523	45.837%	0.41835	0.891
V88	251	0.993	61.745	24.6%	11.684	11.717%	0.16799	0.993
V89	140	0.991	65.255	46.611%	24.921	30.51%	0.38341	0.992
V90	250	0.985	133.294	53.318%	44.968	37.074%	0.86508	0.986
V91	154	0.97	58.292	37.852%	14.022	24.292%	0.41802	0.967
V92	213	0.996	39.04	18.329%	9.691	9.423%	0.16941	0.996
V93	234	0.993	78.021	33.342%	25.386	17.643%	0.2526	0.993
V94	165	0.993	46.877	28.41%	9.633	15.341%	0.16087	0.992
V95	92	0.979	37.527	40.79%	7.854	22.486%	0.33646	0.977
V96	258	0.996	41.014	15.897%	11.458	9.55%	0.20287	0.995
V97	339	0.95	163.853	48.334%	42.215	33.828%	0.41138	0.946
V98	378	0.989	93.279	24.677%	25.112	17.172%	0.09719	0.988
V99	188	0.995	36.674	19.507%	7.594	9.688%	0.1135	0.995
V100	25	0.909	28.316	113.264%	13.051	117.677%	5.53164	0.914
