Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	122	0.983	37.555	30.783%	8.051	20.306%	0.15201	0.981
V2	263	0.996	43.773	16.644%	9.838	9.269%	0.08107	0.995
V3	181	0.991	37.508	20.723%	7.785	14.113%	0.08928	0.99
V4	72	0.993	15.287	21.232%	3.601	11.964%	0.19601	0.992
V5	288	0.998	40.162	13.945%	8.702	7.052%	0.05758	0.998
V6	605	0.997	78.42	12.962%	15.647	8.24%	0.04315	0.997
V7	470	0.998	49.007	10.427%	9.471	6.382%	0.05401	0.998
V8	242	0.994	57.391	23.715%	11.839	13.271%	0.12889	0.994
V9	99	0.986	22.906	23.137%	4.661	17.169%	0.16136	0.983
V10	132	0.977	40.775	30.89%	9.03	21.476%	0.19362	0.974
V11	188	0.996	36.689	19.515%	6.986	8.851%	0.1174	0.996
V12	518	0.997	77.942	15.047%	14.129	8.151%	0.065	0.997
V13	225	0.989	45.041	20.018%	8.977	14.72%	0.07574	0.987
V14	558	0.999	63.704	11.416%	12.561	5.153%	0.0458	0.999
V15	196	0.999	31.229	15.933%	6.542	5.965%	0.0902	0.999
V16	315	0.997	47.004	14.922%	8.809	7.877%	0.10202	0.997
V17	187	0.986	46.523	24.879%	7.85	17.208%	0.12461	0.983
V18	239	0.992	56.078	23.464%	13.949	14.114%	0.12354	0.991
V19	252	0.993	50.141	19.897%	9.514	12.369%	0.09803	0.992
V20	164	0.997	28.478	17.365%	5.158	8.613%	0.1406	0.996
V21	204	0.993	38.608	18.925%	7.798	11.831%	0.08256	0.993
V22	197	0.987	45.229	22.959%	10.257	15.905%	0.09591	0.986
V23	95	0.985	22.957	24.165%	5.047	17.403%	0.15839	0.982
V24	573	0.995	102.96	17.969%	19.219	11.66%	0.06364	0.994
V25	817	0.997	107.597	13.17%	22.923	8.218%	0.05064	0.997
V26	177	0.991	38.592	21.803%	7.556	13.613%	0.11823	0.989
V27	156	0.995	34.692	22.238%	6.392	10.589%	0.12851	0.994
V28	236	0.996	54.881	23.255%	11.791	10.398%	0.14207	0.996
V29	290	0.991	55.056	18.985%	10.641	13.508%	0.08666	0.989
V30	498	0.996	71.988	14.455%	13.502	9.137%	0.05104	0.995
V31	385	0.992	63.478	16.488%	12.944	12.395%	0.05737	0.991
V32	468	0.997	59.195	12.649%	11.88	8.251%	0.06952	0.996
V33	397	0.998	59.855	15.077%	12.541	6.172%	0.07191	0.998
V34	410	0.997	61.238	14.936%	10.914	8.264%	0.07483	0.996
V35	332	0.997	42.801	12.892%	9.244	7.262%	0.05549	0.997
V36	456	0.997	61.666	13.523%	12.735	8.378%	0.05702	0.997
V37	36	0.988	13.454	37.372%	3.047	19.194%	0.25922	0.988
V38	211	0.996	33.193	15.731%	6.174	9.386%	0.09075	0.995
V39	221	0.993	40.061	18.127%	8.027	12.208%	0.08493	0.992
V40	393	0.997	67.145	17.085%	11.431	8.723%	0.07496	0.996
V41	64	0.996	18.466	28.853%	3.817	9.79%	0.2019	0.996
V42	45	0.99	15.245	33.878%	3.383	15.175%	0.30458	0.989
V43	83	0.963	31.313	37.727%	6.497	26.954%	0.29871	0.957
V44	231	0.981	62.168	26.913%	12.263	19.604%	0.13312	0.977
V45	772	0.999	104.76	13.57%	24.244	6.97%	0.05287	0.999
V46	262	0.996	45.288	17.285%	8.667	8.794%	0.07879	0.996
V47	149	0.993	36.919	24.778%	6.628	11.737%	0.19382	0.993
V48	182	0.982	48.309	26.543%	9.74	19.418%	0.12769	0.979
V49	156	0.998	25.197	16.152%	5.271	5.513%	0.11618	0.998
V50	330	0.993	63.156	19.138%	17.414	12.945%	0.07277	0.992
V51	84	0.974	28.007	33.342%	5.206	23.007%	0.23913	0.969
V52	363	0.995	61.605	16.971%	11.681	10.245%	0.06953	0.995
V53	300	0.992	77.561	25.854%	17.87	15.835%	0.10419	0.992
V54	210	0.997	40.841	19.448%	8.94	8.291%	0.09759	0.997
V55	131	0.996	25.95	19.809%	5.114	8.715%	0.15413	0.996
V56	395	0.995	59.851	15.152%	11.932	10.085%	0.05971	0.994
V57	516	0.996	80.157	15.534%	14.011	9.199%	0.05324	0.996
V58	52	0.995	16.581	31.887%	3.64	10.877%	0.32658	0.995
V59	474	0.996	62.114	13.104%	12.069	8.511%	0.05309	0.996
V60	172	0.985	41.571	24.169%	8.056	17.294%	0.12044	0.982
V61	629	0.997	110.066	17.499%	20.424	8.236%	0.08019	0.997
V62	400	0.999	46.857	11.714%	9.561	5.709%	0.05689	0.999
V63	319	0.996	57.704	18.089%	10.236	9.38%	0.09464	0.996
V64	511	0.998	68.65	13.434%	11.884	7.013%	0.05596	0.997
V65	560	0.999	55.036	9.828%	10.579	3.697%	0.047	0.999
V66	207	0.999	28.725	13.877%	4.948	5.207%	0.07454	0.999
V67	186	0.993	39.542	21.259%	8.588	12.264%	0.12994	0.992
V68	294	0.994	63.315	21.536%	16.067	12.814%	0.10577	0.994
V69	310	0.998	47.622	15.362%	9.199	6.742%	0.09944	0.998
V70	281	0.998	35.971	12.801%	5.98	5.72%	0.06828	0.998
V71	371	0.99	70.052	18.882%	12.474	14.112%	0.0902	0.988
V72	244	0.999	32.024	13.125%	5.827	4.586%	0.0821	0.999
V73	410	0.997	66.568	16.236%	12.999	7.849%	0.0766	0.997
V74	142	0.998	24.997	17.604%	4.784	6.993%	0.11677	0.998
V75	489	0.999	54.088	11.061%	9.375	5.651%	0.06048	0.998
V76	199	0.993	40.817	20.511%	7.935	11.768%	0.11786	0.993
V77	118	0.98	38.054	32.249%	8.474	20.292%	0.18639	0.978
V78	494	0.987	114.172	23.112%	24.744	15.888%	0.08612	0.986
