Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	568	0.996	91.431	16.097%	19.701	9.99%	0.05693	0.995
V2	373	0.999	43.359	11.624%	9.741	4.656%	0.07176	0.999
V3	349	0.996	58.93	16.885%	10.248	9.121%	0.07325	0.995
V4	290	0.997	44.649	15.396%	7.653	7.959%	0.08536	0.996
V5	361	0.997	45.77	12.679%	10.569	7.837%	0.042	0.997
V6	105	0.965	37.499	35.713%	8.305	27.131%	0.17803	0.959
V7	635	1.0	45.845	7.22%	8.447	3.143%	0.03012	1.0
V8	159	0.998	28.316	17.809%	6.059	5.515%	0.16216	0.998
V9	72	0.984	22.402	31.114%	5.214	18.164%	0.20747	0.982
V10	289	0.999	50.395	17.438%	10.818	6.327%	0.09794	0.999
V11	357	0.989	67.294	18.85%	16.277	14.889%	0.0778	0.987
V12	142	0.992	31.411	22.12%	6.073	13.146%	0.19421	0.991
V13	93	0.989	26.298	28.277%	5.124	15.025%	0.16389	0.988
V14	488	0.999	62.369	12.781%	13.629	4.889%	0.05739	0.999
V15	126	0.985	41.421	32.874%	8.041	18.486%	0.22233	0.984
V16	341	0.996	55.057	16.146%	12.138	8.702%	0.06173	0.996
V17	129	0.984	34.256	26.555%	7.119	17.781%	0.15823	0.982
V18	160	0.99	40.794	25.496%	8.636	15.314%	0.12583	0.99
V19	257	0.997	48.752	18.97%	11.029	8.102%	0.10421	0.997
V20	459	0.998	93.127	20.289%	19.998	9.689%	0.08392	0.997
V21	564	0.997	71.482	12.674%	16.721	8.331%	0.03672	0.996
V22	301	0.989	61.168	20.322%	13.714	14.692%	0.0795	0.988
V23	196	0.996	30.223	15.42%	6.538	8.746%	0.08979	0.996
V24	379	0.997	41.706	11.004%	12.304	8.092%	0.04271	0.996
V25	338	0.998	45.3	13.402%	7.722	6.622%	0.09806	0.998
V26	92	0.935	38.704	42.07%	10.707	35.532%	0.26383	0.927
V27	191	0.991	44.333	23.211%	9.267	14.404%	0.12727	0.99
V28	155	0.995	32.119	20.722%	8.145	11.071%	0.15459	0.994
V29	242	1.0	24.392	10.079%	5.185	2.863%	0.06311	1.0
V30	457	0.995	72.519	15.868%	14.47	10.247%	0.06236	0.994
V31	179	0.997	30.673	17.136%	5.332	7.117%	0.11572	0.997
V32	250	0.991	55.909	22.364%	11.36	13.632%	0.11326	0.99
V33	372	0.997	58.624	15.759%	10.64	8.068%	0.07855	0.997
V34	350	0.992	68.783	19.652%	13.066	12.757%	0.09628	0.991
V35	158	0.979	42.752	27.058%	9.901	20.79%	0.41843	0.976
V36	286	0.994	43.921	15.357%	8.71	10.827%	0.07551	0.993
V37	220	0.994	41.273	18.76%	8.886	11.413%	0.06306	0.993
V38	261	0.999	47.016	18.014%	9.579	5.725%	0.26437	0.999
V39	158	0.979	44.53	28.184%	9.381	20.25%	0.19531	0.976
V40	251	0.995	42.021	16.741%	10.402	10.017%	0.19411	0.995
V41	154	0.99	44.12	28.649%	9.692	15.324%	0.16474	0.989
V42	130	0.975	41.423	31.864%	10.941	25.396%	0.15523	0.972
V43	121	0.997	28.938	23.916%	7.15	10.646%	0.29945	0.997
V44	126	0.986	38.239	30.348%	9.314	17.742%	0.19103	0.985
V45	286	0.987	80.955	28.306%	16.909	16.728%	0.20618	0.986
V46	482	0.999	55.256	11.464%	9.844	4.996%	0.04779	0.999
V47	83	0.963	34.027	40.996%	8.862	28.528%	0.25664	0.96
V48	286	0.985	67.28	23.524%	14.693	17.863%	0.09125	0.982
V49	151	0.991	40.115	26.566%	7.496	15.526%	0.18089	0.99
V50	318	0.999	41.073	12.916%	8.687	4.446%	0.06745	0.999
V51	144	0.977	45.859	31.847%	9.496	23.564%	0.21261	0.973
V52	187	0.995	31.206	16.688%	8.232	10.095%	0.06928	0.995
V53	271	0.994	49.577	18.294%	8.937	11.322%	0.11274	0.993
V54	411	0.997	54.474	13.254%	10.32	7.557%	0.06965	0.997
V55	340	0.997	54.377	15.993%	12.297	8.167%	0.06901	0.997
V56	87	0.989	22.549	25.918%	4.401	14.878%	0.19095	0.988
V57	784	0.999	63.58	8.11%	11.89	4.193%	0.0316	0.999
V58	300	0.994	62.617	20.872%	13.803	12.368%	0.17167	0.994
V59	144	0.994	41.501	28.82%	8.514	11.329%	0.1716	0.994
V60	494	0.991	86.909	17.593%	18.115	13.792%	0.05073	0.99
V61	148	0.977	40.722	27.515%	8.874	21.323%	0.10804	0.973
V62	443	0.995	69.478	15.684%	20.214	10.353%	0.12257	0.995
V63	314	0.999	34.318	10.929%	6.989	5.244%	0.04753	0.999
V64	71	0.955	25.505	35.923%	6.523	30.648%	0.26872	0.948
V65	228	0.983	51.345	22.52%	10.93	18.449%	0.12197	0.979
V66	154	0.993	30.822	20.014%	7.504	12.742%	0.10438	0.992
V67	120	0.987	28.599	23.832%	6.968	17.301%	0.11621	0.986
V68	393	0.999	42.499	10.814%	11.354	5.354%	0.11498	0.999
