Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	244	0.999	32.905	13.486%	6.633	3.411%	0.10952	0.999
V2	965	0.999	95.412	9.887%	18.351	3.983%	0.03084	0.999
V3	234	0.994	47.521	20.308%	8.374	11.017%	0.09799	0.994
V4	20	0.996	4.764	23.82%	1.414	9.9%	0.1466	0.996
V5	132	0.979	46.075	34.905%	10.594	20.873%	0.25461	0.978
V6	299	0.988	68.245	22.824%	14.156	15.353%	0.10739	0.986
V7	394	0.996	63.285	16.062%	14.625	9.24%	0.05085	0.996
V8	444	0.997	76.825	17.303%	13.918	8.353%	0.06379	0.996
V9	496	0.998	78.437	15.814%	15.989	6.563%	0.0758	0.998
V10	331	0.997	54.103	16.345%	9.038	7.637%	0.08274	0.997
V11	164	0.996	35.321	21.537%	8.007	9.324%	0.10501	0.996
V12	68	0.983	28.744	42.271%	6.016	18.255%	0.33617	0.983
V13	276	0.993	55.826	20.227%	11.75	12.148%	0.10356	0.992
V14	168	0.991	41.361	24.62%	8.025	13.873%	0.13399	0.99
V15	132	0.996	23.757	17.998%	4.825	9.459%	0.11019	0.995
V16	321	0.999	39.973	12.453%	9.405	4.176%	0.06985	0.999
V17	172	0.994	43.198	25.115%	8.531	11.712%	0.12382	0.994
V18	202	0.995	41.778	20.682%	7.134	10.371%	0.10405	0.994
V19	7	0.908	5.272	75.314%	1.412	47.067%	0.48634	0.905
V20	201	0.999	26.651	13.259%	5.524	4.982%	0.09864	0.999
V21	311	0.998	42.379	13.627%	8.513	7.03%	0.07215	0.997
V22	90	0.99	27.415	30.461%	5.03	14.872%	0.22873	0.989
V23	457	0.998	46.631	10.204%	12.017	6.124%	0.03995	0.998
V24	189	0.995	40.43	21.392%	7.523	10.163%	0.13669	0.995
V25	158	0.998	26.509	16.778%	5.839	6.524%	0.08965	0.998
V26	320	0.997	45.231	14.135%	10.879	8.159%	0.05236	0.997
V27	315	0.997	71.939	22.838%	18.943	9.539%	0.10781	0.997
V28	95	0.983	30.045	31.626%	5.031	18.407%	0.22161	0.981
V29	157	0.996	34.78	22.153%	6.206	8.705%	0.14878	0.996
V30	123	0.968	43.577	35.428%	10.746	25.888%	0.19217	0.965
V31	201	1.0	17.675	8.794%	3.59	2.913%	0.06596	1.0
V32	356	0.997	79.685	22.383%	25.621	9.924%	0.11259	0.997
V33	94	0.986	34.476	36.677%	6.96	21.479%	0.20492	0.987
V34	142	0.99	33.34	23.479%	6.606	14.027%	0.12879	0.989
V35	66	0.979	25.409	38.498%	5.919	22.09%	0.20481	0.977
V36	219	0.993	50.991	23.284%	11.551	12.788%	0.10716	0.992
V37	254	0.994	52.066	20.498%	11.638	11.482%	0.11602	0.993
V38	278	0.996	59.806	21.513%	15.274	9.458%	0.13073	0.995
V39	213	0.997	39.765	18.669%	8.275	9.332%	0.1038	0.997
V40	92	0.999	9.673	10.514%	2.299	3.822%	0.08065	0.999
V41	259	0.998	36.124	13.947%	7.875	6.794%	0.06728	0.998
V42	299	0.999	37.213	12.446%	8.631	5.682%	0.05638	0.998
V43	97	0.992	26.219	27.03%	5.079	12.997%	0.17311	0.992
V44	204	0.98	60.611	29.711%	12.982	20.23%	0.12159	0.978
V45	142	0.994	32.784	23.087%	6.095	11.338%	0.14292	0.993
V46	275	0.993	51.097	18.581%	14.385	12.43%	0.07722	0.992
V47	352	0.997	69.154	19.646%	17.22	8.49%	0.09857	0.997
V48	572	1.0	57.871	10.117%	14.769	4.224%	0.04236	1.0
V49	582	0.999	49.737	8.546%	7.922	3.604%	0.04164	0.999
V50	221	0.998	37.461	16.951%	7.06	7.711%	0.08338	0.998
V51	176	0.978	52.334	29.735%	9.528	20.851%	0.19911	0.973
V52	196	0.98	52.959	27.02%	10.863	19.807%	0.12342	0.977
V53	225	0.999	25.842	11.485%	5.206	5.66%	0.06111	0.998
V54	517	0.999	45.521	8.805%	9.144	3.538%	0.04421	0.999
V55	122	0.99	37.991	31.14%	7.899	16.198%	0.1677	0.989
V56	161	0.991	33.683	20.921%	6.731	13.519%	0.10896	0.99
V57	186	0.989	48.208	25.918%	11.017	14.954%	0.14982	0.988
V58	549	0.999	55.749	10.155%	11.759	3.944%	0.04505	0.999
V59	356	0.999	28.858	8.106%	5.677	3.34%	0.05621	0.999
V60	95	0.988	25.166	26.491%	4.97	15.852%	0.16724	0.987
V61	470	0.997	63.252	13.458%	11.907	7.394%	0.06394	0.997
V62	99	0.974	35.079	35.433%	6.718	22.789%	0.20826	0.97
V63	530	0.994	86.221	16.268%	14.996	11.414%	0.06003	0.992
V64	309	0.998	41.609	13.466%	9.351	7.822%	0.0634	0.997
V65	149	0.997	31.621	21.222%	5.816	7.984%	0.11623	0.997
V66	86	0.983	30.984	36.028%	6.192	18.259%	0.25967	0.982
V67	416	0.993	73.402	17.645%	13.544	11.962%	0.07244	0.992
V68	119	0.996	28.767	24.174%	5.561	9.667%	0.17278	0.995
V69	175	0.996	31.922	18.241%	7.875	9.86%	0.09051	0.995
V70	280	0.999	31.651	11.304%	5.774	4.981%	0.05052	0.999
V71	244	0.995	43.938	18.007%	7.216	10.013%	0.092	0.994
V72	43	0.943	21.426	49.828%	4.113	33.471%	0.45648	0.932
V73	371	0.999	42.874	11.556%	10.563	4.992%	0.05927	0.999
V74	78	0.974	26.07	33.423%	4.808	22.516%	0.22719	0.97
V75	223	0.995	43.055	19.307%	9.26	9.823%	0.10496	0.995
V76	296	0.998	41.531	14.031%	7.758	6.065%	0.08341	0.998
V77	216	0.999	25.783	11.937%	4.925	4.127%	0.07593	0.999
V78	153	0.988	40.259	26.313%	8.035	15.81%	0.14334	0.986
V79	130	0.996	32.527	25.021%	6.258	9.101%	0.14147	0.996
V80	351	0.987	79.235	22.574%	15.267	16.051%	0.09679	0.985
V81	255	0.997	42.615	16.712%	7.589	7.229%	0.08192	0.997
V82	497	0.999	73.608	14.81%	15.543	5.821%	0.06179	0.999
V83	43	0.997	8.405	19.547%	2.165	8.358%	0.16782	0.997
V84	206	0.996	35.755	17.357%	6.286	9.212%	0.08572	0.996
V85	61	0.951	25.085	41.123%	4.77	31.249%	0.2594	0.939
V86	262	0.988	64.182	24.497%	13.187	15.657%	0.10431	0.987
V87	241	0.982	62.147	25.787%	12.113	19.256%	0.12736	0.978
V88	571	0.999	63.374	11.099%	14.814	5.009%	0.04984	0.999
V89	204	0.998	39.078	19.156%	7.453	6.191%	0.12624	0.998
V90	348	0.995	57.491	16.52%	10.83	9.962%	0.05355	0.994
V91	406	0.997	55.991	13.791%	11.336	7.642%	0.06621	0.997
V92	383	0.992	63.081	16.47%	13.828	12.878%	0.06035	0.99
V93	675	0.996	87.101	12.904%	15.634	8.967%	0.04427	0.995
V94	180	0.999	24.612	13.673%	4.249	4.003%	0.08425	0.999
V95	381	0.992	75.009	19.687%	15.738	12.986%	0.07428	0.991
V96	526	0.998	58.827	11.184%	11.101	6.132%	0.04416	0.998
V97	289	0.991	64.631	22.364%	15.631	13.209%	0.10245	0.991
