Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	261	0.923	134.252	51.438%	38.908	40.163%	0.58916	0.916
V2	68	0.985	22.452	33.018%	4.254	17.396%	0.25721	0.984
V3	148	0.964	115.237	77.863%	40.961	67.412%	1.26988	0.967
V4	386	0.901	180.307	46.712%	50.975	43.358%	0.23587	0.886
V5	472	0.988	128.847	27.298%	33.051	19.691%	0.11324	0.987
V6	195	0.986	113.576	58.244%	43.702	45.694%	0.8841	0.988
V7	650	0.985	332.47	51.149%	115.545	32.615%	1.39882	0.986
V8	341	0.989	101.232	29.687%	21.455	16.412%	0.23674	0.989
V9	557	0.994	136.69	24.54%	30.382	13.435%	0.11049	0.994
V10	219	0.974	61.431	28.051%	13.321	23.192%	0.13315	0.968
V11	178	0.987	56.817	31.92%	15.449	19.351%	0.1715	0.986
V12	312	0.986	76.447	24.502%	16.882	16.681%	0.1096	0.985
V13	207	0.864	131.446	63.5%	33.013	51.728%	0.54267	0.844
V14	449	0.938	222.398	49.532%	58.618	44.129%	0.4897	0.933
V15	179	0.998	44.267	24.73%	14.48	12.743%	0.42481	0.998
V16	298	0.996	88.043	29.545%	28.56	14.06%	0.42555	0.996
V17	158	0.986	42.844	27.116%	13.776	17.714%	0.4165	0.985
V18	234	0.958	97.28	41.573%	30.692	30.458%	0.42162	0.956
V19	189	0.971	65.579	34.698%	17.466	24.126%	0.2663	0.969
V20	438	0.933	216.855	49.51%	57.403	35.898%	0.43942	0.927
V21	366	0.992	129.52	35.388%	33.738	19.707%	0.38671	0.992
V22	83	0.995	35.016	42.188%	12.823	22.665%	0.63849	0.995
V23	446	0.994	115.412	25.877%	27.62	12.582%	0.284	0.994
V24	248	0.978	73.936	29.813%	16.601	21.332%	0.19896	0.975
V25	138	0.991	34.361	24.899%	15.118	15.124%	0.22855	0.991
V26	483	0.993	212.396	43.974%	69.326	28.302%	0.91198	0.993
V27	169	0.99	34.543	20.44%	10.585	14.829%	0.09027	0.989
V28	486	0.977	144.987	29.833%	41.255	21.293%	0.15878	0.976
V29	28	0.976	10.152	36.257%	2.674	23.822%	0.41234	0.975
V30	243	0.987	62.967	25.912%	18.891	18.484%	0.15512	0.986
V31	284	0.972	90.924	32.015%	23.666	28.891%	0.31243	0.969
