Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	104	0.946	48.022	46.175%	11.683	34.097%	0.27623	0.941
V2	326	0.996	61.519	18.871%	18.15	9.318%	0.2108	0.996
V3	237	0.962	90.789	38.308%	22.69	30.609%	0.15963	0.958
V4	177	0.978	48.222	27.244%	11.512	20.646%	0.1932	0.975
V5	443	0.999	66.525	15.017%	14.137	4.577%	0.1512	0.999
V6	140	0.995	45.935	32.811%	22.627	19.903%	0.51674	0.995
V7	434	0.991	165.386	38.107%	56.316	26.472%	0.47442	0.992
V8	164	0.983	49.179	29.987%	11.645	18.514%	0.18352	0.981
V9	484	0.997	74.973	15.49%	19.157	7.208%	0.08706	0.997
V10	292	0.998	48.248	16.523%	12.761	8.142%	0.27705	0.998
V11	236	0.99	68.294	28.938%	14.833	14.167%	0.27038	0.99
V12	394	0.998	66.309	16.83%	18.693	7.25%	0.25579	0.998
V13	217	0.977	77.544	35.735%	18.054	21.664%	0.34312	0.975
V14	309	0.936	124.262	40.214%	34.847	35.264%	0.19847	0.927
V15	252	0.985	109.424	43.422%	28.973	29.466%	0.4316	0.986
V16	229	0.997	47.524	20.753%	13.56	10.684%	0.4192	0.997
V17	189	0.974	85.811	45.403%	19.442	28.272%	0.96791	0.973
V18	159	0.976	47.09	29.616%	11.332	22.009%	0.1377	0.973
V19	306	0.927	140.227	45.826%	46.088	43.534%	0.38054	0.921
V20	144	0.982	47.681	33.112%	11.215	21.961%	0.25054	0.981
V21	653	0.992	153.206	23.462%	39.935	14.496%	0.11183	0.992
V22	281	0.993	92.237	32.825%	25.303	17.836%	0.34625	0.993
V23	619	0.939	284.735	45.999%	80.276	39.424%	0.56712	0.933
V24	1071	0.994	207.524	19.377%	44.213	11.404%	0.07102	0.993
V25	520	0.996	94.711	18.214%	21.673	9.144%	0.09047	0.996
V26	712	0.995	310.442	43.601%	133.524	25.996%	2.68805	0.996
V27	351	0.991	83.538	23.8%	20.468	13.227%	0.10606	0.991
V28	280	0.965	97.784	34.923%	22.552	27.252%	0.1746	0.96
V29	372	0.997	60.849	16.357%	15.993	8.027%	0.08025	0.997
V30	340	0.995	62.506	18.384%	18.145	10.176%	0.10226	0.995
V31	131	0.99	58.524	44.675%	16.522	28.593%	0.57076	0.99
V32	332	0.936	168.215	50.667%	41.025	43.803%	0.36325	0.93
V33	68	0.965	42.223	62.093%	12.946	40.817%	0.86014	0.964
V34	99	0.991	44.671	45.122%	11.918	21.045%	0.63878	0.991
V35	204	0.995	71.404	35.002%	24.66	22.317%	0.72997	0.996
V36	159	0.939	74.583	46.908%	19.258	34.934%	0.26109	0.932
V37	200	0.995	47.83	23.915%	11.149	11.687%	0.17925	0.994
V38	268	0.995	99.006	36.943%	39.329	18.984%	2.40248	0.995
V39	569	0.999	79.325	13.941%	15.55	4.813%	0.1278	0.999
V40	467	0.957	201.742	43.2%	52.851	35.397%	0.29285	0.953
V41	171	0.99	63.116	36.91%	16.332	20.985%	0.40349	0.99
V42	221	0.991	64.53	29.199%	13.453	15.193%	0.30314	0.99
V43	329	0.989	97.628	29.674%	28.953	17.351%	0.50174	0.988
V44	397	0.989	87.613	22.069%	21.028	15.798%	0.2279	0.988
V45	526	0.993	126.58	24.065%	32.478	11.955%	0.36776	0.993
V46	381	0.995	170.301	44.698%	66.159	29.441%	0.65758	0.996
V47	451	0.999	55.869	12.388%	13.528	4.767%	0.13238	0.999
V48	206	0.983	50.902	24.71%	11.104	18.118%	0.12579	0.981
V49	249	0.954	97.126	39.006%	20.966	30.67%	0.1834	0.945
V50	492	0.995	160.913	32.706%	62.273	17.686%	0.40312	0.995
