Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	117	0.989	31.797	27.177%	7.246	15.008%	0.20167	0.988
V2	256	0.991	69.561	27.172%	24.684	18.959%	0.37802	0.991
V3	515	0.996	67.253	13.059%	15.904	8.481%	0.04771	0.996
V4	185	0.986	47.576	25.717%	11.029	17.586%	0.14664	0.985
V5	134	0.989	34.475	25.728%	7.443	16.289%	0.21492	0.988
V6	51	0.807	35.633	69.869%	12.378	83.263%	0.81611	0.791
V7	427	0.986	229.068	53.646%	104.431	44.287%	1.40366	0.987
V8	317	0.968	98.732	31.146%	22.783	26.934%	0.14122	0.963
V9	245	0.992	75.182	30.687%	17.784	14.842%	0.386	0.992
V10	549	0.975	174.977	31.872%	41.819	28.965%	0.17511	0.973
V11	104	0.992	34.989	33.643%	8.039	17.321%	0.29231	0.992
V12	496	0.997	85.351	17.208%	29.665	11.193%	0.15531	0.997
V13	225	0.99	51.222	22.765%	19.171	14.751%	0.10679	0.99
V14	730	0.993	113.22	15.51%	24.812	11.801%	0.05878	0.992
V15	171	0.994	41.249	24.122%	11.381	13.271%	0.3515	0.994
V16	153	0.998	28.279	18.483%	6.216	7.811%	0.18053	0.998
V17	288	0.998	39.375	13.672%	8.764	6.855%	0.09466	0.998
V18	464	0.997	65.092	14.028%	16.61	7.942%	0.05456	0.997
V19	186	0.997	45.296	24.353%	12.403	12.25%	0.2652	0.997
V20	647	0.995	122.25	18.895%	28.303	11.342%	0.08666	0.995
V21	215	0.98	63.804	29.676%	15.014	21.138%	0.29114	0.977
V22	582	0.993	97.763	16.798%	23.21	11.959%	0.07179	0.992
V23	435	0.981	129.438	29.756%	35.325	24.646%	0.1865	0.979
V24	113	0.967	46.583	41.224%	10.456	25.811%	0.37833	0.964
V25	216	0.987	55.364	25.631%	11.336	16.254%	0.12146	0.986
V26	582	0.999	65.635	11.277%	11.334	5.201%	0.04906	0.999
V27	517	0.972	148.09	28.644%	43.48	27.016%	0.20028	0.969
V28	587	0.993	97.569	16.622%	25.002	11.856%	0.11402	0.992
V29	115	0.939	49.834	43.334%	11.993	38.059%	0.27881	0.93
V30	414	0.995	92.263	22.286%	26.243	14.128%	0.42508	0.996
V31	220	0.991	100.222	45.555%	32.249	30.554%	1.20988	0.992
V32	568	0.994	99.136	17.454%	21.361	11.126%	0.0682	0.993
V33	126	0.994	27.319	21.682%	4.983	12.064%	0.17097	0.993
V34	139	0.996	21.347	15.358%	6.395	8.881%	0.11686	0.996
V35	325	0.989	124.827	38.408%	43.464	23.679%	1.05095	0.99
V36	435	0.997	76.88	17.674%	15.454	9.106%	0.10469	0.996
V37	79	0.979	23.025	29.146%	5.225	20.735%	0.15187	0.976
V38	392	0.998	53.292	13.595%	13.795	7.385%	0.08006	0.998
V39	419	0.994	78.607	18.761%	15.348	12.334%	0.07604	0.993
