Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	324	0.988	81.942	25.291%	17.564	15.923%	0.1433	0.987
V2	386	0.982	86.024	22.286%	23.58	19.101%	0.07749	0.979
V3	471	0.994	94.631	20.092%	18.161	11.359%	0.0969	0.993
V4	239	0.988	63.863	26.721%	12.655	19.072%	0.11992	0.987
V5	228	0.998	42.637	18.7%	8.289	6.797%	0.13642	0.998
V6	196	0.996	50.539	25.785%	12.556	12.165%	0.37321	0.996
V7	214	0.98	67.28	31.439%	14.715	19.759%	0.1658	0.978
V8	196	0.984	45.776	23.355%	14.949	18.091%	0.10128	0.983
V9	368	0.998	57.225	15.55%	15.719	7.567%	0.06015	0.998
V10	360	0.971	90.091	25.025%	31.687	23.885%	0.09931	0.968
V11	109	0.997	20.697	18.988%	4.463	8.112%	0.23052	0.997
V12	210	0.995	45.561	21.696%	7.618	10.066%	0.13491	0.995
V13	115	0.99	47.389	41.208%	13.675	25.711%	0.35464	0.99
V14	203	0.997	48.163	23.726%	9.029	8.298%	0.13928	0.997
V15	292	0.99	67.867	23.242%	15.928	16.408%	0.09411	0.989
V16	230	0.972	63.821	27.748%	15.09	23.561%	0.12974	0.967
V17	131	0.975	49.063	37.453%	10.256	23.066%	0.22743	0.972
V18	444	0.998	66.34	14.941%	13.093	6.127%	0.07804	0.998
V19	239	0.997	53.566	22.413%	11.13	8.541%	0.14893	0.997
V20	218	0.997	29.77	13.656%	8.33	7.952%	0.13375	0.997
V21	413	0.999	37.624	9.11%	9.479	3.626%	0.04209	0.999
V22	728	0.993	140.743	19.333%	27.813	12.447%	0.08046	0.992
V23	296	0.991	64.552	21.808%	15.273	14.516%	0.09871	0.99
V24	412	0.997	66.252	16.081%	15.704	7.869%	0.06775	0.997
V25	325	0.955	102.612	31.573%	29.073	31.883%	0.14375	0.947
V26	155	0.996	30.916	19.946%	6.304	9.398%	0.12529	0.995
V27	232	0.992	46.903	20.217%	12.977	13.064%	0.08382	0.991
V28	385	0.999	50.062	13.003%	11.139	4.608%	0.09958	0.999
V29	486	0.966	159.564	32.832%	44.61	28.38%	0.10936	0.963
V30	347	0.988	78.743	22.693%	17.403	15.929%	0.07835	0.987
V31	95	0.994	22.938	24.145%	5.868	11.41%	0.22676	0.993
V32	148	0.993	29.83	20.155%	6.986	11.457%	0.11737	0.993
V33	235	0.996	52.749	22.446%	11.345	10.935%	0.15344	0.995
V34	141	0.984	52.832	37.47%	11.252	19.165%	0.2679	0.983
V35	200	0.989	50.219	25.11%	11.688	14.928%	0.15018	0.988
V36	218	0.985	65.932	30.244%	18.215	18.945%	0.18761	0.985
V37	838	1.0	72.543	8.657%	12.82	2.461%	0.03915	1.0
V38	195	0.999	34.859	17.876%	8.585	6.236%	0.10628	0.999
V39	187	0.963	60.006	32.089%	14.924	27.99%	0.12629	0.957
V40	290	0.951	98.598	33.999%	43.728	31.717%	0.11115	0.948
V41	515	0.993	95.695	18.582%	23.796	12.211%	0.07013	0.992
V42	231	0.998	47.244	20.452%	10.043	6.77%	0.22364	0.998
V43	376	0.948	114.759	30.521%	38.14	31.93%	0.17047	0.94
V44	233	0.998	43.817	18.806%	10.073	7.223%	0.10827	0.998
V45	323	0.998	47.437	14.686%	11.86	5.805%	0.08642	0.998
V46	391	0.998	56.123	14.354%	14.861	6.934%	0.06085	0.997
V47	396	0.989	98.856	24.964%	21.309	15.208%	0.12346	0.987
V48	303	0.993	68.617	22.646%	14.155	11.711%	0.12013	0.993
V49	348	0.998	63.774	18.326%	10.987	6.41%	0.09657	0.998
V50	77	0.983	22.886	29.722%	5.351	18.836%	0.24716	0.982
V51	874	0.995	168.964	19.332%	43.323	11.754%	0.07873	0.994
V52	460	0.998	63.978	13.908%	13.721	5.827%	0.07056	0.998
V53	429	0.997	88.425	20.612%	22.242	8.249%	0.08978	0.997
V54	363	0.997	70.296	19.365%	14.8	8.469%	0.07442	0.997
V55	234	0.997	48.365	20.669%	11.348	9.69%	0.11216	0.997
V56	126	0.995	35.521	28.191%	7.928	12.957%	0.20936	0.994
V57	609	0.998	79.131	12.994%	19.139	6.791%	0.06517	0.998
V58	457	0.998	80.533	17.622%	19.844	6.67%	0.12618	0.998
