Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	135	0.985	42.892	31.772%	8.067	18.67%	0.25387	0.984
V2	616	0.999	68.663	11.147%	13.926	4.37%	0.04346	0.999
V3	235	0.984	61.154	26.023%	16.886	19.014%	0.10928	0.983
V4	159	0.941	68.014	42.776%	18.556	34.765%	0.26696	0.934
V5	270	0.988	73.622	27.267%	25.805	19.808%	0.12474	0.987
V6	172	0.976	51.507	29.946%	10.742	23.145%	0.17457	0.972
V7	398	0.999	48.288	12.133%	10.518	4.917%	0.0496	0.999
V8	271	0.977	70.57	26.041%	19.516	21.395%	0.13835	0.974
V9	202	0.998	32.981	16.327%	9.061	6.225%	0.10068	0.998
V10	237	0.961	67.349	28.417%	19.56	27.626%	0.13422	0.955
V11	160	0.986	49.559	30.974%	10.932	16.901%	0.22005	0.985
V12	562	0.997	97.444	17.339%	22.562	9.035%	0.06875	0.996
V13	626	0.999	64.748	10.343%	12.81	4.487%	0.04477	0.999
V14	344	0.983	85.734	24.923%	19.178	18.98%	0.09907	0.981
V15	192	0.994	43.341	22.573%	13.673	12.851%	0.10232	0.994
V16	320	0.996	52.984	16.558%	11.525	8.736%	0.08639	0.996
V17	86	0.985	27.315	31.762%	5.975	18.148%	0.22457	0.984
V18	271	0.953	83.928	30.97%	25.904	30.56%	0.11647	0.946
V19	373	0.999	50.849	13.632%	10.094	5.321%	0.06782	0.999
V20	421	0.998	60.218	14.304%	15.338	6.316%	0.07094	0.998
V21	826	0.994	142.925	17.303%	43.261	11.994%	0.05395	0.994
V22	328	0.958	103.884	31.672%	31.976	29.093%	0.13278	0.953
V23	240	0.999	28.939	12.058%	7.554	3.839%	0.15383	0.999
V24	136	0.992	37.317	27.439%	8.148	13.323%	0.15971	0.992
V25	192	0.986	47.464	24.721%	14.182	17.158%	0.35421	0.985
V26	368	0.973	131.29	35.677%	39.626	26.033%	0.13152	0.972
V27	265	0.997	49.182	18.559%	11.704	7.881%	0.07933	0.997
V28	617	0.998	112.778	18.278%	29.377	9.365%	0.08752	0.998
V29	239	0.969	77.656	32.492%	20.349	25.474%	0.13904	0.966
V30	164	0.984	47.558	28.999%	12.97	18.094%	0.16827	0.983
V31	187	0.998	33.201	17.755%	6.884	5.878%	0.10224	0.998
V32	205	0.953	90.996	44.388%	18.372	33.217%	0.28319	0.945
V33	442	0.986	107.56	24.335%	24.344	16.884%	0.0751	0.984
V34	303	0.98	83.318	27.498%	23.126	20.312%	0.10743	0.978
V35	116	0.982	36.86	31.776%	7.541	19.129%	0.22474	0.98
V36	356	0.927	134.824	37.872%	40.556	39.13%	0.13421	0.915
V37	533	0.986	135.625	25.446%	30.987	17.527%	0.11072	0.984
V38	863	0.999	89.329	10.351%	23.828	5.237%	0.03323	1.0
V39	319	0.989	79.523	24.929%	19.255	14.872%	0.16308	0.988
V40	539	0.988	155.757	28.897%	42.884	16.569%	0.13725	0.987
V41	155	0.987	52.189	33.67%	14.601	16.309%	0.61152	0.987
V42	80	0.986	28.081	35.101%	6.559	16.575%	0.29237	0.985
V43	100	0.995	26.386	26.386%	5.855	11.133%	0.15889	0.995
V44	378	0.961	139.375	36.872%	32.739	31.376%	0.30234	0.956
V45	363	0.999	42.791	11.788%	8.451	3.909%	0.07563	0.999
V46	513	1.0	38.232	7.453%	6.928	2.704%	0.03849	1.0
V47	406	0.998	62.962	15.508%	15.746	8.349%	0.07705	0.997
V48	226	0.98	72.541	32.098%	18.54	19.893%	0.18266	0.979
V49	192	0.97	67.229	35.015%	17.889	24.348%	0.21159	0.967
V50	214	0.995	64.158	29.98%	16.205	15.729%	0.17199	0.995
V51	306	0.998	54.299	17.745%	10.316	8.233%	0.07779	0.998
V52	356	0.99	81.17	22.801%	18.495	14.585%	0.09859	0.989
V53	513	0.981	122.97	23.971%	31.164	19.591%	0.09478	0.979
V54	172	0.962	54.786	31.852%	13.392	27.509%	0.11996	0.955
V55	544	0.999	78.499	14.43%	21.191	6.652%	0.07766	0.999
V56	180	0.991	50.684	28.158%	10.935	14.084%	0.14691	0.991
V57	325	0.997	58.521	18.006%	10.696	7.903%	0.08447	0.997
V58	132	0.941	57.142	43.289%	14.212	33.954%	0.24374	0.932
V59	251	0.997	46.329	18.458%	10.098	7.845%	0.10119	0.997
V60	153	0.937	61.518	40.208%	21.157	35.584%	0.23842	0.932
V61	28	0.989	8.752	31.257%	2.04	16.657%	0.24703	0.989
V62	295	0.993	63.432	21.502%	12.56	12.015%	0.1015	0.993
V63	94	0.999	15.836	16.847%	3.614	5.486%	0.11809	0.998
V64	109	0.983	34.251	31.423%	7.411	18.283%	0.16279	0.982
V65	538	0.999	69.674	12.951%	18.143	5.562%	0.07594	0.999
V66	110	0.953	49.92	45.382%	12.88	30.426%	0.3104	0.949
V67	335	0.991	96.829	28.904%	23.448	13.287%	0.15856	0.991
V68	154	0.997	37.64	24.442%	7.783	8.819%	0.20831	0.997
V69	334	0.981	95.544	28.606%	21.667	19.51%	0.15875	0.978
V70	213	0.984	67.087	31.496%	17.66	18.282%	0.15014	0.983
V71	304	0.933	148.238	48.762%	41.857	37.616%	0.21987	0.927
V72	154	0.999	25.174	16.347%	6.907	5.51%	0.13433	0.999
V73	249	0.996	51.346	20.621%	9.837	9.526%	0.08978	0.996
V74	770	0.961	237.267	30.814%	91.163	28.666%	0.11334	0.959
V75	152	0.993	41.009	26.98%	9.133	13.867%	0.17613	0.993
V76	279	0.994	61.223	21.944%	15.804	10.733%	0.11806	0.994
V77	254	0.989	54.092	21.296%	10.812	14.999%	0.08617	0.987
V78	351	0.985	106.665	30.389%	31.273	18.392%	0.10185	0.984
V79	208	0.988	62.501	30.049%	13.13	15.784%	0.17897	0.987
V80	486	0.997	78.661	16.185%	16.625	7.533%	0.06991	0.997
V81	109	0.994	32.535	29.849%	6.887	13.657%	0.18053	0.993
V82	109	0.991	24.842	22.791%	6.47	14.049%	0.12751	0.99
V83	174	0.963	61.387	35.28%	15.555	27.07%	0.18878	0.958
V84	117	0.995	34.236	29.262%	6.731	13.029%	0.23815	0.994
V85	258	0.997	48.566	18.824%	9.822	7.685%	0.11083	0.997
V86	64	0.985	20.025	31.289%	4.748	17.133%	0.24014	0.984
V87	96	0.966	43.326	45.131%	10.428	26.351%	0.25538	0.964
V88	412	0.972	108.851	26.42%	30.462	25.04%	0.09029	0.968
V89	202	0.992	42.182	20.882%	10.382	12.561%	0.10971	0.992
V90	183	0.987	58.125	31.762%	17.572	21.888%	0.20997	0.986
V91	139	0.961	50.131	36.065%	12.063	29.146%	0.18172	0.956
V92	639	0.973	180.943	28.317%	48.711	23.271%	0.0849	0.969
V93	244	0.999	25.896	10.613%	5.55	3.291%	0.09108	0.999
V94	294	0.988	89.322	30.382%	20.359	16.463%	0.15299	0.987
V95	256	0.978	80.037	31.264%	16.68	21.434%	0.14782	0.975
V96	92	0.897	60.838	66.128%	15.751	51.429%	0.44361	0.888
V97	106	0.99	33.37	31.481%	7.327	15.481%	0.21026	0.99
V98	157	0.995	47.547	30.285%	8.889	12.608%	0.2166	0.995
V99	179	0.992	38.219	21.351%	8.083	13.341%	0.12724	0.991
V100	257	0.999	30.702	11.946%	5.923	3.801%	0.08226	0.999
