Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	244	0.999	34.145	13.994%	7.178	3.692%	0.10921	0.999
V2	965	1.0	93.528	9.692%	20.433	4.435%	0.03107	1.0
V3	234	0.995	46.883	20.035%	8.265	10.873%	0.0953	0.995
V4	20	0.996	4.527	22.635%	1.317	9.221%	0.13893	0.996
V5	132	0.987	38.905	29.473%	8.699	17.139%	0.20558	0.986
V6	299	0.994	55.475	18.554%	10.52	11.41%	0.10641	0.993
V7	394	0.999	43.006	10.915%	9.059	5.723%	0.03813	0.999
V8	444	0.998	67.822	15.275%	11.58	6.95%	0.05667	0.997
V9	496	0.999	65.661	13.238%	11.775	4.833%	0.06751	0.999
V10	331	0.998	45.153	13.641%	7.328	6.192%	0.07815	0.998
V11	164	0.998	32.912	20.068%	7.318	8.522%	0.09916	0.998
V12	68	0.983	28.053	41.254%	6.103	18.519%	0.31754	0.982
V13	276	0.995	48.505	17.574%	9.701	10.029%	0.08248	0.994
V14	168	0.99	43.11	25.661%	8.588	14.847%	0.13845	0.989
V15	132	0.996	26.226	19.868%	5.092	9.982%	0.11381	0.996
V16	321	0.999	43.116	13.432%	10.758	4.777%	0.07254	0.999
V17	172	0.995	38.04	22.116%	7.293	10.012%	0.11406	0.995
V18	202	0.993	41.685	20.636%	8.041	11.689%	0.10425	0.993
V19	7	0.906	5.148	73.543%	1.41	47.0%	0.46622	0.903
V20	201	0.999	26.457	13.163%	5.269	4.752%	0.09211	0.999
V21	311	0.997	46.154	14.841%	9.46	7.812%	0.07478	0.997
V22	90	0.995	19.97	22.189%	3.541	10.469%	0.16827	0.994
V23	457	0.997	61.893	13.543%	14.589	7.435%	0.05278	0.997
V24	189	0.995	39.77	21.042%	7.564	10.219%	0.12921	0.995
V25	158	0.999	24.671	15.615%	6.045	6.754%	0.0786	0.999
V26	320	0.994	55.185	17.245%	14.441	10.831%	0.06588	0.994
V27	315	0.999	61.567	19.545%	17.181	8.651%	0.08914	0.999
V28	95	0.983	29.138	30.672%	5.09	18.623%	0.22739	0.98
V29	157	0.997	33.018	21.031%	5.944	8.337%	0.14371	0.996
