Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	104	0.995	22.559	21.691%	4.07	11.878%	0.12984	0.994
V2	326	1.0	29.432	9.028%	6.092	3.127%	0.05201	1.0
V3	237	0.995	45.482	19.191%	7.676	10.355%	0.10695	0.994
V4	177	0.982	42.099	23.785%	10.535	18.894%	0.17874	0.98
V5	443	1.0	54.384	12.276%	11.8	3.82%	0.06032	1.0
V6	140	1.0	19.138	13.67%	5.466	4.808%	0.08704	1.0
V7	434	0.999	47.623	10.973%	8.815	4.144%	0.0584	0.999
V8	164	0.997	21.99	13.409%	4.592	7.301%	0.09014	0.997
V9	484	0.999	53.775	11.111%	10.571	3.977%	0.05753	0.999
V10	292	1.0	23.244	7.96%	4.522	2.885%	0.06023	1.0
V11	236	0.998	43.174	18.294%	7.966	7.608%	0.12242	0.998
V12	394	1.0	29.675	7.532%	6.509	2.525%	0.04661	1.0
V13	217	0.998	37.337	17.206%	6.322	7.586%	0.10344	0.997
V14	309	0.993	57.243	18.525%	12.021	12.165%	0.09511	0.992
V15	252	0.998	35.573	14.116%	6.675	6.789%	0.09384	0.998
V16	229	0.999	19.688	8.597%	4.329	3.411%	0.06758	0.999
V17	189	0.997	36.685	19.41%	6.439	9.363%	0.09319	0.997
V18	159	0.99	33.171	20.862%	7.184	13.953%	0.1293	0.989
V19	306	0.997	45.852	14.984%	8.65	8.171%	0.07733	0.996
V20	144	0.99	39.085	27.142%	7.684	15.046%	0.16755	0.989
V21	653	0.999	63.564	9.734%	12.693	4.607%	0.04331	0.999
V22	281	0.999	39.562	14.079%	7.717	5.44%	0.08409	0.999
V23	619	0.996	74.139	11.977%	18.138	8.908%	0.04466	0.996
V24	1071	0.999	76.915	7.182%	13.016	3.357%	0.03048	0.999
V25	520	0.999	56.063	10.781%	12.439	5.248%	0.06164	0.999
V26	712	1.0	52.563	7.382%	9.173	1.786%	0.03959	1.0
V27	351	0.999	42.607	12.139%	7.173	4.635%	0.06872	0.999
V28	280	0.997	43.26	15.45%	6.893	8.33%	0.09745	0.996
V29	372	1.0	39.332	10.573%	8.97	4.502%	0.05144	1.0
V30	340	0.999	36.973	10.874%	7.433	4.169%	0.07158	0.999
V31	131	0.998	18.262	13.94%	3.393	5.872%	0.09771	0.998
V32	332	0.993	56.008	16.87%	11.453	12.228%	0.0808	0.991
V33	68	0.992	18.682	27.474%	4.084	12.876%	0.2888	0.991
V34	99	0.998	18.095	18.278%	3.226	5.697%	0.16294	0.998
V35	204	0.999	22.658	11.107%	3.926	3.553%	0.08109	0.999
