Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	213	0.962	86.877	40.787%	16.843	27.875%	0.22547	0.956
V2	342	0.999	29.602	8.656%	7.54	4.33%	0.05152	0.999
V3	148	0.973	62.334	42.118%	13.331	25.275%	0.56591	0.97
V4	206	0.978	86.869	42.169%	18.448	22.718%	0.46131	0.977
V5	138	0.966	55.595	40.286%	10.595	26.859%	0.33249	0.961
V6	186	0.997	39.809	21.403%	8.25	9.057%	0.20159	0.997
V7	141	0.993	39.124	27.748%	7.565	12.005%	0.32468	0.992
V8	177	0.983	60.538	34.202%	11.314	19.764%	0.23963	0.981
V9	123	0.976	48.101	39.107%	13.087	25.209%	0.35204	0.975
V10	111	0.991	49.553	44.642%	15.9	24.702%	1.17337	0.991
V11	191	0.962	70.606	36.966%	14.645	27.554%	0.2639	0.954
V12	492	0.996	180.976	36.784%	54.045	16.749%	0.24481	0.996
V13	315	0.976	109.183	34.661%	21.29	22.085%	0.238	0.972
V14	245	0.942	124.887	50.974%	26.074	35.047%	0.51107	0.934
V15	165	0.972	61.583	37.323%	11.214	23.49%	0.33852	0.967
V16	235	0.995	71.469	30.412%	21.762	19.673%	0.28237	0.995
V17	794	0.915	780.367	98.283%	254.326	51.625%	1.51095	0.918
V18	202	0.938	138.808	68.717%	33.193	39.544%	0.60878	0.936
V19	223	0.995	40.33	18.085%	8.35	10.641%	0.0871	0.994
V20	187	0.989	65.302	34.921%	13.79	15.22%	0.53744	0.989
V21	245	0.978	84.883	34.646%	21.459	27.335%	0.32191	0.977
V22	176	0.967	106.143	60.309%	23.979	30.768%	0.53226	0.967
V23	303	0.997	106.541	35.162%	23.242	11.926%	0.23244	0.997
V24	172	0.894	171.653	99.798%	41.949	47.917%	1.59349	0.89
V25	142	0.984	45.211	31.839%	9.011	17.638%	0.24259	0.983
V26	385	0.994	76.934	19.983%	17.355	13.591%	0.08702	0.994
V27	226	0.959	127.5	56.416%	28.284	33.52%	0.37256	0.958
V28	95	0.986	41.362	43.539%	12.056	22.022%	0.56912	0.986
V29	727	0.971	333.13	45.823%	71.697	27.845%	0.30798	0.969
V30	584	0.996	92.281	15.802%	18.785	9.183%	0.07202	0.996
V31	165	0.984	65.746	39.846%	15.386	23.417%	0.39275	0.983
V32	153	0.95	96.291	62.935%	22.572	39.216%	0.46001	0.952
V33	241	0.955	154.143	63.96%	30.91	30.685%	0.89492	0.952
V34	266	0.985	73.858	27.766%	14.375	18.085%	0.13144	0.982
V35	228	0.982	64.841	28.439%	15.135	19.949%	0.20493	0.981
V36	250	0.95	161.069	64.428%	38.012	37.451%	0.55519	0.95
V37	188	0.975	68.0	36.17%	12.199	23.195%	0.26267	0.971
V38	175	0.987	113.857	65.061%	49.215	44.131%	1.62946	0.988
V39	119	0.939	84.57	71.067%	18.217	38.637%	0.58472	0.936
V40	353	0.945	245.67	69.595%	60.153	37.772%	0.693	0.944
V41	127	0.949	84.597	66.612%	20.871	38.394%	0.52198	0.949
V42	294	0.921	274.209	93.268%	68.368	44.56%	0.72026	0.92
V43	86	0.924	39.367	45.776%	9.94	38.402%	0.31499	0.912
V44	92	0.977	30.808	33.487%	6.429	22.931%	0.34645	0.974
V45	244	0.993	47.758	19.573%	11.575	11.84%	0.31564	0.993
V46	203	0.996	48.729	24.004%	10.868	12.402%	0.12262	0.996
V47	322	0.99	102.497	31.831%	29.215	20.717%	0.30781	0.99
V48	364	0.985	132.684	36.452%	29.794	18.142%	0.38211	0.984
V49	185	0.984	48.821	26.39%	10.694	17.801%	0.30212	0.982
V50	209	0.959	79.457	38.018%	16.123	28.65%	0.31286	0.951
V51	431	0.99	154.769	35.909%	29.429	15.116%	0.38538	0.989
V52	196	0.973	108.925	55.574%	23.353	24.427%	0.62209	0.972
V53	240	0.987	73.419	30.591%	17.806	20.455%	0.3822	0.986
V54	91	0.988	37.518	41.229%	8.728	18.52%	0.28014	0.988
V55	243	0.997	37.696	15.513%	8.313	7.994%	0.14354	0.997
V56	271	0.929	227.238	83.852%	58.449	44.021%	0.66512	0.929
V57	537	0.996	74.406	13.856%	14.655	9.391%	0.05444	0.995
V58	195	0.937	158.913	81.494%	39.427	41.706%	0.69017	0.936
V59	171	0.978	83.739	48.97%	17.694	23.089%	0.6315	0.977
V60	474	0.996	81.013	17.091%	20.531	9.445%	0.23834	0.996
V61	244	0.984	88.303	36.19%	16.84	20.039%	0.23111	0.983
V62	189	0.999	36.932	19.541%	14.458	9.249%	1.5244	0.999
V63	417	0.885	300.247	72.002%	65.189	46.541%	1.01912	0.87
V64	163	0.947	94.913	58.229%	21.543	34.316%	0.67446	0.943
V65	34	0.992	13.203	38.832%	4.178	17.751%	0.83774	0.992
V66	781	0.994	189.101	24.213%	36.278	13.161%	0.13188	0.994
V67	164	0.959	71.407	43.541%	18.724	34.427%	0.50967	0.955
V68	294	0.954	165.675	56.352%	36.323	34.798%	0.40207	0.952
V69	122	0.989	67.429	55.27%	30.11	36.66%	4.54002	0.99
V70	493	0.995	104.823	21.262%	27.746	10.441%	0.38281	0.995
V71	236	0.957	155.86	66.042%	38.322	36.034%	0.68123	0.957
V72	399	0.981	151.585	37.991%	32.931	22.37%	0.2745	0.981
V73	498	0.984	193.94	38.944%	37.221	19.725%	0.2927	0.983
V74	363	0.996	81.36	22.413%	20.92	12.212%	0.26862	0.996
V75	33	0.94	15.338	46.479%	4.257	34.193%	0.60823	0.934
V76	195	0.997	40.164	20.597%	10.858	10.72%	0.38477	0.997
V77	346	0.967	157.436	45.502%	31.399	26.556%	0.49923	0.963
V78	491	0.99	233.958	47.649%	69.376	23.145%	0.30226	0.99
V79	174	0.998	51.761	29.748%	19.048	13.762%	0.96036	0.998
V80	480	0.971	179.452	37.386%	44.422	31.498%	0.19399	0.969
V81	276	0.997	58.966	21.364%	15.838	13.042%	0.24512	0.997
V82	634	0.991	153.189	24.162%	27.364	13.764%	0.12792	0.99
V83	867	0.975	344.923	39.784%	74.024	26.372%	0.22323	0.974
V84	81	0.966	33.743	41.658%	7.135	26.39%	0.33482	0.962
V85	321	0.925	301.626	93.964%	93.39	50.737%	0.77074	0.93
V86	207	0.975	60.789	29.367%	13.308	22.27%	0.17173	0.971
V87	335	0.986	147.584	44.055%	35.939	23.435%	0.28376	0.986
V88	470	0.876	515.409	109.661%	117.871	50.153%	1.56979	0.871
V89	449	0.987	109.819	24.459%	25.899	16.016%	0.2729	0.986
V90	383	0.983	102.859	26.856%	20.259	18.621%	0.10256	0.98
V91	151	0.945	123.469	81.768%	38.182	46.505%	0.62625	0.95
V92	474	0.997	64.81	13.673%	15.276	8.067%	0.16112	0.997
