Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	166	0.577	184.885	111.377%	49.781	83.574%	0.82898	0.52
V2	324	0.984	73.517	22.69%	15.962	17.736%	0.09284	0.981
V3	232	0.921	99.172	42.747%	28.415	39.209%	0.16918	0.909
V4	369	0.985	117.248	31.775%	29.089	19.164%	0.15012	0.985
V5	446	0.993	105.124	23.57%	30.835	14.512%	0.10658	0.993
V6	255	0.723	227.668	89.282%	64.069	70.671%	0.58773	0.69
V7	184	0.995	52.136	28.335%	14.617	12.986%	0.16399	0.995
V8	259	0.984	58.362	22.534%	12.948	18.125%	0.10545	0.981
V9	215	0.955	69.873	32.499%	20.302	29.801%	0.15495	0.948
V10	232	0.975	67.916	29.274%	13.96	22.394%	0.13364	0.97
V11	275	0.99	72.335	26.304%	23.347	16.813%	0.10292	0.989
V12	257	0.971	89.974	35.009%	21.303	25.737%	0.13087	0.969
V13	655	0.947	235.418	35.942%	59.056	32.077%	0.12945	0.938
V14	221	0.997	45.527	20.6%	8.638	8.633%	0.10918	0.997
V15	141	0.928	70.334	49.882%	19.052	37.618%	0.269	0.921
V16	101	0.989	27.625	27.351%	7.016	14.671%	0.1515	0.989
V17	129	0.991	42.276	32.772%	8.647	14.669%	0.17516	0.99
V18	258	0.846	170.237	65.983%	45.241	54.527%	0.35825	0.825
V19	66	0.977	35.322	53.518%	10.152	26.371%	0.39408	0.977
V20	240	0.994	72.876	30.365%	17.305	13.864%	0.16427	0.994
V21	212	0.947	80.14	37.802%	20.931	32.452%	0.17261	0.938
V22	655	0.998	89.171	13.614%	36.78	8.459%	0.0484	0.998
V23	420	0.997	69.885	16.639%	18.836	9.545%	0.05539	0.997
V24	57	0.939	22.743	39.9%	6.7	34.599%	0.21016	0.932
V25	197	0.937	78.778	39.989%	20.247	34.852%	0.16391	0.927
V26	499	0.996	89.125	17.861%	25.633	8.964%	0.06124	0.996
V27	194	0.97	67.893	34.996%	14.169	24.35%	0.20756	0.965
V28	276	0.996	54.947	19.908%	10.998	9.892%	0.11155	0.996
V29	247	0.997	48.914	19.803%	10.875	9.956%	0.10519	0.997
V30	359	0.986	94.247	26.253%	21.052	16.7%	0.09879	0.985
V31	70	0.91	44.157	63.081%	11.515	42.677%	0.37699	0.902
V32	484	0.949	174.341	36.021%	44.997	31.866%	0.12538	0.941
V33	121	0.987	31.3	25.868%	6.842	16.087%	0.15625	0.986
V34	514	0.995	156.898	30.525%	66.827	16.853%	0.12823	0.995
V35	107	0.984	33.679	31.476%	8.805	19.703%	0.21307	0.983
V36	250	0.976	80.373	32.149%	16.736	22.92%	0.1249	0.973
V37	47	0.91	26.271	55.896%	7.458	42.021%	0.41821	0.902
V38	84	0.973	31.284	37.243%	7.253	22.982%	0.32277	0.971
V39	283	0.946	124.604	44.03%	30.017	33.338%	0.18948	0.938
V40	225	0.957	112.25	49.889%	27.724	30.678%	0.27664	0.954
V41	65	0.973	30.913	47.558%	6.515	23.048%	0.40248	0.972
V42	152	0.991	55.268	36.361%	18.486	21.067%	0.145	0.992
V43	629	0.994	123.114	19.573%	27.585	10.928%	0.07912	0.994
V44	561	0.658	499.533	89.043%	138.068	77.143%	0.53195	0.602
V45	200	0.966	91.774	45.887%	20.39	27.064%	0.23603	0.964
V46	80	0.954	37.695	47.119%	9.77	30.834%	0.2834	0.951
