Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	269	0.963	91.082	33.859%	31.629	26.892%	0.31478	0.961
V2	70	0.955	26.763	38.233%	6.287	29.703%	0.26093	0.949
V3	134	0.953	58.114	43.369%	14.528	31.346%	0.19097	0.948
V4	369	0.869	172.044	46.624%	70.195	49.599%	0.19752	0.856
V5	349	0.991	84.544	24.225%	21.217	14.473%	0.13539	0.99
V6	233	0.953	63.48	27.245%	30.456	30.223%	0.16106	0.95
V7	465	0.979	121.811	26.196%	34.434	20.798%	0.10303	0.977
V8	196	0.991	82.648	42.167%	26.396	22.897%	0.99888	0.991
V9	225	0.981	76.764	34.117%	15.865	19.917%	0.18683	0.98
V10	888	0.973	257.831	29.035%	77.103	23.193%	0.2806	0.97
V11	248	0.992	112.212	45.247%	41.812	26.038%	1.53237	0.993
V12	366	0.993	117.277	32.043%	32.433	17.933%	0.24159	0.993
V13	145	0.994	47.463	32.733%	11.353	13.42%	0.27791	0.993
V14	135	0.899	80.906	59.93%	19.839	49.397%	0.41395	0.886
V15	130	0.992	40.087	30.836%	10.386	13.919%	0.21121	0.992
V16	201	0.981	61.33	30.512%	14.689	20.755%	0.27942	0.979
V17	176	0.994	66.944	38.036%	29.805	22.738%	0.96534	0.994
V18	184	0.973	79.456	43.183%	19.644	29.027%	0.46686	0.971
V19	200	0.995	50.718	25.359%	13.042	11.748%	0.32952	0.995
V20	430	0.993	90.817	21.12%	20.976	11.882%	0.08599	0.993
V21	238	0.989	51.729	21.735%	10.118	14.58%	0.13606	0.988
V22	560	0.989	221.931	39.631%	68.932	23.761%	0.3921	0.989
V23	461	0.993	88.686	19.238%	19.338	12.243%	0.09045	0.992
V24	427	0.986	121.41	28.433%	27.546	18.24%	0.12852	0.985
V25	248	0.972	80.522	32.469%	23.23	24.837%	0.1341	0.97
V26	181	0.966	139.315	76.97%	52.985	69.579%	0.9634	0.969
V27	351	0.976	108.627	30.948%	28.097	22.044%	0.12913	0.973
V28	275	0.908	170.807	62.112%	49.539	54.804%	0.86113	0.902
V29	147	1.0	18.496	12.582%	4.664	3.639%	0.33048	1.0
V30	161	0.992	58.443	36.3%	18.918	20.145%	0.92002	0.992
V31	152	0.872	92.865	61.095%	25.602	54.534%	0.44402	0.857
V32	144	0.981	59.952	41.633%	16.724	26.953%	0.61162	0.98
V33	86	0.975	37.175	43.227%	7.974	24.492%	0.31388	0.973
V34	392	0.978	145.34	37.077%	39.771	26.676%	0.26481	0.977
V35	329	0.986	148.734	45.208%	45.367	32.559%	1.1948	0.987
V36	569	0.964	187.201	32.9%	51.409	30.906%	0.15911	0.959
V37	279	0.973	96.607	34.626%	27.007	24.859%	0.31193	0.971
V38	190	0.967	70.324	37.013%	24.863	32.72%	0.88467	0.966
V39	265	0.981	78.301	29.548%	17.61	21.388%	0.14567	0.979
V40	719	0.99	369.412	51.379%	146.245	37.469%	1.23626	0.991
V41	98	0.93	46.371	47.317%	10.57	38.341%	0.33835	0.918
V42	460	0.995	130.895	28.455%	40.07	17.059%	0.25911	0.995
V43	557	0.954	237.105	42.568%	69.665	36.597%	0.25446	0.951
V44	181	0.973	135.432	74.824%	50.282	60.345%	1.09184	0.975
V45	398	0.944	183.573	46.124%	48.502	34.505%	0.4631	0.939
V46	504	0.98	147.427	29.251%	39.601	19.751%	0.11671	0.979
V47	159	0.996	33.699	21.194%	9.324	9.422%	0.26409	0.996
V48	218	0.923	102.794	47.153%	27.173	39.485%	0.27966	0.913
V49	180	0.99	49.924	27.736%	9.756	14.319%	0.17626	0.989
V50	564	0.975	182.039	32.276%	51.645	22.65%	0.15769	0.974
V51	408	0.996	89.787	22.007%	23.152	9.591%	0.17204	0.996
V52	214	0.997	58.902	27.524%	14.053	11.104%	0.28451	0.997
V53	349	0.988	139.266	39.904%	40.712	22.927%	0.41839	0.988
V54	430	0.992	114.16	26.549%	31.294	15.76%	0.32256	0.992
V55	201	0.995	45.813	22.793%	13.614	12.533%	0.14123	0.995
V56	155	0.936	67.249	43.386%	20.188	36.766%	0.48667	0.929
V57	140	0.98	47.296	33.783%	9.962	20.11%	0.24619	0.977
V58	86	0.982	28.986	33.705%	6.457	20.178%	0.27099	0.98
V59	529	0.996	101.418	19.172%	22.102	10.297%	0.12911	0.995
V60	124	0.958	49.989	40.314%	12.208	29.436%	0.46294	0.953
V61	520	0.999	109.401	21.039%	35.583	9.387%	0.49447	0.999
V62	363	0.998	68.52	18.876%	14.087	6.238%	0.14045	0.998
V63	154	0.97	62.852	40.813%	18.157	27.158%	0.31985	0.969
V64	24	0.931	11.799	49.162%	3.045	38.672%	0.53412	0.923
V65	216	0.994	36.141	16.732%	11.689	11.348%	0.09117	0.993
V66	239	0.904	123.122	51.515%	35.442	49.06%	0.28099	0.892
V67	266	0.922	137.457	51.676%	35.395	42.704%	0.34686	0.913
V68	1051	0.992	222.777	21.197%	54.379	12.586%	0.14092	0.992
V69	331	0.988	74.934	22.639%	17.314	15.287%	0.09204	0.987
V70	148	0.974	42.234	28.536%	10.353	22.517%	0.145	0.971
V71	72	0.91	47.512	65.989%	10.769	41.604%	0.77097	0.9
V72	324	0.998	79.097	24.413%	21.898	10.085%	0.19855	0.998
V73	45	0.993	16.001	35.558%	4.441	16.679%	0.3933	0.993
V74	326	0.926	170.0	52.147%	47.676	38.22%	0.87142	0.919
V75	324	0.96	145.785	44.995%	44.265	33.227%	0.51702	0.957
V76	346	0.981	105.291	30.431%	31.338	20.841%	0.13022	0.98
V77	146	0.987	85.534	58.585%	37.184	43.337%	1.20799	0.988
V78	164	0.979	48.284	29.441%	12.166	20.436%	0.34641	0.977
V79	61	0.955	24.555	40.254%	6.674	29.758%	0.5123	0.95
V80	69	0.973	35.931	52.074%	10.987	34.761%	1.0115	0.973
V81	194	0.99	68.159	35.134%	18.826	16.897%	0.56193	0.99
V82	159	0.962	61.398	38.615%	19.416	28.973%	0.18927	0.96
V83	244	0.997	67.648	27.725%	15.234	9.288%	0.54223	0.997
V84	375	0.984	117.766	31.404%	27.778	23.64%	0.2167	0.983
V85	31	0.925	17.848	57.574%	4.572	38.233%	0.49762	0.918
V86	872	0.986	616.39	70.687%	274.127	52.49%	1000.0	0.988
V87	544	0.961	224.127	41.2%	64.733	27.812%	0.62732	0.958
V88	172	0.995	32.54	18.919%	7.366	10.162%	0.10302	0.995
V89	129	0.984	37.634	29.174%	7.646	18.283%	0.174	0.982
V90	104	0.97	41.741	40.136%	11.066	26.318%	0.37388	0.968
V91	112	0.98	38.898	34.73%	8.201	19.985%	0.2215	0.978
V92	429	0.996	113.116	26.367%	34.119	14.29%	0.17352	0.996
V93	370	0.944	123.374	33.344%	65.241	33.555%	0.09524	0.941
V94	423	0.99	186.328	44.049%	60.577	27.197%	0.55288	0.99
V95	127	0.983	48.117	37.887%	9.982	18.956%	0.31991	0.981
V96	299	0.969	168.079	56.214%	49.824	44.512%	1.0494	0.97
V97	152	0.996	35.364	23.266%	12.524	11.481%	0.29314	0.996
V98	221	0.992	61.909	28.013%	14.613	16.394%	0.16183	0.992
V99	430	0.999	64.557	15.013%	15.344	6.366%	0.06052	0.999
V100	340	0.992	93.968	27.638%	21.417	16.055%	0.36788	0.991
