Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	375	0.998	50.189	13.384%	10.347	5.502%	0.07109	0.998
V2	319	0.993	60.456	18.952%	11.418	11.74%	0.08308	0.992
V3	133	0.997	23.76	17.865%	4.035	7.63%	0.09913	0.997
V4	166	0.999	16.951	10.211%	3.784	3.959%	0.07453	0.999
V5	584	0.998	86.493	14.81%	17.458	6.62%	0.04956	0.998
V6	407	0.999	41.746	10.257%	8.354	4.671%	0.03934	0.999
V7	243	0.987	57.35	23.601%	13.117	16.204%	0.13481	0.985
V8	744	0.999	85.348	11.472%	21.477	5.269%	0.03895	0.999
V9	502	0.998	60.728	12.097%	11.225	6.029%	0.06032	0.998
V10	326	0.998	45.117	13.84%	8.388	6.79%	0.06987	0.998
V11	246	0.997	50.478	20.52%	10.338	8.549%	0.10259	0.997
V12	73	0.986	21.491	29.44%	4.662	17.338%	0.26262	0.985
V13	97	0.983	32.42	33.423%	6.344	19.224%	0.18001	0.982
V14	429	0.999	53.701	12.518%	10.243	5.231%	0.06269	0.999
V15	86	0.993	23.565	27.401%	5.366	12.909%	0.19933	0.993
V16	229	0.994	53.209	23.235%	9.932	11.632%	0.13562	0.993
V17	572	0.999	74.684	13.057%	12.608	5.278%	0.05844	0.999
V18	411	0.998	52.014	12.655%	10.312	5.996%	0.06319	0.998
V19	479	1.0	47.742	9.967%	10.34	4.153%	0.04113	1.0
V20	411	0.999	35.262	8.58%	9.059	3.377%	0.04132	0.999
V21	213	0.991	45.407	21.318%	9.809	13.826%	0.11221	0.99
V22	524	1.0	43.525	8.306%	7.375	2.952%	0.04563	1.0
V23	663	0.997	83.119	12.537%	16.581	7.213%	0.04593	0.997
V24	227	0.986	49.264	21.702%	12.881	17.063%	0.09034	0.984
V25	859	0.999	86.463	10.066%	18.434	5.509%	0.03825	0.999
V26	27	0.888	18.591	68.856%	4.558	50.644%	0.71872	0.877
V27	330	0.973	95.336	28.89%	23.094	24.004%	0.09698	0.969
V28	664	0.998	81.844	12.326%	16.247	6.581%	0.04017	0.998
V29	606	0.998	81.637	13.471%	14.693	6.693%	0.05642	0.998
V30	22	0.994	4.773	21.695%	1.409	11.281%	0.25661	0.993
V31	209	0.996	40.353	19.308%	8.046	9.027%	0.09768	0.996
V32	608	1.0	35.605	5.856%	8.176	2.662%	0.03169	1.0
V33	286	1.0	27.503	9.616%	6.227	3.928%	0.04277	1.0
V34	80	0.997	18.167	22.709%	4.159	8.413%	0.21868	0.997
V35	195	0.995	42.792	21.945%	9.065	10.669%	0.12681	0.995
V36	137	0.998	26.136	19.077%	5.726	7.478%	0.10488	0.998
V37	273	0.994	43.851	16.063%	10.128	11.225%	0.08793	0.993
V38	107	0.998	17.458	16.316%	4.172	7.797%	0.09518	0.998
V39	398	0.999	43.083	10.825%	6.995	4.742%	0.06152	0.999
V40	216	0.997	36.558	16.925%	7.75	8.008%	0.09744	0.997
V41	229	0.996	41.001	17.904%	8.482	8.98%	0.08265	0.996
V42	148	0.993	42.121	28.46%	7.571	12.256%	0.22359	0.993
V43	193	0.996	38.313	19.851%	7.977	9.561%	0.12565	0.995
V44	127	0.999	15.681	12.347%	3.315	4.08%	0.10388	0.999
V45	495	0.996	70.547	14.252%	15.771	9.321%	0.06039	0.995
