Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	166	0.985	41.007	24.703%	10.708	17.977%	0.10569	0.984
V2	324	0.991	63.114	19.48%	12.7	14.111%	0.0823	0.989
V3	232	0.991	47.992	20.686%	10.238	14.127%	0.0788	0.989
V4	369	0.995	65.022	17.621%	16.95	11.167%	0.05707	0.995
V5	446	0.999	43.562	9.767%	10.383	4.886%	0.05189	0.999
V6	255	0.992	52.574	20.617%	11.504	12.689%	0.24098	0.992
V7	184	0.999	26.28	14.283%	6.273	5.573%	0.09668	0.999
V8	259	0.988	53.139	20.517%	11.021	15.428%	0.09746	0.986
V9	215	0.992	44.251	20.582%	9.264	13.599%	0.08902	0.991
V10	232	0.984	56.414	24.316%	11.035	17.702%	0.11874	0.981
V11	275	0.998	40.235	14.631%	9.756	7.026%	0.07228	0.998
V12	257	0.994	52.586	20.461%	9.861	11.914%	0.0892	0.993
V13	655	0.989	124.188	18.96%	28.285	15.363%	0.0544	0.987
V14	221	0.998	37.041	16.761%	6.499	6.495%	0.13669	0.998
V15	141	0.985	40.422	28.668%	9.089	17.946%	0.14819	0.983
V16	101	0.99	27.205	26.936%	7.083	14.811%	0.15073	0.989
V17	129	0.991	41.52	32.186%	8.198	13.907%	0.26006	0.99
V18	258	0.992	44.356	17.192%	10.415	12.553%	0.0967	0.991
V19	66	0.995	16.685	25.28%	3.994	10.375%	0.36506	0.995
V20	240	0.999	34.645	14.435%	6.718	5.382%	0.10182	0.999
V21	212	0.994	42.5	20.047%	8.064	12.503%	0.14817	0.993
V22	655	0.999	71.929	10.982%	24.893	5.725%	0.17749	0.999
V23	420	0.998	45.493	10.832%	11.843	6.002%	0.12342	0.998
V24	57	0.94	22.564	39.586%	6.742	34.816%	0.19662	0.934
V25	197	0.982	50.56	25.665%	11.355	19.546%	0.10235	0.979
V26	499	0.997	67.164	13.46%	21.903	7.659%	0.06527	0.997
V27	194	0.987	54.511	28.098%	9.973	17.139%	0.18789	0.985
V28	276	0.997	42.899	15.543%	8.848	7.959%	0.088	0.997
V29	247	0.998	46.837	18.962%	11.095	10.158%	0.16111	0.998
V30	359	0.993	70.956	19.765%	15.079	11.962%	0.085	0.992
V31	70	0.966	28.359	40.513%	6.983	25.881%	0.27692	0.963
V32	484	0.996	63.319	13.082%	13.311	9.426%	0.09381	0.995
