Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	349	0.993	56.52	16.195%	13.871	11.877%	0.05568	0.992
V2	255	0.996	41.084	16.111%	8.631	8.906%	0.09206	0.996
V3	301	0.998	33.527	11.139%	6.617	5.997%	0.06745	0.998
V4	386	0.996	58.125	15.058%	13.229	9.424%	0.04261	0.996
V5	195	0.999	26.422	13.55%	4.789	5.079%	0.0723	0.999
V6	455	1.0	40.564	8.915%	6.886	2.707%	0.04867	1.0
V7	1069	0.999	112.924	10.564%	26.037	4.442%	0.10271	0.999
V8	273	0.989	57.221	20.96%	13.454	14.637%	0.11505	0.988
V9	286	0.992	58.028	20.29%	13.48	14.023%	0.10394	0.991
V10	335	0.999	41.54	12.4%	11.546	5.742%	0.04487	0.999
V11	262	0.996	42.928	16.385%	10.932	9.483%	0.06534	0.996
V12	344	0.997	51.164	14.873%	13.792	8.521%	0.05219	0.997
V13	288	0.997	45.464	15.786%	10.485	7.416%	0.15169	0.997
V14	287	0.999	30.502	10.628%	6.331	4.482%	0.0722	0.999
V15	281	0.992	54.647	19.447%	10.342	13.447%	0.10071	0.991
V16	364	0.984	82.285	22.606%	20.662	18.395%	0.08719	0.982
V17	134	0.994	30.441	22.717%	6.884	10.775%	0.1517	0.994
V18	151	0.973	42.314	28.023%	13.241	23.389%	0.17402	0.97
V19	256	0.998	40.155	15.686%	7.989	6.185%	0.07767	0.998
V20	256	0.994	45.445	17.752%	8.263	11.726%	0.08162	0.993
V21	432	0.997	49.535	11.466%	11.824	7.633%	0.04504	0.997
V22	346	0.999	34.726	10.036%	5.952	4.206%	0.05606	0.999
V23	332	0.999	50.782	15.296%	10.255	4.703%	0.08479	0.999
V24	141	0.993	26.945	19.11%	6.066	11.425%	0.11458	0.993
V25	484	0.999	62.288	12.869%	12.857	5.878%	0.05391	0.999
V26	346	1.0	28.372	8.2%	6.259	2.641%	0.03979	1.0
V27	322	0.999	35.39	10.991%	7.003	4.044%	0.05722	0.999
V28	518	0.999	56.002	10.811%	10.174	3.798%	0.05364	0.999
V29	336	0.995	57.332	17.063%	15.767	9.913%	0.11329	0.995
V30	449	0.991	75.367	16.786%	20.201	13.665%	0.05467	0.99
V31	174	0.993	40.218	23.114%	9.193	13.519%	0.11593	0.992
V32	218	0.993	45.894	21.052%	8.343	12.032%	0.12708	0.992
V33	503	0.997	63.233	12.571%	12.131	8.427%	0.04008	0.996
V34	113	0.982	29.743	26.321%	5.869	19.112%	0.15036	0.978
V35	130	0.997	23.214	17.857%	5.882	8.327%	0.09857	0.997
V36	108	0.994	25.247	23.377%	4.631	11.064%	0.16232	0.993
V37	296	0.993	60.991	20.605%	12.319	12.796%	0.10091	0.992
V38	460	0.998	44.497	9.673%	12.681	6.946%	0.04456	0.998
V39	505	0.998	65.303	12.931%	15.998	7.055%	0.1197	0.998
V40	392	0.998	51.319	13.092%	10.478	6.901%	0.05259	0.997
V41	90	0.983	21.964	24.404%	7.091	18.884%	0.12936	0.981
V42	434	0.996	70.422	16.226%	15.864	9.219%	0.0813	0.996
V43	137	0.995	33.797	24.669%	6.233	10.657%	0.16657	0.995
V44	406	0.999	46.469	11.446%	9.829	5.756%	0.06555	0.998
V45	374	1.0	42.366	11.328%	10.814	4.339%	0.04772	1.0
V46	166	0.992	46.776	28.178%	10.803	13.455%	0.21058	0.991
V47	270	0.993	48.267	17.877%	9.307	12.17%	0.09652	0.991
V48	90	0.971	35.259	39.177%	7.358	26.38%	0.29187	0.968
V49	225	0.997	39.88	17.724%	7.194	8.081%	0.10221	0.997
V50	199	0.998	46.53	23.382%	15.137	12.494%	0.33731	0.998
V51	515	0.996	72.257	14.03%	15.211	9.141%	0.05761	0.995
V52	382	0.999	45.935	12.025%	9.506	4.419%	0.05892	0.999
V53	373	0.999	49.466	13.262%	9.238	6.034%	0.06037	0.998
V54	216	0.999	32.034	14.831%	5.776	4.812%	0.09052	0.999
V55	259	0.985	58.71	22.668%	13.142	17.294%	0.08685	0.983
V56	105	0.991	22.624	21.547%	6.003	13.626%	0.14644	0.99
V57	329	0.996	56.189	17.079%	11.675	9.529%	0.12247	0.996
V58	62	0.976	21.438	34.577%	4.94	22.271%	0.24462	0.974
V59	99	0.992	25.926	26.188%	5.519	13.1%	0.21858	0.992
V60	189	0.993	33.589	17.772%	7.886	11.641%	0.09134	0.993
V61	198	0.994	37.515	18.947%	9.216	11.533%	0.08661	0.993
V62	396	0.996	70.796	17.878%	14.233	9.886%	0.06743	0.996
V63	626	0.999	63.238	10.102%	13.842	5.716%	0.03527	0.998
V64	262	0.989	64.534	24.631%	16.108	15.076%	0.12672	0.989
V65	31	0.965	16.067	51.829%	4.386	28.734%	0.46111	0.964
V66	383	0.995	60.556	15.811%	14.383	10.47%	0.05193	0.994
V67	126	0.999	20.873	16.566%	4.327	6.73%	0.09241	0.999
V68	174	0.99	44.696	25.687%	8.855	14.511%	0.1567	0.989
V69	356	0.999	33.162	9.315%	8.971	5.984%	0.09194	0.999
V70	433	0.999	47.413	10.95%	9.077	4.281%	0.06126	0.999
V71	740	0.999	83.369	11.266%	17.319	4.501%	0.04876	0.999
V72	412	1.0	34.639	8.408%	7.958	3.163%	0.03547	1.0
V73	411	0.997	55.34	13.465%	12.116	8.318%	0.05029	0.997
V74	453	0.998	81.941	18.089%	16.235	8.21%	0.08137	0.998
V75	408	0.997	52.732	12.925%	13.72	8.126%	0.04694	0.997
V76	382	0.998	62.951	16.479%	11.768	6.845%	0.08785	0.998
V77	318	0.992	63.205	19.876%	13.007	12.567%	0.08771	0.991
V78	188	0.993	38.426	20.439%	8.512	11.741%	0.111	0.993
V79	270	0.999	33.939	12.57%	7.514	5.054%	0.05705	0.999
V80	717	0.998	63.085	8.798%	19.098	5.928%	0.01978	0.998
V81	444	1.0	43.586	9.817%	7.631	2.919%	0.05939	1.0
V82	287	0.997	55.382	19.297%	10.339	8.356%	0.10801	0.996
V83	322	0.98	77.209	23.978%	21.923	19.845%	0.09401	0.978
V84	276	0.996	50.0	18.116%	11.317	8.904%	0.10806	0.996
V85	190	0.998	28.437	14.967%	4.986	6.957%	0.09533	0.998
V86	240	0.999	33.252	13.855%	8.233	5.432%	0.0613	0.999
V87	488	0.993	88.822	18.201%	19.134	11.785%	0.06622	0.992
V88	192	0.999	26.885	14.003%	7.166	6.717%	0.06775	0.999
V89	170	0.971	58.658	34.505%	14.285	24.391%	0.15174	0.967
V90	606	0.999	68.936	11.376%	15.481	5.607%	0.04719	0.999
V91	412	0.998	50.568	12.274%	11.393	7.184%	0.05091	0.998
V92	822	0.999	57.791	7.031%	11.257	3.508%	0.03551	0.999
V93	127	0.999	28.2	22.205%	8.506	10.095%	0.22566	0.999
V94	256	0.999	33.386	13.041%	6.556	5.372%	0.06365	0.998
V95	171	0.996	26.305	15.383%	6.378	8.89%	0.16045	0.996
V96	215	0.996	32.895	15.3%	6.636	8.928%	0.09745	0.996
V97	307	0.986	73.199	23.843%	15.44	17.135%	0.08911	0.984
V98	379	0.999	35.463	9.357%	6.135	3.651%	0.04834	0.999
V99	185	0.999	19.643	10.618%	3.785	3.716%	0.0843	0.999
V100	269	0.986	56.727	21.088%	12.142	16.599%	0.10343	0.983
