Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	137	0.999	20.819	15.196%	4.594	4.892%	0.09736	0.999
V2	146	0.998	22.289	15.266%	4.513	6.643%	0.09054	0.998
V3	240	0.996	36.368	15.153%	8.193	8.633%	0.10516	0.996
V4	555	0.999	61.823	11.139%	10.17	5.359%	0.06939	0.998
V5	715	0.999	71.771	10.038%	12.498	5.474%	0.04198	0.999
V6	181	1.0	20.256	11.191%	4.903	3.881%	0.07952	1.0
V7	457	0.998	47.334	10.358%	8.829	6.245%	0.05237	0.998
V8	211	0.998	36.497	17.297%	6.859	8.483%	0.09412	0.998
V9	348	0.999	50.561	14.529%	9.573	5.476%	0.09433	0.998
V10	220	0.999	26.126	11.875%	6.615	3.986%	0.09677	0.999
V11	214	0.998	28.692	13.407%	5.661	5.808%	0.09492	0.998
V12	319	0.998	42.861	13.436%	7.2	6.56%	0.07557	0.998
V13	84	0.996	20.773	24.73%	4.313	9.254%	0.19078	0.996
V14	117	0.997	17.501	14.958%	3.188	7.174%	0.1167	0.997
V15	268	0.998	38.704	14.442%	6.916	6.139%	0.10402	0.998
V16	88	0.963	33.936	38.564%	6.666	27.351%	0.24021	0.956
V17	468	0.999	69.572	14.866%	15.365	6.415%	0.06175	0.998
V18	111	0.993	22.787	20.529%	4.771	12.274%	0.12252	0.993
V19	295	0.98	85.403	28.95%	17.668	21.967%	0.1306	0.977
V20	218	0.996	37.85	17.362%	6.763	9.238%	0.0982	0.996
V21	59	0.974	24.178	40.98%	4.96	24.289%	0.28775	0.972
V22	408	0.998	56.168	13.767%	10.395	6.072%	0.07433	0.998
V23	553	0.999	61.869	11.188%	11.279	5.145%	0.0551	0.999
V24	723	1.0	48.694	6.735%	8.722	3.169%	0.02723	0.999
V25	104	0.991	25.021	24.059%	4.632	13.612%	0.15443	0.99
V26	346	0.992	67.192	19.42%	13.191	13.519%	0.09458	0.991
V27	102	0.998	18.15	17.794%	3.953	7.431%	0.1294	0.998
V28	272	0.999	32.585	11.98%	5.869	4.375%	0.09006	0.999
V29	307	0.997	43.676	14.227%	8.817	7.373%	0.08106	0.997
V30	254	1.0	18.674	7.352%	3.624	2.031%	0.04892	1.0
V31	110	0.997	19.326	17.569%	4.42	8.662%	0.13822	0.997
V32	198	0.997	32.351	16.339%	5.438	7.666%	0.1171	0.997
V33	441	0.999	38.908	8.823%	7.099	4.237%	0.05722	0.999
V34	152	0.997	25.894	17.036%	5.107	7.622%	0.12387	0.997
V35	386	1.0	35.866	9.292%	7.546	3.359%	0.05548	1.0
V36	714	0.999	49.094	6.876%	9.446	3.322%	0.04115	0.999
V37	593	0.987	127.741	21.541%	27.359	16.752%	0.0829	0.985
V38	286	0.999	43.683	15.274%	8.865	5.635%	0.0983	0.999
V39	572	0.998	93.203	16.294%	21.453	8.63%	0.06785	0.998
V40	66	0.998	12.166	18.433%	2.545	7.359%	0.14248	0.997
V41	431	0.996	62.23	14.439%	13.411	9.376%	0.07919	0.995
V42	472	1.0	50.308	10.658%	11.645	3.765%	0.05215	1.0
V43	952	0.999	77.645	8.156%	17.195	3.996%	0.03501	0.999
V44	233	0.997	36.772	15.782%	7.502	8.328%	0.09943	0.996
V45	209	0.997	33.133	15.853%	6.389	8.042%	0.12666	0.996
V46	38	0.986	11.571	30.45%	2.47	16.885%	0.21049	0.985
V47	360	0.997	60.247	16.735%	12.65	7.789%	0.10835	0.997
V48	530	0.999	49.109	9.266%	9.559	4.908%	0.04161	0.999
V49	388	0.996	73.246	18.878%	14.345	10.376%	0.09448	0.996
V50	373	0.998	38.879	10.423%	10.052	6.885%	0.05032	0.997
V51	129	0.989	34.713	26.909%	6.43	15.572%	0.213	0.987
V52	119	0.997	23.58	19.815%	4.485	8.109%	0.16082	0.997
V53	185	0.998	21.182	11.45%	6.685	5.923%	0.10178	0.998
V54	213	0.997	30.65	14.39%	5.904	7.892%	0.09888	0.997
V55	279	0.996	45.75	16.398%	8.336	9.15%	0.09735	0.995
V56	307	0.992	60.37	19.664%	12.263	13.172%	0.09834	0.991
V57	197	0.997	31.002	15.737%	5.612	8.479%	0.08814	0.996
V58	172	0.999	21.248	12.353%	3.482	5.253%	0.09714	0.998
V59	238	0.999	28.957	12.167%	4.954	4.021%	0.09018	0.999
V60	194	0.997	44.063	22.713%	9.969	10.858%	0.12716	0.997
V61	422	0.997	67.588	16.016%	13.558	8.139%	0.09083	0.997
V62	472	0.999	45.459	9.631%	8.809	4.197%	0.06118	0.999
V63	328	0.999	36.873	11.242%	7.674	4.128%	0.07342	0.999
V64	236	1.0	32.456	13.753%	7.029	4.167%	0.08839	1.0
V65	554	0.999	46.404	8.376%	8.712	4.352%	0.04411	0.999
V66	84	0.997	19.594	23.326%	4.134	11.573%	0.13958	0.997
V67	654	0.997	70.005	10.704%	14.339	7.986%	0.05201	0.996
V68	120	0.993	23.177	19.314%	4.508	12.048%	0.12342	0.992
V69	407	0.999	39.453	9.694%	7.43	4.916%	0.05021	0.999
V70	157	0.998	28.287	18.017%	5.772	9.736%	0.09406	0.998
V71	356	0.993	71.904	20.198%	19.249	13.08%	0.09346	0.992
V72	150	0.999	29.849	19.899%	6.356	6.052%	0.14857	0.999
V73	341	1.0	34.201	10.03%	9.538	3.387%	0.05349	1.0
V74	474	1.0	44.599	9.409%	8.619	3.015%	0.05528	1.0
V75	297	0.996	46.337	15.602%	8.469	9.441%	0.09536	0.995
V76	319	0.999	38.146	11.958%	7.219	5.332%	0.06516	0.999
V77	229	0.997	43.521	19.005%	8.942	9.989%	0.10524	0.997
V78	379	0.998	35.911	9.475%	6.926	5.54%	0.06251	0.998
V79	176	0.998	28.461	16.171%	4.951	8.133%	0.08242	0.998
V80	139	0.994	32.91	23.676%	6.574	12.334%	0.1646	0.994
