Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	255	0.998	43.655	17.12%	9.101	7.844%	0.08883	0.997
V2	155	0.984	43.69	28.187%	9.869	17.855%	0.16553	0.982
V3	202	0.994	39.77	19.688%	7.868	11.636%	0.10042	0.993
V4	48	0.972	15.86	33.042%	4.283	23.721%	0.21083	0.969
V5	324	0.995	74.044	22.853%	17.648	11.432%	0.27633	0.995
V6	376	0.996	53.662	14.272%	12.137	8.859%	0.05654	0.996
V7	234	0.997	48.63	20.782%	10.014	8.119%	0.1297	0.997
V8	122	0.99	58.393	47.863%	18.8	27.97%	0.7211	0.99
V9	94	0.969	71.919	76.51%	26.185	58.61%	2.30564	0.971
V10	196	0.998	23.633	12.058%	6.258	6.015%	0.18257	0.998
V11	229	0.979	63.208	27.602%	15.962	21.151%	0.27719	0.976
V12	117	0.997	23.643	20.208%	5.605	9.985%	0.24646	0.997
V13	139	0.99	62.908	45.258%	27.196	30.09%	0.75359	0.99
V14	235	0.998	48.912	20.814%	14.072	9.666%	0.20002	0.998
V15	143	0.997	28.348	19.824%	5.108	8.294%	0.14316	0.996
V16	199	0.998	26.481	13.307%	6.575	7.061%	0.10239	0.997
V17	85	0.99	19.366	22.784%	5.377	13.814%	0.28712	0.99
V18	115	0.984	42.472	36.932%	10.449	21.166%	0.46739	0.983
V19	284	1.0	23.22	8.176%	4.899	3.0%	0.05927	1.0
V20	221	0.998	49.193	22.259%	14.357	11.873%	0.34466	0.998
V21	143	0.952	61.524	43.024%	16.513	34.232%	0.37796	0.947
V22	256	0.988	48.203	18.829%	13.935	15.646%	0.09309	0.986
V23	590	0.998	79.495	13.474%	14.872	7.297%	0.0575	0.997
V24	180	0.996	62.084	34.491%	21.398	19.177%	0.33024	0.997
V25	225	0.988	45.829	20.368%	10.617	15.511%	0.09477	0.986
V26	585	1.0	46.536	7.955%	8.993	2.294%	0.04925	1.0
V27	305	0.984	91.299	29.934%	23.429	20.575%	0.44572	0.983
V28	727	0.996	204.336	28.107%	61.12	16.749%	0.45648	0.996
V29	244	0.994	79.205	32.461%	21.599	19.174%	0.35966	0.994
V30	272	0.998	39.81	14.636%	7.845	6.493%	0.14023	0.998
V31	282	0.995	51.599	18.298%	10.925	9.842%	0.08752	0.995
V32	118	0.981	35.349	29.957%	8.109	19.318%	0.23067	0.979
V33	220	0.995	45.339	20.609%	14.306	11.98%	0.18323	0.995
V34	241	0.993	46.412	19.258%	9.031	12.115%	0.11838	0.992
V35	163	0.98	61.317	37.618%	15.58	21.554%	0.25961	0.979
V36	506	0.997	121.82	24.075%	41.181	13.44%	0.27067	0.997
V37	436	1.0	36.386	8.345%	6.689	3.151%	0.05239	1.0
V38	108	0.996	31.617	29.275%	9.432	15.523%	0.36148	0.996
V39	253	0.986	54.68	21.613%	12.92	16.452%	0.09444	0.985
V40	452	0.998	77.679	17.186%	19.314	8.171%	0.09776	0.998
V41	128	0.993	30.586	23.895%	7.322	11.794%	0.18126	0.993
V42	226	0.994	57.761	25.558%	14.215	13.275%	0.18369	0.994
V43	355	0.999	42.698	12.028%	9.073	5.082%	0.09008	0.999
V44	194	0.991	121.689	62.726%	61.255	46.339%	1000.0	0.992
V45	411	0.999	48.031	11.686%	10.856	5.17%	0.0459	0.999
V46	172	0.986	71.652	41.658%	17.308	23.77%	0.5329	0.985
V47	191	0.998	45.645	23.898%	18.221	12.746%	0.56106	0.998
V48	246	0.985	58.823	23.912%	15.065	17.642%	0.13054	0.983
V49	140	0.997	36.904	26.36%	11.15	13.367%	0.27124	0.997
V50	120	0.986	37.229	31.024%	8.259	17.746%	0.2146	0.985
V51	161	0.988	77.447	48.104%	29.312	32.927%	0.62149	0.989
V52	187	0.987	51.984	27.799%	11.348	16.22%	0.26537	0.986
V53	517	0.992	138.941	26.874%	38.239	16.395%	0.1587	0.992
V54	127	0.987	33.517	26.391%	6.377	16.182%	0.17643	0.985
V55	395	0.993	70.004	17.723%	13.835	11.855%	0.08347	0.992
V56	531	0.996	99.107	18.664%	19.986	10.091%	0.07646	0.995
V57	157	0.981	66.113	42.11%	15.856	27.556%	0.42348	0.98
V58	396	0.998	47.732	12.054%	12.42	7.252%	0.06636	0.997
V59	228	0.99	49.364	21.651%	10.677	14.6%	0.11029	0.988
V60	209	0.992	116.406	55.697%	48.801	37.386%	0.93174	0.993
V61	180	0.993	32.276	17.931%	6.017	11.437%	0.08079	0.992
