Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	74	0.957	39.019	52.728%	10.58	33.357%	0.70703	0.955
V2	354	0.971	173.187	48.923%	44.564	35.929%	0.48361	0.971
V3	208	0.976	65.207	31.35%	12.65	21.961%	0.18214	0.971
V4	286	0.958	150.61	52.661%	47.724	40.354%	0.32969	0.957
V5	193	0.948	79.933	41.416%	18.492	32.756%	0.46596	0.939
V6	452	0.971	124.983	27.651%	35.431	24.704%	0.12913	0.967
V7	199	0.993	70.588	35.471%	19.838	19.118%	0.30172	0.993
V8	167	0.981	64.804	38.805%	15.217	26.542%	0.31241	0.981
V9	139	0.992	50.17	36.094%	11.888	16.609%	0.43338	0.992
V10	421	0.99	182.524	43.355%	71.426	31.52%	0.91545	0.99
V11	218	0.982	69.367	31.82%	19.345	20.735%	0.21494	0.981
V12	95	0.976	33.732	35.507%	10.542	23.415%	1.15443	0.975
V13	173	0.979	55.48	32.069%	13.269	20.467%	0.53045	0.978
V14	841	0.952	277.22	32.963%	80.452	32.074%	0.17809	0.945
V15	334	0.992	127.701	38.234%	38.418	26.446%	0.30276	0.992
V16	111	0.964	41.903	37.75%	10.873	28.663%	0.27957	0.961
V17	218	0.955	79.934	36.667%	17.67	29.615%	0.2582	0.946
V18	150	0.987	32.186	21.457%	11.453	16.171%	0.24443	0.986
V19	150	0.959	72.339	48.226%	21.458	31.481%	1.24559	0.957
V20	182	0.904	103.654	56.953%	22.757	49.802%	0.52016	0.887
V21	312	0.992	98.83	31.676%	28.239	18.617%	0.22143	0.992
V22	340	0.939	142.733	41.98%	40.139	35.606%	0.20552	0.932
V23	271	0.99	111.529	41.155%	37.808	25.784%	0.9588	0.99
V24	215	0.987	98.205	45.677%	30.553	25.451%	0.98308	0.987
V25	322	0.995	75.119	23.329%	16.609	10.987%	0.18066	0.995
V26	130	0.985	45.315	34.858%	10.809	18.244%	0.28646	0.984
V27	340	0.995	107.88	31.729%	25.951	14.882%	0.3262	0.995
V28	87	0.977	43.153	49.601%	12.879	30.69%	1.13918	0.977
V29	296	0.991	119.567	40.394%	47.179	26.955%	1.18689	0.992
V30	486	0.977	135.803	27.943%	46.695	21.373%	0.16357	0.975
V31	101	0.983	36.231	35.872%	8.695	19.162%	0.40838	0.982
V32	244	0.993	72.908	29.88%	20.347	19.766%	0.32214	0.993
V33	223	0.98	93.929	42.121%	22.747	25.725%	0.27692	0.979
V34	332	0.936	155.671	46.889%	35.145	40.172%	0.50274	0.925
V35	602	0.991	158.572	26.341%	33.904	14.125%	0.30533	0.991
V36	367	0.977	159.283	43.401%	47.311	28.957%	0.26132	0.977
V37	163	0.964	54.222	33.265%	14.636	27.527%	0.21634	0.96
V38	93	0.961	46.818	50.342%	11.519	36.815%	0.36061	0.959
V39	50	0.982	16.394	32.788%	3.794	20.108%	0.50804	0.98
V40	161	0.971	49.126	30.513%	14.654	24.147%	0.24665	0.968
V41	428	0.988	133.289	31.142%	33.968	20.699%	0.30533	0.987
V42	751	0.999	132.684	17.668%	27.676	5.493%	0.08224	0.999
V43	466	0.986	132.844	28.507%	30.016	16.804%	0.20122	0.985
V44	494	0.985	123.732	25.047%	30.051	17.159%	0.12032	0.984
V45	197	0.944	115.149	58.451%	23.921	38.339%	0.5296	0.939
V46	649	0.961	194.422	29.957%	78.578	27.658%	0.12551	0.959
V47	122	0.985	31.583	25.888%	8.787	17.108%	0.57402	0.984
V48	71	0.927	33.368	46.997%	10.1	46.342%	0.35935	0.921
V49	165	0.972	58.926	35.713%	15.443	25.915%	0.20281	0.971
V50	175	0.858	120.21	68.691%	33.201	67.729%	0.61555	0.843
V51	375	0.963	127.508	34.002%	33.008	26.932%	0.37781	0.959
V52	97	0.993	41.261	42.537%	14.213	25.074%	0.65211	0.993
V53	169	0.953	68.707	40.655%	17.501	31.397%	0.29291	0.947
V54	198	0.959	87.044	43.962%	26.493	32.376%	0.48159	0.957
V55	297	0.991	90.643	30.52%	20.921	16.062%	0.32824	0.991
V56	134	0.963	59.048	44.066%	15.498	32.702%	0.57607	0.961
V57	275	0.974	76.568	27.843%	16.788	22.697%	0.13968	0.969
V58	166	0.981	65.436	39.419%	14.754	22.375%	0.46808	0.98
V59	633	0.998	141.998	22.433%	39.249	9.452%	0.23787	0.998
V60	117	0.995	29.239	24.991%	8.659	12.915%	0.12001	0.995
V61	308	0.987	100.357	32.583%	22.115	15.988%	0.32891	0.986
V62	881	0.979	223.377	25.355%	80.99	24.392%	0.32578	0.978
V63	648	0.986	167.727	25.884%	39.793	17.434%	0.28313	0.985
V64	85	0.991	39.321	46.26%	12.806	23.177%	0.88431	0.991
V65	406	0.979	133.418	32.862%	31.918	21.81%	0.33166	0.977
V66	479	0.952	201.581	42.084%	84.846	30.675%	0.87247	0.95
V67	443	0.954	207.273	46.788%	60.321	41.583%	1.23475	0.952
V68	237	0.991	51.932	21.912%	12.082	13.836%	0.09153	0.99
V69	918	0.981	242.434	26.409%	67.182	19.704%	0.27419	0.98
V70	93	0.959	55.188	59.342%	13.405	34.951%	0.51576	0.957
V71	436	0.969	136.28	31.257%	35.647	26.882%	0.19005	0.965
V72	294	0.996	91.111	30.99%	20.719	12.57%	0.33463	0.996
V73	242	0.993	70.373	29.08%	18.072	12.138%	0.21744	0.993
V74	355	0.983	138.875	39.12%	40.477	26.349%	0.29743	0.983
V75	343	0.98	103.527	30.183%	22.631	20.61%	0.21238	0.977
V76	313	0.987	121.691	38.879%	27.666	22.916%	0.42619	0.986
V77	465	0.986	160.109	34.432%	38.206	21.768%	0.44627	0.985
