Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	244	0.998	72.738	29.811%	28.734	14.778%	0.89474	0.998
V2	965	0.999	91.296	9.461%	20.624	4.477%	0.02829	0.999
V3	234	0.993	45.784	19.566%	9.027	11.876%	0.09646	0.992
V4	20	0.994	5.918	29.59%	2.114	14.801%	0.15843	0.994
V5	132	0.984	35.963	27.245%	9.273	18.27%	0.17761	0.983
V6	299	0.986	75.796	25.35%	16.036	17.392%	0.09776	0.984
V7	394	0.996	57.168	14.51%	14.702	9.288%	0.04466	0.996
V8	444	0.996	79.855	17.985%	14.495	8.699%	0.06712	0.996
V9	496	0.999	52.858	10.657%	10.196	4.185%	0.0469	0.999
V10	331	0.996	56.352	17.025%	10.874	9.189%	0.08402	0.995
V11	164	0.998	26.723	16.295%	6.022	7.013%	0.08165	0.998
V12	68	0.982	31.151	45.81%	6.652	20.185%	0.47481	0.982
V13	276	0.994	49.29	17.859%	10.727	11.09%	0.08448	0.993
V14	168	0.991	40.213	23.936%	7.769	13.431%	0.12931	0.99
V15	132	0.992	28.802	21.82%	6.263	12.278%	0.15408	0.992
V16	321	0.999	51.229	15.959%	16.851	7.482%	0.2681	0.999
V17	172	0.993	41.205	23.956%	8.657	11.885%	0.12354	0.992
V18	202	0.99	49.2	24.356%	9.53	13.854%	0.13367	0.989
V19	7	0.896	5.606	80.086%	1.482	49.4%	0.52836	0.893
V20	201	0.998	31.946	15.894%	6.429	5.798%	0.10504	0.998
V21	311	0.997	45.624	14.67%	9.161	7.565%	0.0716	0.997
V22	90	0.987	33.251	36.946%	6.834	20.205%	0.26783	0.986
V23	457	0.998	51.447	11.258%	13.289	6.772%	0.07281	0.998
V24	189	0.995	39.131	20.704%	7.365	9.95%	0.13134	0.995
V25	158	0.998	26.459	16.746%	6.583	7.355%	0.08214	0.998
V26	320	0.996	46.965	14.677%	12.323	9.242%	0.04885	0.996
V27	315	0.999	35.209	11.177%	8.275	4.167%	0.05498	0.999
V28	95	0.978	30.88	32.505%	5.805	21.239%	0.23767	0.974
