Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	361	0.995	69.052	19.128%	17.861	10.224%	0.21782	0.995
V2	888	0.959	243.963	27.473%	82.124	29.058%	0.09119	0.953
V3	282	0.935	100.176	35.523%	29.667	35.612%	0.17034	0.924
V4	211	0.996	35.536	16.842%	7.878	9.441%	0.08612	0.995
V5	368	0.972	112.565	30.588%	23.813	24.52%	0.21035	0.967
V6	265	0.991	79.302	29.925%	17.88	18.494%	0.24208	0.991
V7	587	0.994	215.572	36.724%	92.033	22.342%	1.30395	0.995
V8	156	0.939	69.782	44.732%	18.226	34.383%	0.29407	0.932
V9	609	0.995	147.943	24.293%	39.746	14.484%	0.20093	0.995
V10	469	0.993	109.852	23.423%	34.728	14.64%	0.07839	0.993
V11	216	0.998	32.407	15.003%	7.581	7.209%	0.0957	0.998
V12	539	0.991	168.709	31.3%	47.358	16.504%	0.15651	0.991
V13	335	0.939	174.925	52.216%	57.883	43.689%	1.08302	0.936
V14	377	0.966	139.946	37.121%	35.47	26.144%	0.38777	0.963
V15	599	0.996	119.741	19.99%	50.934	10.692%	0.13583	0.996
V16	201	0.976	73.112	36.374%	20.166	23.871%	0.2283	0.974
V17	140	0.962	72.62	51.871%	20.162	30.626%	0.55949	0.96
V18	98	0.998	18.497	18.874%	4.036	7.864%	0.27296	0.998
V19	198	0.936	88.143	44.517%	21.309	35.213%	0.38686	0.926
V20	146	0.992	31.764	21.756%	11.21	14.848%	0.6221	0.992
V21	188	0.98	58.996	31.381%	15.644	22.168%	0.19326	0.979
V22	248	0.977	78.534	31.667%	19.332	23.31%	0.19123	0.975
V23	426	0.987	106.897	25.093%	28.28	16.827%	0.30838	0.986
V24	387	0.999	49.07	12.68%	12.196	5.55%	0.06727	0.999
V25	99	0.981	29.33	29.626%	10.956	20.141%	0.21013	0.98
V26	289	0.925	150.996	52.248%	47.678	43.927%	0.45105	0.92
V27	456	0.988	184.477	40.455%	75.033	31.322%	1.06884	0.989
V28	542	1.0	63.068	11.636%	17.076	3.455%	0.4826	1.0
V29	447	0.989	95.548	21.375%	24.698	15.281%	0.15078	0.988
V30	63	0.976	33.121	52.573%	11.997	37.327%	1.29508	0.977
V31	297	0.998	46.987	15.821%	9.948	7.088%	0.09169	0.998
V32	127	0.989	34.267	26.982%	11.652	17.665%	0.27457	0.989
V33	135	0.927	67.975	50.352%	20.865	38.501%	1.19992	0.921
V34	494	0.993	99.038	20.048%	25.141	12.161%	0.09849	0.992
V35	242	0.99	84.662	34.984%	20.032	19.497%	0.24052	0.99
V36	471	0.956	183.267	38.91%	88.569	29.623%	0.47366	0.955
V37	144	0.84	99.379	69.013%	34.774	54.281%	0.5889	0.829
V38	152	0.975	58.487	38.478%	17.708	26.45%	0.53568	0.974
V39	197	0.969	64.156	32.566%	20.64	25.462%	0.15164	0.967
V40	201	0.992	49.647	24.7%	10.583	13.356%	0.13847	0.991
V41	361	0.975	120.408	33.354%	28.669	22.596%	0.17644	0.972
V42	142	0.988	45.339	31.929%	10.235	16.067%	0.26135	0.988
