Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	288	0.985	76.772	26.657%	17.456	17.887%	0.11184	0.983
V2	253	0.996	38.311	15.143%	7.634	9.272%	0.07719	0.995
V3	255	0.989	61.818	24.242%	13.281	16.041%	0.11177	0.988
V4	370	0.994	63.758	17.232%	14.077	11.189%	0.0759	0.993
V5	272	0.996	47.312	17.394%	10.933	9.653%	0.07293	0.996
V6	64	0.991	23.138	36.153%	5.004	16.409%	0.23917	0.991
V7	249	0.997	39.444	15.841%	7.054	7.622%	0.09293	0.997
V8	282	0.999	42.344	15.016%	8.365	5.161%	0.08923	0.999
V9	227	0.996	52.576	23.161%	11.234	9.336%	0.15577	0.996
V10	240	0.997	41.485	17.285%	10.316	8.826%	0.07326	0.996
V11	292	0.984	64.161	21.973%	14.493	17.861%	0.10455	0.981
V12	499	0.996	74.715	14.973%	14.67	9.483%	0.07429	0.995
V13	218	0.998	39.478	18.109%	6.945	6.612%	0.11163	0.998
V14	577	0.998	68.912	11.943%	16.843	6.573%	0.0452	0.998
V15	206	0.993	48.812	23.695%	9.504	11.951%	0.13628	0.993
V16	393	0.999	44.032	11.204%	7.249	5.457%	0.04978	0.998
V17	390	0.985	86.494	22.178%	19.389	17.713%	0.09675	0.983
V18	250	0.991	51.759	20.704%	14.869	14.037%	0.0973	0.991
V19	255	0.991	48.733	19.111%	11.008	13.102%	0.09843	0.99
V20	369	0.999	59.581	16.147%	11.553	6.62%	0.08135	0.999
V21	347	0.99	75.215	21.676%	14.941	14.481%	0.10007	0.988
V22	290	0.998	46.292	15.963%	8.321	5.711%	0.08126	0.998
V23	199	0.997	31.664	15.912%	6.839	7.758%	0.07269	0.997
V24	75	0.988	18.228	24.304%	4.321	15.306%	0.17129	0.987
V25	197	0.998	28.606	14.521%	5.473	6.159%	0.08825	0.998
V26	364	0.998	50.764	13.946%	11.457	6.047%	0.07698	0.998
V27	148	0.975	56.449	38.141%	10.761	22.586%	0.24762	0.972
