Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	280	0.993	61.16	21.843%	12.353	13.03%	0.09723	0.993
V2	238	0.996	43.404	18.237%	8.528	9.646%	0.09672	0.995
V3	106	0.983	40.346	38.062%	7.887	20.23%	0.27934	0.982
V4	424	0.996	61.689	14.549%	10.467	9.141%	0.06308	0.995
V5	136	0.992	33.895	24.923%	6.027	13.417%	0.16245	0.991
V6	155	0.994	27.494	17.738%	6.155	11.35%	0.0847	0.994
V7	210	0.992	59.434	28.302%	13.479	15.474%	0.15513	0.992
V8	237	0.998	39.809	16.797%	9.253	6.078%	0.07943	0.998
V9	220	0.988	52.723	23.965%	10.051	15.513%	0.12247	0.987
V10	337	0.986	87.38	25.929%	17.213	17.538%	0.1269	0.984
V11	414	0.996	59.616	14.4%	12.918	8.734%	0.04858	0.996
V12	159	0.999	21.381	13.447%	4.051	5.258%	0.08219	0.999
V13	303	0.998	43.964	14.51%	8.0	6.968%	0.06859	0.997
V14	196	0.991	50.278	25.652%	9.114	13.535%	0.14634	0.99
V15	395	0.985	84.764	21.459%	20.814	17.343%	0.07625	0.983
V16	288	0.994	67.019	23.27%	13.631	12.173%	0.11379	0.993
V17	560	0.999	56.903	10.161%	10.043	5.161%	0.05206	0.999
V18	297	0.994	53.595	18.045%	10.072	11.324%	0.09864	0.993
V19	444	0.997	55.689	12.543%	10.489	8.287%	0.05149	0.996
V20	236	0.999	29.876	12.659%	5.199	3.963%	0.08416	0.999
V21	749	0.998	75.857	10.128%	13.83	6.062%	0.03368	0.998
V22	210	0.983	57.602	27.43%	11.459	18.26%	0.13658	0.981
V23	118	0.996	19.6	16.61%	4.758	8.931%	0.1178	0.996
V24	740	0.999	78.989	10.674%	15.528	4.383%	0.04179	0.999
V25	345	0.998	37.036	10.735%	9.736	6.015%	0.03705	0.998
V26	291	0.996	58.424	20.077%	11.92	9.631%	0.09702	0.996
V27	184	0.994	40.865	22.209%	7.982	11.052%	0.12799	0.993
V28	556	0.997	81.538	14.665%	19.666	9.213%	0.04461	0.997
V29	63	0.977	21.845	34.675%	5.438	22.256%	0.26826	0.975
V30	506	0.998	75.852	14.991%	13.274	6.381%	0.06368	0.998
V31	515	0.999	71.163	13.818%	12.622	5.606%	0.05728	0.999
V32	521	0.998	63.374	12.164%	11.258	5.818%	0.05937	0.998
V33	280	0.997	52.237	18.656%	12.322	8.654%	0.06986	0.997
V34	159	0.981	48.289	30.37%	10.236	20.047%	0.18421	0.978
V35	1039	0.998	110.621	10.647%	21.616	7.016%	0.03072	0.998
V36	112	0.958	44.39	39.634%	11.239	31.942%	0.20902	0.953
V37	336	0.989	64.967	19.335%	16.064	15.217%	0.07209	0.988
V38	786	0.995	133.611	16.999%	28.91	11.33%	0.04599	0.995
V39	486	0.997	61.943	12.745%	14.723	7.907%	0.04812	0.997
V40	301	0.983	82.175	27.301%	21.821	19.916%	0.10086	0.982
V41	783	0.999	102.803	13.129%	18.018	5.231%	0.04787	0.999
V42	191	0.997	39.579	20.722%	10.156	9.251%	0.10618	0.997
V43	121	0.991	25.877	21.386%	6.435	13.3%	0.12993	0.99
V44	453	0.996	68.814	15.191%	15.777	9.264%	0.06708	0.995
V45	181	0.99	42.484	23.472%	9.534	15.039%	0.10794	0.989
V46	120	0.994	27.95	23.292%	6.739	11.365%	0.13986	0.993
