Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	324	0.976	127.391	39.318%	30.561	27.705%	0.19122	0.975
V2	386	0.982	89.886	23.287%	23.211	18.802%	0.13539	0.98
V3	471	0.994	94.277	20.016%	17.676	11.055%	0.10067	0.993
V4	239	0.98	69.895	29.245%	14.61	22.018%	0.12987	0.977
V5	228	0.993	90.017	39.481%	27.017	22.154%	0.58366	0.993
V6	196	0.996	50.332	25.68%	12.769	12.371%	0.3425	0.996
V7	214	0.95	90.642	42.356%	24.661	33.115%	0.24084	0.946
V8	196	0.983	49.535	25.273%	15.734	19.041%	0.1107	0.982
V9	368	0.996	77.259	20.994%	20.964	10.092%	0.17594	0.996
V10	360	0.962	130.768	36.324%	40.337	30.405%	0.63952	0.959
V11	109	0.994	26.481	24.294%	6.547	11.9%	0.33672	0.994
V12	210	0.993	57.168	27.223%	10.481	13.848%	0.1452	0.993
V13	115	0.988	56.576	49.197%	19.002	35.726%	0.45979	0.989
V14	203	0.982	134.25	66.133%	49.76	45.732%	1.93531	0.983
V15	292	0.989	76.684	26.262%	17.885	18.423%	0.1617	0.989
V16	230	0.972	63.526	27.62%	15.043	23.487%	0.12919	0.967
V17	131	0.962	53.718	41.006%	12.281	27.62%	0.24343	0.957
V18	444	0.995	122.282	27.541%	32.53	15.224%	0.35673	0.995
V19	239	0.993	63.001	26.36%	15.662	12.018%	0.22895	0.993
V20	218	0.997	30.11	13.812%	8.339	7.961%	0.12804	0.997
V21	413	0.994	149.381	36.17%	61.937	23.694%	0.64385	0.994
V22	728	0.987	177.599	24.395%	36.649	16.401%	0.09961	0.985
V23	296	0.984	115.495	39.019%	28.317	26.914%	0.3988	0.984
V24	412	0.993	116.539	28.286%	36.409	18.243%	0.32801	0.993
V25	325	0.94	126.371	38.883%	35.176	38.576%	0.18592	0.932
V26	155	0.992	40.367	26.043%	8.454	12.604%	0.14947	0.991
V27	232	0.987	61.809	26.642%	17.084	17.198%	0.12255	0.986
V28	385	0.998	76.475	19.864%	21.921	9.069%	0.71829	0.998
V29	486	0.966	162.13	33.36%	44.294	28.179%	0.10997	0.962
V30	347	0.974	111.445	32.117%	27.264	24.954%	0.12758	0.971
V31	95	0.992	26.137	27.513%	6.434	12.51%	0.29714	0.992
V32	148	0.987	45.28	30.595%	11.285	18.507%	0.44336	0.987
V33	235	0.994	68.687	29.229%	16.845	16.237%	0.18435	0.994
V34	141	0.973	84.871	60.192%	24.475	41.687%	0.86505	0.974
V35	200	0.99	51.315	25.658%	11.667	14.901%	0.14407	0.989
V36	218	0.981	79.265	36.36%	22.789	23.703%	0.36986	0.98
V37	838	0.999	151.053	18.025%	39.444	7.571%	0.27186	0.999
V38	195	0.989	103.122	52.883%	50.04	36.346%	1000.0	0.989
V39	187	0.944	84.18	45.016%	21.175	39.713%	0.40839	0.938
V40	290	0.923	181.011	62.418%	72.877	52.859%	1000.0	0.921
V41	515	0.988	143.835	27.929%	32.497	16.677%	0.23504	0.987
V42	231	0.993	103.953	45.001%	38.355	25.854%	1.35669	0.994
V43	376	0.947	137.485	36.565%	38.782	32.467%	0.347	0.939
V44	233	0.998	41.026	17.608%	9.24	6.625%	0.10832	0.998
V45	323	0.998	47.76	14.786%	11.608	5.682%	0.09315	0.998
V46	391	0.994	120.275	30.761%	34.426	16.063%	0.46834	0.994
V47	396	0.981	134.427	33.946%	30.391	21.69%	0.25917	0.979
V48	303	0.984	116.231	38.36%	25.597	21.178%	0.68183	0.983
V49	348	0.995	92.94	26.707%	20.039	11.692%	0.2236	0.995
V50	77	0.983	25.433	33.03%	5.623	19.794%	0.27248	0.982
V51	874	0.992	247.604	28.33%	69.977	18.986%	0.10781	0.992
V52	460	0.992	217.326	47.245%	73.913	31.391%	1.21243	0.992
V53	429	0.997	87.683	20.439%	20.381	7.559%	0.10178	0.997
V54	363	0.997	68.083	18.756%	13.366	7.649%	0.08964	0.997
V55	234	0.994	60.229	25.739%	14.774	12.616%	0.35275	0.993
V56	126	0.984	67.074	53.233%	21.991	35.94%	0.71543	0.985
V57	609	0.994	167.452	27.496%	44.342	15.734%	0.43199	0.994
V58	457	0.998	71.886	15.73%	17.986	6.045%	0.13082	0.998
V59	281	0.983	88.055	31.336%	18.39	18.559%	0.18503	0.981
V60	241	0.998	40.179	16.672%	9.588	7.482%	0.21001	0.998
V61	754	0.987	197.039	26.132%	51.28	15.885%	0.23195	0.987
V62	103	0.982	62.125	60.316%	19.925	39.986%	1.15581	0.983
V63	368	0.915	164.978	44.831%	46.909	42.683%	0.20617	0.903
V64	86	0.939	43.683	50.794%	10.025	36.364%	0.36059	0.932
V65	230	0.993	54.551	23.718%	10.991	12.729%	0.24969	0.992
V66	372	0.943	161.372	43.38%	50.292	38.695%	0.30877	0.938
V67	350	0.987	114.758	32.788%	24.285	18.454%	0.24922	0.986
V68	139	0.953	55.496	39.925%	27.5	30.426%	0.34367	0.951
V69	51	0.976	22.0	43.137%	5.338	25.419%	0.29304	0.975
V70	657	0.983	353.979	53.878%	178.694	38.571%	1000.0	0.983
V71	211	0.983	81.841	38.787%	22.598	26.608%	0.56671	0.982
V72	469	0.998	56.596	12.067%	17.594	6.01%	0.16969	0.998
V73	401	0.982	99.51	24.815%	25.069	18.773%	0.11135	0.98
V74	139	0.989	50.206	36.119%	14.552	19.444%	0.66284	0.989
V75	409	0.992	94.429	23.088%	22.834	16.288%	0.14563	0.992
V76	309	0.964	135.047	43.705%	35.556	26.793%	0.70478	0.961
V77	158	0.98	55.474	35.11%	11.144	20.787%	0.19046	0.978
V78	189	0.996	34.431	18.217%	7.93	8.729%	0.20406	0.996
V79	366	0.984	103.363	28.241%	22.626	19.656%	0.13224	0.983
V80	305	0.997	55.903	18.329%	12.998	8.654%	0.12462	0.997
V81	418	0.954	161.956	38.745%	41.566	30.299%	0.2484	0.949
V82	328	0.988	137.675	41.974%	38.937	27.636%	0.28485	0.988
V83	62	0.96	41.01	66.145%	11.401	41.52%	0.69547	0.959
V84	394	0.996	89.308	22.667%	17.238	9.167%	0.11318	0.996
V85	595	0.991	219.263	36.851%	73.313	22.299%	0.64901	0.991
V86	298	0.987	78.444	26.323%	18.958	17.101%	0.15941	0.986
V87	473	0.996	103.992	21.986%	20.134	9.47%	0.24254	0.996
V88	123	0.997	27.074	22.011%	6.781	9.111%	0.13119	0.997
V89	192	0.994	62.582	32.595%	18.659	19.388%	0.34118	0.994
V90	250	0.999	36.469	14.588%	12.187	6.396%	0.07075	0.998
V91	351	0.996	68.381	19.482%	15.126	9.511%	0.10643	0.995
V92	417	0.993	95.689	22.947%	24.352	12.603%	0.12524	0.993
V93	196	0.977	64.264	32.788%	16.639	21.585%	0.53114	0.975
V94	78	0.973	33.915	43.481%	8.248	28.324%	0.43299	0.972
V95	320	0.992	89.911	28.097%	22.308	15.005%	0.2091	0.992
V96	311	0.991	81.77	26.293%	16.35	13.53%	0.13607	0.99
V97	100	0.972	39.546	39.546%	7.958	23.758%	0.27208	0.969
V98	358	0.997	103.914	29.026%	32.895	16.235%	0.40751	0.998
V99	163	0.976	51.425	31.549%	12.836	22.561%	0.18588	0.974
V100	505	0.993	265.054	52.486%	134.002	38.77%	1000.0	0.994
