Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	74	0.966	29.541	39.92%	8.412	26.522%	0.29796	0.964
V2	354	0.989	85.0	24.011%	18.377	14.816%	0.11026	0.988
V3	208	0.976	63.187	30.378%	12.473	21.654%	0.16476	0.972
V4	286	0.972	90.733	31.725%	28.282	23.915%	0.15349	0.97
V5	193	0.954	74.829	38.772%	16.948	30.021%	0.22522	0.946
V6	452	0.976	106.431	23.547%	31.497	21.961%	0.07735	0.972
V7	199	0.995	50.82	25.538%	10.979	10.581%	0.16123	0.995
V8	167	0.983	51.485	30.829%	11.442	19.957%	0.14212	0.981
V9	139	0.993	41.33	29.734%	9.02	12.602%	0.19646	0.993
V10	421	0.997	96.954	23.029%	25.101	11.077%	0.0965	0.997
V11	218	0.987	53.206	24.406%	15.085	16.169%	0.10801	0.986
V12	95	0.989	26.843	28.256%	7.299	16.212%	0.17506	0.988
V13	173	0.982	53.899	31.155%	12.8	19.744%	0.17727	0.98
V14	841	0.957	233.955	27.819%	73.418	29.27%	0.08341	0.951
V15	334	0.997	62.077	18.586%	12.035	8.284%	0.08042	0.997
V16	111	0.968	36.675	33.041%	9.616	25.349%	0.17281	0.965
V17	218	0.958	75.751	34.748%	17.09	28.643%	0.20438	0.95
V18	150	0.988	32.3	21.533%	11.603	16.383%	0.08284	0.987
V19	150	0.971	56.952	37.968%	16.602	24.357%	0.23814	0.969
V20	182	0.926	75.863	41.683%	17.852	39.068%	0.19714	0.909
V21	312	0.997	59.196	18.973%	13.261	8.743%	0.09061	0.996
V22	340	0.939	130.941	38.512%	39.333	34.891%	0.13604	0.931
V23	271	0.998	46.623	17.204%	10.113	6.897%	0.08826	0.998
V24	215	0.998	46.801	21.768%	10.526	8.768%	0.12961	0.998
V25	322	0.997	53.694	16.675%	12.143	8.032%	0.08498	0.997
V26	130	0.987	40.907	31.467%	9.529	16.084%	0.24269	0.986
V27	340	0.997	75.827	22.302%	14.495	8.312%	0.131	0.997
V28	87	0.989	28.582	32.853%	6.656	15.861%	0.20987	0.988
V29	296	0.997	55.547	18.766%	13.893	7.938%	0.08331	0.997
V30	486	0.977	131.529	27.064%	46.462	21.266%	0.1144	0.976
V31	101	0.99	37.25	36.881%	8.317	18.329%	0.22027	0.99
V32	244	0.997	42.491	17.414%	7.827	7.604%	0.0892	0.997
V33	223	0.989	57.526	25.796%	13.221	14.952%	0.12106	0.988
V34	332	0.956	117.93	35.521%	26.12	29.856%	0.1564	0.947
V35	602	0.996	121.433	20.172%	23.017	9.589%	0.06615	0.996
V36	367	0.98	137.285	37.407%	39.535	24.197%	0.16305	0.979
V37	163	0.965	49.397	30.305%	13.999	26.329%	0.14257	0.961
V38	93	0.968	39.848	42.847%	8.653	27.655%	0.26527	0.965
V39	50	0.985	15.564	31.128%	3.296	17.469%	0.28651	0.983
V40	161	0.973	49.436	30.706%	14.256	23.491%	0.15874	0.97
V41	428	0.993	95.881	22.402%	21.702	13.225%	0.11494	0.992
V42	751	0.999	115.212	15.341%	27.509	5.459%	0.06151	0.999
V43	466	0.988	117.6	25.236%	30.753	17.216%	0.08179	0.988
V44	494	0.986	111.772	22.626%	28.697	16.386%	0.0967	0.985
V45	197	0.955	89.759	45.563%	18.815	30.155%	0.31183	0.949
V46	649	0.962	166.483	25.652%	77.086	27.132%	0.07101	0.96
V47	122	0.992	29.643	24.298%	7.038	13.703%	0.17882	0.992
V48	71	0.929	32.233	45.399%	9.183	42.134%	0.28794	0.921
V49	165	0.97	59.334	35.96%	16.743	28.097%	0.13252	0.968
V50	175	0.884	106.29	60.737%	25.252	51.513%	0.29339	0.866
V51	375	0.969	110.335	29.423%	31.361	25.588%	0.11956	0.965
V52	97	0.995	29.488	30.4%	7.186	12.677%	0.20315	0.994
