Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	222	0.913	143.283	64.542%	41.648	42.834%	0.36624	0.908
V2	196	0.948	96.306	49.136%	33.044	32.88%	0.26307	0.946
V3	184	0.912	103.876	56.454%	26.951	41.626%	0.31368	0.902
V4	797	0.999	105.261	13.207%	28.431	5.42%	0.04452	0.999
V5	204	0.881	114.057	55.91%	31.602	50.13%	0.34589	0.865
V6	248	0.962	120.737	48.684%	33.361	33.505%	0.23812	0.962
V7	116	0.906	67.527	58.213%	17.686	42.35%	0.42988	0.896
V8	420	0.729	350.026	83.34%	111.979	68.788%	0.531	0.701
V9	217	0.729	197.227	90.888%	83.972	68.465%	0.55442	0.717
V10	277	0.984	85.589	30.899%	21.503	17.726%	0.16674	0.983
V11	348	0.955	176.315	50.665%	52.407	35.796%	0.22575	0.955
V12	402	0.737	318.485	79.225%	89.006	75.181%	0.51265	0.698
V13	515	0.868	310.673	60.325%	98.746	49.964%	0.26787	0.855
V14	252	0.974	124.539	49.42%	34.66	22.776%	0.43728	0.973
V15	182	0.904	91.178	50.098%	25.978	43.165%	0.23192	0.892
V16	219	0.77	164.84	75.269%	67.689	64.915%	0.5343	0.756
V17	167	0.965	69.442	41.582%	16.225	26.442%	0.25624	0.962
V18	456	0.951	193.283	42.387%	49.116	31.035%	0.18003	0.946
V19	319	0.631	307.089	96.266%	96.032	79.786%	0.67907	0.59
V20	215	0.948	119.528	55.594%	28.509	34.433%	0.3151	0.945
V21	258	0.959	122.477	47.472%	33.391	32.546%	0.21614	0.958
V22	174	0.951	94.638	54.39%	27.162	32.405%	0.28386	0.948
V23	194	0.956	125.324	64.6%	32.505	41.687%	0.44937	0.955
V24	252	0.77	154.868	61.456%	53.431	66.862%	0.338	0.738
V25	132	0.81	79.594	60.298%	25.274	63.106%	0.36588	0.782
V26	301	0.912	135.994	45.181%	38.891	41.66%	0.24263	0.9
V27	903	0.874	397.418	44.011%	194.551	48.686%	0.22541	0.866
V28	482	0.656	537.789	111.574%	260.867	76.508%	0.75409	0.646
V29	146	0.946	73.343	50.235%	25.885	33.056%	0.40131	0.943
V30	175	0.776	132.137	75.507%	57.468	63.152%	0.52431	0.764
V31	117	0.848	111.212	95.053%	32.636	56.045%	0.67617	0.842
V32	548	0.921	344.697	62.901%	118.53	45.431%	0.27461	0.921
V33	151	0.932	74.741	49.497%	20.568	37.115%	0.2709	0.926
V34	86	0.967	37.835	43.994%	9.422	25.973%	0.28455	0.965
V35	122	0.635	139.0	113.934%	61.471	77.656%	0.97797	0.621
V36	189	0.863	119.437	63.194%	42.008	50.923%	0.34693	0.853
V37	395	0.968	150.675	38.146%	39.84	27.061%	0.15044	0.966
V38	142	0.839	107.595	75.771%	37.299	54.487%	0.56958	0.83
V39	435	0.87	242.247	55.689%	100.819	50.361%	0.26148	0.862
V40	486	0.877	240.658	49.518%	84.67	48.086%	0.18622	0.863
V41	359	0.998	64.29	17.908%	14.853	7.891%	0.10311	0.998
V42	289	0.701	199.241	68.942%	80.705	74.154%	0.42033	0.67
V43	535	0.974	212.436	39.708%	55.701	25.061%	0.15381	0.973
V44	42	0.76	37.911	90.264%	11.786	65.077%	0.73447	0.741
V45	345	0.854	193.478	56.081%	89.214	52.525%	0.23862	0.845
V46	123	0.553	128.523	104.49%	38.998	89.491%	0.75753	0.498
V47	269	0.904	133.582	49.659%	43.741	42.734%	0.18776	0.895
V48	258	0.824	173.899	67.403%	76.068	59.115%	0.33821	0.816
