Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	2.32E+01	2.72E+00	9.74E+00	8.47E-01	2.61E+00	8.67E-01	2.11E+00	8.95E-01	3.26E+00	1.11E+01	1.69E+00	6.08E+00	2.44E+01	1.18E+00	2.45E+00
V2	7.70E+00	7.27E+00	1.39E+00	4.16E+00	3.65E+01	0.00E+00	3.28E+01	3.60E+00	2.82E+01	1.31E+00	1.20E+00	7.52E+00	1.39E+01	5.15E+00	1.26E+01
V3	1.01E+01	7.03E+01	8.20E+00	1.20E+00	0.00E+00	4.74E+00	2.00E-01	7.34E+01	2.77E+00	6.97E+00	4.61E+00	2.12E+01	6.85E+00	1.28E+00	3.61E+00
V4	1.36E+00	7.77E-01	2.35E+00	1.39E+00	1.34E+01	2.31E+00	1.35E+01	0.00E+00	1.53E+01	4.13E+00	2.41E+00	4.10E+00	4.31E+00	4.03E+00	2.26E+00
V5	9.55E-01	1.13E+01	9.83E-01	3.65E+00	4.86E+00	8.70E-01	3.16E+00	1.04E+01	6.19E+00	2.25E+00	3.11E+00	2.52E+00	1.90E+00	4.51E+00	7.28E+00
V6	1.55E+00	6.40E+00	3.06E+01	2.08E+01	5.37E+00	2.00E-01	3.08E+00	7.99E+00	2.30E+00	3.13E+01	3.21E+00	1.15E+01	2.21E+01	6.86E+00	5.34E+00
V7	0.00E+00	1.00E-01	8.40E+00	2.08E+00	4.85E+00	0.00E+00	3.87E+00	3.65E-01	1.53E+00	7.87E+00	1.96E+00	4.00E-01	1.20E+00	2.48E+00	2.15E+00
V8	2.00E-01	3.63E+01	1.07E+00	6.01E+00	6.80E+00	5.17E-01	5.27E+00	4.09E+01	5.16E+00	2.57E+00	0.00E+00	1.36E+00	1.15E+00	8.41E+00	5.93E+00
V9	5.77E+00	3.40E+00	6.69E+00	1.03E+00	1.00E-01	5.97E-01	0.00E+00	1.93E+00	1.00E-01	6.54E+00	1.82E+00	5.07E+00	4.60E+00	8.70E-01	1.01E+00
V10	1.38E+00	2.60E-01	0.00E+00	0.00E+00	1.42E+01	3.36E+00	1.46E+01	0.00E+00	1.71E+01	7.00E-01	5.57E+00	1.01E+00	5.60E+00	4.27E-01	4.99E-01
V11	1.81E+00	6.84E+00	7.37E+00	0.00E+00	5.55E+00	0.00E+00	9.98E+00	0.00E+00	3.32E+00	7.81E+00	0.00E+00	3.10E+00	2.00E+00	0.00E+00	1.77E+01
V12	4.52E+01	2.83E+00	1.33E-01	2.18E+00	8.00E-01	0.00E+00	2.22E+00	3.75E+00	7.78E-01	2.00E-01	0.00E+00	8.40E+00	4.70E+01	2.20E+00	1.49E+00
V13	1.33E+01	1.81E+01	6.00E-01	8.09E-01	2.76E+00	8.50E+00	2.67E+00	2.16E+01	3.58E+00	2.15E+00	1.10E+01	4.05E+00	1.07E+01	1.31E+00	5.07E+00
V14	9.85E+00	1.17E+01	2.69E+00	9.24E-01	0.00E+00	0.00E+00	0.00E+00	9.36E+00	0.00E+00	4.07E+00	0.00E+00	1.63E+01	8.41E+00	0.00E+00	2.42E+00
V15	1.50E+00	6.57E+00	4.58E-01	1.58E+01	1.62E+01	1.43E+00	1.02E+01	4.55E+00	1.49E+01	1.42E+00	2.18E+00	3.68E+00	1.23E+01	2.04E+01	1.00E+01
V16	5.94E+00	1.63E+01	2.69E-01	1.20E+00	6.83E-01	4.23E+00	6.00E-01	1.53E+01	1.37E+00	4.00E-01	3.18E+00	1.33E+01	9.17E-01	1.94E+00	5.78E-01
V17	4.96E-01	1.06E+00	3.58E+00	6.29E+00	0.00E+00	9.39E+00	9.68E-01	1.39E+00	4.28E+00	7.36E+00	7.51E+00	7.86E-01	4.46E+00	8.94E+00	7.00E-01
V18	0.00E+00	7.16E-01	2.39E+00	4.37E+00	6.20E+00	2.31E+00	5.30E+00	8.06E-01	3.51E+00	2.99E+00	2.86E+00	1.16E+00	2.44E+00	6.81E+00	2.73E+00
V19	1.26E+00	3.59E-01	2.59E+00	1.81E+01	5.55E+00	1.88E+01	6.85E+00	8.62E-01	6.16E+00	1.20E+01	1.32E+01	5.88E+00	1.50E+01	2.35E+01	3.68E+00
V20	5.00E+00	1.31E+00	5.53E+00	1.59E+00	1.00E-01	2.49E+00	2.00E-01	4.00E-01	3.00E-01	4.44E+00	2.43E+00	5.78E+00	3.45E+00	6.40E-01	1.43E+00
V21	4.54E+01	1.65E+00	1.16E+01	4.25E+00	1.05E+01	8.74E+00	1.08E+01	2.02E+00	7.13E+00	1.29E+01	4.97E+00	1.59E+01	4.28E+01	1.79E+01	2.73E+00
V22	1.14E+01	4.86E+00	1.79E+00	1.90E+00	4.40E+00	2.22E+00	1.14E+00	5.02E+00	3.58E+00	2.44E+00	2.11E+00	1.03E+01	1.00E+01	1.10E+00	3.44E+00
V23	2.60E-01	5.17E-01	1.98E+00	0.00E+00	0.00E+00	2.69E-01	1.00E-01	1.09E+00	5.96E-01	1.77E+00	1.54E+00	1.91E+00	0.00E+00	1.00E+00	1.80E+00
V24	0.00E+00	3.95E+00	2.34E+00	1.65E+01	5.58E+00	8.80E+00	5.97E+00	3.96E+00	3.68E+00	4.71E+00	1.09E+01	1.55E+00	2.95E+00	1.88E+01	1.61E+00
V25	3.09E+01	1.72E+01	2.75E+00	3.33E+00	6.21E+00	1.57E+00	4.55E+00	2.02E+01	4.37E+00	1.87E+00	1.27E+00	1.70E+01	3.27E+01	4.50E+00	4.51E+00
V26	5.71E+00	2.94E+00	8.58E+00	1.73E+00	8.21E+00	2.04E+00	5.59E+00	2.65E+00	3.97E+00	6.85E+00	2.15E+00	4.28E+00	4.93E+00	3.62E+00	4.47E+00
V27	4.51E+01	0.00E+00	0.00E+00	6.18E-01	2.22E+00	3.00E+00	3.21E+00	0.00E+00	4.22E+00	3.00E-01	2.44E+00	2.56E+01	3.49E+01	0.00E+00	5.00E-01
V28	1.67E+00	1.26E+00	2.60E+01	4.30E+00	1.03E+01	1.99E+01	1.17E+01	6.11E-01	1.13E+01	2.69E+01	9.03E+00	5.15E+00	4.08E+00	6.21E+00	3.01E+00
V29	1.27E+00	4.40E+00	9.04E+00	9.55E-01	7.00E-01	0.00E+00	0.00E+00	4.88E+00	1.15E+00	9.29E+00	9.24E-01	4.30E+00	1.50E+00	6.90E-01	2.07E+00
V30	1.46E+01	6.29E-01	1.19E+01	2.86E+00	6.93E+00	2.30E+00	3.58E+00	6.29E-01	3.45E+00	1.10E+01	1.40E+00	4.65E+00	1.33E+01	4.55E+00	6.05E-01
V31	0.00E+00	7.15E+00	4.02E+00	1.46E+00	5.77E+00	7.14E+00	6.26E+00	6.91E+00	8.65E+00	4.23E+00	8.37E+00	9.00E-01	3.10E+00	5.20E+00	5.03E+00
V32	8.03E+00	1.33E-01	0.00E+00	1.90E+00	1.73E+00	1.34E+00	6.40E-01	1.00E-01	6.37E-01	6.00E-01	2.13E+00	6.90E+00	5.20E+00	1.40E+00	2.00E-01
V33	1.07E+00	1.07E+00	0.00E+00	4.82E-01	1.60E+00	6.32E+00	1.22E+00	1.87E+00	4.11E+00	0.00E+00	6.87E+00	8.95E-01	1.23E+00	1.59E+00	7.61E-01
V34	2.24E-01	1.04E+01	1.15E+01	1.96E+00	4.38E+00	0.00E+00	2.20E+00	9.64E+00	1.91E+00	1.22E+01	0.00E+00	6.87E-01	2.04E+00	3.78E+00	3.96E+00
V35	7.27E-01	2.95E+01	8.01E+00	2.14E+00	2.19E+00	1.21E+00	3.45E+00	3.07E+01	9.98E-01	1.01E+01	4.59E+00	3.17E+00	5.97E-01	3.34E+00	8.28E+00
V36	9.02E+00	2.19E+01	5.97E+00	3.17E+00	2.21E+00	0.00E+00	5.00E-01	2.28E+01	1.19E+00	5.33E+00	0.00E+00	1.71E+01	1.32E+00	4.28E+00	5.14E+00
V37	1.70E+00	9.58E+00	4.73E+01	9.88E+00	2.32E+00	4.40E+00	1.47E+00	7.88E+00	3.40E+00	4.87E+01	5.82E+00	1.40E+01	1.01E+01	1.60E+00	9.82E+00
V38	1.49E+01	2.96E+01	2.28E+01	3.96E+00	6.96E-01	6.63E+00	7.37E-01	3.31E+01	3.00E-01	2.36E+01	8.50E+00	2.48E+01	5.60E+00	3.41E+00	5.40E+00
V39	1.72E+01	3.12E+01	1.18E+00	6.22E+00	1.15E+00	0.00E+00	0.00E+00	3.50E+01	9.45E-01	1.10E+00	0.00E+00	2.37E+01	1.16E+01	5.05E+00	9.39E+00
V40	8.97E+00	9.19E-01	5.58E+00	4.20E+00	2.69E+01	0.00E+00	1.72E+01	0.00E+00	2.34E+01	6.36E+00	0.00E+00	5.27E+00	9.57E+00	3.40E+00	3.54E+00
V41	8.27E-01	2.65E+01	1.41E+00	9.96E+00	3.12E+01	0.00E+00	2.70E+01	2.88E+01	2.02E+01	1.69E+00	6.40E-01	2.03E+00	1.04E+01	1.21E+01	6.15E+00
V42	1.15E+00	2.07E+00	0.00E+00	3.71E-01	1.13E+01	8.22E+00	1.00E+01	0.00E+00	1.19E+01	0.00E+00	8.44E+00	0.00E+00	4.23E+00	4.13E+00	3.98E+00
V43	5.40E+00	2.94E+00	3.06E+00	2.64E+00	6.10E+00	1.72E+01	6.02E+00	6.00E-01	0.00E+00	4.86E+00	1.57E+01	2.39E+00	4.87E+00	8.71E+00	7.12E+00
V44	6.77E+00	4.65E+00	1.07E+00	6.46E-01	1.42E+01	1.05E+01	1.36E+01	1.20E+00	6.49E+00	3.42E-01	1.07E+01	6.77E+00	6.96E+00	3.24E+00	1.10E+01
V45	3.11E+01	1.83E+01	5.12E+00	1.12E+01	1.99E+00	3.12E+00	4.41E+00	1.71E+01	4.77E+00	4.64E+00	2.54E+00	2.08E+01	3.03E+01	1.48E+01	5.90E+00
V46	1.36E+01	4.24E+01	1.00E-01	3.08E+00	0.00E+00	2.25E+00	6.67E-01	4.57E+01	0.00E+00	7.00E-01	2.74E+00	4.00E-01	1.56E+01	2.80E+00	5.17E+00
V47	2.84E+00	0.00E+00	1.23E+00	5.49E+00	7.99E+00	2.56E+00	6.15E+00	0.00E+00	3.44E+00	3.48E+00	2.80E+00	4.00E-01	4.43E+00	4.32E+00	7.00E-01
V48	3.85E+00	1.10E+01	5.80E+00	7.64E-01	8.90E+00	4.64E+00	1.18E+01	1.10E+01	1.10E+01	3.68E+00	6.25E+00	4.25E+00	4.31E+00	3.32E+00	1.21E+01
V49	1.68E+00	1.76E+01	6.84E+00	9.89E-01	2.96E+01	1.33E+01	2.43E+01	2.08E+01	1.67E+01	4.09E+00	1.34E+01	5.26E+00	1.52E+01	4.44E+00	2.33E+01
V50	1.91E+00	1.36E+01	5.42E+00	4.21E+01	6.24E+00	2.38E+00	3.18E+00	1.54E+01	4.21E+00	4.75E+00	9.00E+00	1.67E+00	3.11E+00	4.82E+01	1.05E+01
V51	6.16E-01	1.66E+01	1.07E+01	9.52E-01	1.82E+00	1.19E+01	2.73E+00	1.35E+01	2.83E+00	8.21E+00	1.53E+01	2.91E+00	1.53E+00	5.33E-01	2.60E+00
V52	3.00E-01	8.73E+00	1.05E+01	6.17E+00	9.94E+00	8.00E-01	7.12E+00	8.12E+00	6.26E+00	1.23E+01	6.27E+00	2.80E+00	1.87E+00	7.99E+00	9.74E+00
V53	1.54E+00	1.60E+00	6.11E-01	5.97E-01	0.00E+00	1.00E-01	0.00E+00	1.40E+00	0.00E+00	4.01E-01	2.69E-01	1.16E+00	1.37E+00	3.00E-01	1.00E-01
V54	1.23E+00	5.00E+00	7.09E+00	2.84E+00	5.28E+00	1.16E+01	7.02E+00	4.99E+00	0.00E+00	7.75E+00	1.53E+01	4.41E+00	2.01E+00	4.22E+00	8.77E+00
V55	2.33E-01	0.00E+00	2.94E+01	5.67E-01	0.00E+00	2.04E+00	0.00E+00	0.00E+00	0.00E+00	3.14E+01	3.88E+00	7.30E+00	2.00E-01	0.00E+00	0.00E+00
V56	4.67E-01	1.95E+00	3.03E+00	4.92E+00	5.51E+00	1.05E+00	3.72E+00	1.81E+00	5.72E+00	4.39E+00	9.94E-01	9.48E-01	3.32E+00	5.84E+00	9.52E-01
V57	9.68E-01	0.00E+00	2.39E+00	1.49E+01	1.01E+01	0.00E+00	8.28E+00	0.00E+00	1.51E+01	2.00E+00	1.00E-01	1.52E+00	5.53E+00	1.89E+01	0.00E+00
V58	0.00E+00	5.69E+00	1.36E+00	1.28E+01	4.59E+00	9.39E+00	1.27E+00	7.02E+00	3.08E+00	2.81E+00	9.46E+00	0.00E+00	7.37E+00	1.21E+01	3.33E+00
V59	5.40E+00	1.09E+01	1.41E+01	5.13E+00	1.85E+01	1.13E+01	1.74E+01	8.69E+00	1.18E+01	1.65E+01	1.04E+01	1.09E+01	1.00E+01	9.89E+00	1.98E+01
V60	1.33E+00	4.17E+00	1.07E+00	1.64E+01	2.14E+01	4.06E+00	2.31E+01	2.74E+00	1.47E+01	2.46E+00	6.20E+00	3.98E+00	9.96E+00	2.29E+01	1.24E+01
V61	7.01E+00	9.12E+00	3.24E+00	9.47E+00	1.15E+01	0.00E+00	7.41E+00	8.19E+00	1.28E+00	4.83E+00	0.00E+00	7.33E-01	1.04E+01	1.80E+00	1.04E+01
V62	3.92E+00	8.18E+00	5.01E+00	7.11E+00	6.03E+00	3.29E+00	3.72E+00	7.23E+00	4.09E+00	6.07E+00	3.24E+00	9.54E+00	3.14E+00	9.06E+00	3.01E+00
V63	1.18E+01	5.93E-01	4.62E+00	0.00E+00	2.00E-01	0.00E+00	6.29E-01	0.00E+00	1.00E-01	5.54E+00	6.00E-01	1.01E+00	9.65E+00	0.00E+00	1.00E-01
V64	1.71E+01	3.35E+01	3.84E+00	3.22E+00	0.00E+00	6.37E-01	2.00E-01	3.37E+01	0.00E+00	3.16E+00	4.99E-01	1.04E+01	1.38E+01	3.55E+00	4.46E+00
