Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	284	0.992	54.561	19.212%	11.386	12.306%	0.09867	0.991
V2	290	0.988	68.851	23.742%	14.265	16.035%	0.19429	0.986
V3	111	0.969	39.154	35.274%	8.085	25.813%	0.17098	0.964
V4	489	0.997	72.779	14.883%	17.071	8.699%	0.11199	0.997
V5	513	0.997	80.217	15.637%	19.744	8.222%	0.2151	0.996
V6	168	0.995	30.797	18.332%	6.872	10.68%	0.10583	0.994
V7	126	0.984	37.258	29.57%	8.645	18.003%	0.17021	0.982
V8	259	0.986	95.973	37.055%	26.264	23.102%	0.697	0.985
V9	262	0.988	66.749	25.477%	15.525	17.547%	0.24762	0.987
V10	138	0.971	46.798	33.912%	10.344	24.18%	0.20603	0.966
V11	349	0.999	41.96	12.023%	8.021	4.361%	0.09123	0.999
V12	273	0.992	58.904	21.577%	13.531	13.38%	0.32719	0.992
V13	130	0.998	31.79	24.454%	11.683	12.329%	0.27805	0.998
V14	65	0.964	24.332	37.434%	6.296	26.871%	0.24643	0.96
V15	273	0.998	64.047	23.46%	17.087	10.688%	0.52531	0.998
V16	300	0.995	61.985	20.662%	14.552	11.129%	0.30141	0.995
V17	386	0.977	141.037	36.538%	35.742	22.618%	0.38425	0.976
V18	317	0.992	65.454	20.648%	16.164	12.563%	0.10996	0.991
V19	298	0.992	72.477	24.321%	15.631	13.86%	0.13185	0.991
V20	231	0.996	41.027	17.761%	7.772	8.868%	0.1502	0.996
V21	585	0.98	181.754	31.069%	47.551	23.489%	0.27931	0.979
V22	192	0.991	42.756	22.269%	8.785	13.476%	0.14951	0.99
V23	379	0.992	117.826	31.089%	29.749	18.066%	0.2043	0.992
V24	238	0.991	57.215	24.04%	11.014	14.373%	0.10805	0.991
V25	432	0.997	85.381	19.764%	23.295	12.909%	0.21853	0.997
V26	469	0.986	102.463	21.847%	26.268	16.799%	0.12495	0.984
V27	399	0.995	70.455	17.658%	15.194	9.917%	0.07669	0.995
V28	183	0.987	44.981	24.58%	10.336	16.188%	0.12206	0.986
V29	368	0.996	49.655	13.493%	15.67	9.415%	0.08535	0.996
V30	273	0.996	54.512	19.968%	11.403	9.273%	0.17597	0.996
V31	469	0.991	136.774	29.163%	40.77	19.796%	0.34113	0.991
V32	253	0.998	54.719	21.628%	14.847	9.422%	0.21763	0.998
V33	235	0.978	65.643	27.933%	15.134	21.81%	0.10788	0.975
V34	419	0.989	93.409	22.293%	27.421	15.782%	0.14603	0.989
V35	62	0.968	24.801	40.002%	6.754	26.171%	0.32043	0.966
V36	159	0.985	49.747	31.287%	11.181	20.933%	0.33478	0.984
V37	379	0.996	70.61	18.631%	15.406	9.098%	0.142	0.996
V38	385	0.994	73.629	19.124%	13.871	11.148%	0.08303	0.993
V39	121	0.971	43.817	36.212%	11.738	25.694%	0.18572	0.969
V40	178	0.968	74.844	42.047%	18.026	32.128%	0.50217	0.966
V41	761	0.998	182.106	23.93%	55.86	12.629%	0.10372	0.998
V42	207	0.997	34.424	16.63%	7.045	8.419%	0.10325	0.997
V43	258	0.986	54.789	21.236%	14.285	16.458%	0.12028	0.985
V44	506	0.996	92.507	18.282%	18.8	10.301%	0.07151	0.996
V45	429	0.992	91.955	21.435%	20.482	14.067%	0.20599	0.991
V46	182	0.997	34.187	18.784%	7.864	8.384%	0.18559	0.997
V47	321	0.994	61.692	19.219%	13.105	11.553%	0.16326	0.993
V48	268	0.986	64.261	23.978%	15.744	16.651%	0.13303	0.985
V49	34	0.894	19.131	56.268%	5.401	45.008%	0.35277	0.882
V50	674	0.999	72.813	10.803%	20.265	5.157%	0.10091	0.999
V51	260	0.992	64.641	24.862%	19.793	16.862%	0.16002	0.992
V52	352	0.998	76.582	21.756%	21.668	10.94%	0.25206	0.998
V53	695	0.997	93.915	13.513%	21.426	8.68%	0.09935	0.997
V54	228	0.99	60.182	26.396%	13.619	15.232%	0.13371	0.989
V55	221	0.99	54.127	24.492%	11.242	15.067%	0.13231	0.989
V56	118	0.963	45.927	38.921%	10.723	26.926%	0.42516	0.959
V57	240	0.992	60.199	25.083%	13.767	13.299%	0.20002	0.992
V58	442	0.998	81.605	18.463%	23.465	10.469%	0.14342	0.998
V59	458	0.996	76.165	16.63%	16.511	9.423%	0.10811	0.995
V60	113	0.992	36.883	32.64%	10.515	18.858%	0.53967	0.992
V61	447	0.997	78.318	17.521%	19.292	9.774%	0.10504	0.997
V62	95	0.979	25.953	27.319%	7.875	20.631%	0.19437	0.977
V63	630	0.995	141.441	22.451%	35.564	14.122%	0.25847	0.995
V64	201	0.979	71.895	35.769%	22.479	25.719%	0.25273	0.979
V65	360	0.999	54.765	15.212%	11.323	4.555%	0.17404	0.999
V66	287	0.996	45.133	15.726%	9.155	8.638%	0.06896	0.996
V67	111	0.991	22.372	20.155%	7.6	14.834%	0.09782	0.991
V68	208	0.993	54.069	25.995%	12.408	12.44%	0.35801	0.993
V69	109	0.999	13.772	12.635%	2.985	5.283%	0.16556	0.999
V70	349	0.988	65.982	18.906%	19.491	15.75%	0.06573	0.986
V71	338	0.977	99.991	29.583%	23.263	22.698%	0.2946	0.974
V72	469	0.996	85.117	18.149%	26.864	10.692%	0.18351	0.996
V73	396	0.993	91.122	23.011%	18.963	14.533%	0.21635	0.993
V74	126	0.996	23.361	18.54%	4.881	8.688%	0.12429	0.996
V75	168	0.993	46.445	27.646%	11.542	13.437%	0.22744	0.993
V76	614	0.995	123.658	20.14%	26.713	10.216%	0.20782	0.994
V77	292	0.988	70.623	24.186%	14.951	15.199%	0.21375	0.987
V78	112	0.985	31.374	28.013%	6.564	17.468%	0.23839	0.983
V79	363	0.995	68.277	18.809%	13.736	11.045%	0.09362	0.995
V80	295	0.989	64.546	21.88%	15.775	15.375%	0.34746	0.988
V81	67	0.99	18.538	27.669%	4.064	14.432%	0.21387	0.989
V82	158	0.994	40.648	25.727%	14.494	14.147%	0.51353	0.993
V83	212	0.99	44.97	21.212%	11.331	14.774%	0.10275	0.989
V84	292	0.998	49.159	16.835%	11.319	8.655%	0.13277	0.997
V85	325	0.983	90.551	27.862%	24.024	22.343%	0.28831	0.981
V86	138	0.991	44.258	32.071%	16.362	19.565%	0.36167	0.991
V87	150	0.993	35.875	23.917%	7.447	12.087%	0.16178	0.992
V88	332	0.98	90.722	27.326%	23.913	22.287%	0.33051	0.978
V89	174	0.978	74.203	42.645%	17.973	28.921%	0.7309	0.977
V90	332	0.997	49.47	14.901%	9.831	7.411%	0.0741	0.997
V91	359	0.991	74.255	20.684%	14.784	13.498%	0.10311	0.989
V92	200	0.992	51.025	25.512%	9.827	13.258%	0.13953	0.991
V93	357	0.984	77.989	21.846%	18.737	17.853%	0.09872	0.982
V94	141	0.991	34.879	24.737%	6.909	13.777%	0.28699	0.99
V95	345	0.998	66.214	19.192%	23.914	10.871%	0.30116	0.998
V96	233	0.998	30.932	13.276%	6.38	7.286%	0.09732	0.997
V97	204	0.993	34.895	17.105%	8.695	11.795%	0.09659	0.992
V98	276	0.998	44.146	15.995%	10.11	7.629%	0.17747	0.998
V99	120	0.976	38.065	31.721%	7.325	23.049%	0.17622	0.971
V100	349	0.989	72.892	20.886%	15.79	15.379%	0.20247	0.988
