Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	432	0.999	47.863	11.079%	7.739	4.642%	0.05849	0.999
V2	334	0.999	36.975	11.07%	7.014	4.249%	0.05415	0.999
V3	332	0.997	77.792	23.431%	19.169	12.292%	0.40499	0.997
V4	370	0.993	64.516	17.437%	15.222	12.107%	0.07832	0.992
V5	278	0.997	48.029	17.277%	11.202	8.346%	0.09208	0.996
V6	1119	0.999	78.934	7.054%	16.822	4.596%	0.02253	0.999
V7	92	0.97	33.05	35.924%	8.436	26.73%	0.1917	0.967
V8	401	0.999	51.431	12.826%	10.065	5.283%	0.06457	0.999
V9	207	0.999	27.085	13.085%	4.987	4.147%	0.09711	0.999
V10	248	0.969	78.409	31.617%	17.988	25.572%	0.13981	0.965
V11	142	0.998	21.363	15.044%	4.084	5.793%	0.11255	0.998
V12	521	0.998	80.531	15.457%	15.291	7.13%	0.06943	0.998
V13	634	1.0	64.886	10.234%	12.207	3.307%	0.04282	1.0
V14	384	1.0	35.358	9.208%	6.272	2.834%	0.06319	1.0
V15	307	0.997	45.157	14.709%	7.978	7.082%	0.07998	0.997
V16	397	0.999	60.42	15.219%	17.506	7.171%	0.119	0.999
V17	296	0.997	52.642	17.784%	10.496	9.507%	0.08045	0.997
V18	519	0.999	57.784	11.134%	10.929	4.231%	0.06211	0.999
V19	426	1.0	32.341	7.592%	7.353	2.88%	0.04748	1.0
V20	494	1.0	40.488	8.196%	7.342	2.607%	0.04704	1.0
V21	201	0.998	32.467	16.153%	7.457	7.137%	0.0768	0.998
V22	186	0.992	38.161	20.517%	8.788	12.627%	0.13336	0.991
V23	228	1.0	23.75	10.417%	4.832	3.65%	0.07842	1.0
V24	453	0.994	86.181	19.025%	18.362	11.113%	0.08792	0.993
V25	408	0.998	63.773	15.631%	12.222	6.851%	0.07097	0.998
V26	455	1.0	48.947	10.758%	15.795	4.529%	0.13959	1.0
