Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	166	0.972	62.893	37.887%	16.896	28.366%	0.77533	0.97
V2	324	0.988	72.756	22.456%	14.936	16.596%	0.11044	0.986
V3	232	0.97	77.003	33.191%	18.296	25.246%	0.45578	0.966
V4	369	0.992	67.744	18.359%	19.182	12.638%	0.16424	0.991
V5	446	0.998	56.495	12.667%	14.438	6.795%	0.08244	0.998
V6	255	0.99	61.411	24.083%	13.174	14.531%	0.28115	0.99
V7	184	0.994	63.072	34.278%	20.812	18.49%	0.60946	0.994
V8	259	0.983	64.277	24.817%	13.871	19.418%	0.14248	0.98
V9	215	0.988	47.959	22.307%	10.676	15.671%	0.14331	0.986
V10	232	0.981	60.787	26.201%	12.042	19.317%	0.13577	0.977
V11	275	0.993	64.556	23.475%	18.891	13.604%	0.23445	0.993
V12	257	0.982	71.896	27.975%	16.032	19.369%	0.25486	0.98
V13	655	0.99	120.449	18.389%	25.984	14.114%	0.05776	0.989
V14	221	0.998	37.77	17.09%	6.632	6.628%	0.13458	0.998
V15	141	0.982	49.486	35.096%	11.524	22.754%	0.38523	0.981
V16	101	0.988	31.75	31.436%	8.298	17.352%	0.24813	0.987
V17	129	0.984	52.289	40.534%	11.563	19.615%	0.55221	0.983
V18	258	0.985	72.538	28.116%	16.275	19.616%	0.33226	0.983
V19	66	0.995	16.953	25.686%	4.022	10.448%	0.33674	0.994
V20	240	0.998	42.096	17.54%	8.463	6.78%	0.1723	0.998
V21	212	0.992	44.832	21.147%	8.638	13.393%	0.08677	0.99
V22	655	0.999	71.929	10.982%	24.893	5.725%	0.17749	0.999
V23	420	0.997	60.968	14.516%	16.693	8.459%	0.14479	0.997
V24	57	0.921	30.954	54.305%	8.812	45.505%	0.27395	0.914
V25	197	0.969	64.134	32.555%	14.401	24.789%	0.15873	0.964
V26	499	0.99	180.589	36.19%	70.257	24.569%	1000.0	0.99
V27	194	0.986	53.738	27.7%	10.053	17.276%	0.18174	0.984
V28	276	0.997	40.259	14.587%	8.443	7.594%	0.0862	0.997
V29	247	0.993	81.252	32.896%	24.453	22.387%	0.49599	0.993
V30	359	0.99	82.94	23.103%	18.878	14.975%	0.11894	0.989
V31	70	0.954	33.233	47.476%	8.366	31.006%	0.3203	0.95
V32	484	0.995	68.387	14.13%	13.713	9.711%	0.07848	0.995
V33	121	0.985	38.907	32.155%	8.25	19.397%	0.23501	0.984
V34	514	0.999	68.807	13.387%	19.4	4.892%	0.10152	0.999
V35	107	0.98	38.009	35.522%	9.404	21.044%	0.58938	0.979
V36	250	0.992	49.608	19.843%	9.291	12.724%	0.09196	0.991
V37	47	0.879	40.653	86.496%	11.846	66.745%	1.08734	0.873
V38	84	0.988	26.802	31.907%	6.136	19.443%	0.31528	0.987
V39	283	0.985	67.414	23.821%	15.493	17.207%	0.11919	0.983
V40	225	0.995	49.111	21.827%	9.177	10.155%	0.14968	0.995
V41	65	0.989	22.35	34.385%	4.324	15.297%	0.3147	0.988
V42	152	0.994	45.864	30.174%	12.048	13.73%	0.31452	0.994
V43	629	0.996	152.261	24.207%	36.364	14.406%	0.17494	0.996
V44	561	0.987	138.182	24.631%	33.683	18.82%	0.36576	0.985
V45	200	0.989	61.802	30.901%	13.989	18.568%	0.24685	0.988
V46	80	0.975	30.838	38.548%	7.075	22.329%	0.2803	0.973
V47	266	0.98	78.063	29.347%	16.476	22.813%	0.254	0.977
V48	238	0.989	70.817	29.755%	20.625	19.06%	0.20667	0.989
V49	472	0.997	68.576	14.529%	13.126	7.994%	0.07602	0.997
V50	121	0.988	31.617	26.13%	9.497	17.383%	0.6825	0.988
V51	565	0.991	106.345	18.822%	24.498	14.378%	0.24803	0.989
V52	510	0.995	79.467	15.582%	17.567	10.488%	0.06953	0.994
V53	625	0.987	130.724	20.916%	30.786	16.471%	0.23332	0.985
V54	261	0.997	51.273	19.645%	9.279	8.31%	0.12069	0.997
