Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	27	0.901	16.011	59.3%	3.849	45.049%	0.76976	0.888
V2	359	0.992	85.515	23.82%	17.934	13.268%	0.11096	0.992
V3	252	0.998	43.262	17.167%	10.902	7.443%	0.1755	0.998
V4	115	0.988	37.27	32.409%	7.724	15.583%	0.20368	0.988
V5	401	0.941	154.321	38.484%	44.228	34.029%	0.13368	0.933
V6	326	0.937	125.729	38.567%	42.329	36.209%	0.16183	0.93
V7	344	0.978	107.333	31.201%	31.459	20.938%	0.43667	0.977
V8	225	0.996	39.721	17.654%	10.263	9.32%	0.09896	0.996
V9	341	0.957	110.474	32.397%	26.538	30.609%	0.11454	0.948
V10	382	0.987	104.933	27.469%	27.634	16.764%	0.117	0.986
V11	294	0.987	86.955	29.577%	17.743	16.587%	0.12554	0.986
V12	516	0.999	59.73	11.576%	15.226	4.844%	0.05486	0.999
V13	298	0.996	61.276	20.562%	11.52	9.721%	0.11917	0.995
V14	316	1.0	20.687	6.547%	4.98	2.035%	0.04212	1.0
V15	146	0.959	56.86	38.945%	12.962	28.232%	0.35309	0.954
V16	674	0.992	130.504	19.363%	32.857	12.977%	0.07226	0.991
V17	453	0.998	73.957	16.326%	16.451	7.186%	0.07579	0.997
V18	1472	1.0	90.201	6.128%	26.741	2.222%	0.02063	1.0
V19	198	0.969	61.539	31.08%	14.716	24.685%	0.16406	0.964
V20	306	0.918	119.511	39.056%	37.666	39.563%	0.16619	0.906
V21	142	0.992	33.439	23.549%	9.081	12.427%	0.15007	0.992
V22	246	0.961	88.858	36.121%	21.37	27.845%	0.17788	0.956
V23	563	0.966	169.864	30.171%	40.282	27.107%	0.09338	0.959
V24	185	0.999	32.193	17.402%	7.474	5.808%	0.26177	0.999
V25	111	0.986	33.669	30.332%	7.076	18.375%	0.31591	0.984
V26	259	0.981	66.155	25.542%	19.963	19.996%	0.15224	0.979
V27	310	0.915	128.657	41.502%	45.938	40.253%	0.6246	0.907
V28	80	0.949	36.04	45.05%	10.96	31.665%	0.29817	0.945
V29	319	0.987	82.822	25.963%	17.916	16.654%	0.10091	0.986
V30	215	0.997	35.868	16.683%	7.356	8.417%	0.11507	0.997
V31	449	0.994	91.752	20.435%	24.301	12.446%	0.07275	0.994
V32	425	0.986	85.127	20.03%	21.562	16.987%	0.07638	0.983
V33	263	0.974	96.168	36.566%	26.321	23.767%	0.1822	0.973
V34	221	0.982	78.007	35.297%	16.386	19.946%	0.1963	0.98
V35	876	0.931	337.731	38.554%	92.073	37.543%	0.11351	0.919
V36	111	0.986	40.445	36.437%	8.266	16.94%	0.27117	0.985
V37	318	0.983	88.38	27.792%	22.631	18.577%	0.11983	0.982
V38	414	0.997	81.667	19.726%	19.297	8.634%	0.08482	0.997
V39	681	0.991	123.053	18.069%	31.772	13.225%	0.06835	0.99
V40	289	0.993	56.502	19.551%	10.842	11.857%	0.09901	0.993
V41	263	0.997	47.323	17.994%	9.583	7.653%	0.11461	0.997
V42	331	0.993	67.216	20.307%	14.86	13.438%	0.10225	0.992
V43	389	0.988	79.654	20.477%	20.194	15.498%	0.10116	0.987
V44	277	0.998	65.244	23.554%	15.004	10.373%	0.09977	0.998
V45	539	0.99	104.938	19.469%	29.626	14.386%	0.0681	0.99
V46	164	0.981	50.876	31.022%	11.259	19.599%	0.17239	0.979
V47	331	0.976	101.882	30.78%	24.587	22.79%	0.10174	0.974
V48	411	0.981	113.744	27.675%	28.764	19.398%	0.12118	0.979
V49	36	0.98	17.575	48.819%	4.165	24.628%	0.63718	0.98
V50	350	0.988	96.601	27.6%	20.838	17.339%	0.14192	0.987
V51	175	0.986	47.836	27.335%	10.385	16.934%	0.17402	0.984
V52	263	0.982	66.136	25.147%	13.664	19.203%	0.10474	0.978
V53	360	0.994	86.771	24.103%	19.315	12.225%	0.12505	0.994
V54	247	0.929	99.815	40.411%	30.506	37.172%	0.19379	0.92
V55	464	0.981	123.556	26.628%	29.653	19.497%	0.10686	0.978
V56	1103	0.976	265.399	24.062%	82.659	21.905%	0.07211	0.973
V57	484	0.994	83.078	17.165%	19.052	11.101%	0.05787	0.993
V58	195	0.901	98.644	50.587%	25.521	43.71%	0.27818	0.885
V59	237	0.999	32.902	13.883%	7.154	5.497%	0.07169	0.999
V60	412	0.986	111.109	26.968%	31.932	17.857%	0.11886	0.985
V61	293	0.974	101.652	34.694%	26.811	25.523%	0.20669	0.972
V62	284	0.974	87.625	30.854%	21.975	23.492%	0.15174	0.971
V63	203	0.996	39.609	19.512%	10.729	10.245%	0.08351	0.996
V64	434	0.985	115.253	26.556%	28.767	19.137%	0.10724	0.983
V65	474	0.994	103.956	21.932%	28.379	11.511%	0.08354	0.994
V66	528	0.973	165.625	31.368%	48.055	23.568%	0.12364	0.971
V67	57	0.988	20.402	35.793%	5.329	17.428%	0.26876	0.987
V68	133	0.999	22.208	16.698%	5.01	4.504%	0.3393	0.999
V69	60	0.932	32.185	53.642%	7.263	37.357%	0.45345	0.924
V70	206	0.981	52.67	25.568%	16.282	20.149%	0.10728	0.98
V71	260	0.962	119.131	45.82%	39.334	30.824%	0.25245	0.961
V72	160	0.984	42.02	26.262%	8.531	17.742%	0.15533	0.982
V73	150	0.985	42.435	28.29%	9.851	17.387%	0.15866	0.984
V74	356	0.997	77.81	21.857%	15.01	8.671%	0.11551	0.997
V75	98	0.984	38.715	39.505%	8.449	20.42%	0.29444	0.983
V76	765	0.989	148.789	19.45%	52.479	14.899%	0.26829	0.989
V77	134	0.995	30.065	22.437%	6.633	10.259%	0.1455	0.995
V78	353	0.987	97.593	27.647%	20.283	18.46%	0.12806	0.986
V79	684	0.998	144.669	21.15%	42.31	9.853%	0.11431	0.998
V80	147	0.938	55.824	37.976%	19.816	36.577%	0.21128	0.932
V81	269	0.992	73.167	27.2%	14.541	13.262%	0.2124	0.991
V82	178	1.0	15.928	8.948%	3.384	2.841%	0.19933	1.0
V83	99	0.987	24.76	25.01%	7.476	16.195%	0.19842	0.986
V84	159	0.978	57.047	35.879%	12.614	21.51%	0.23069	0.977
V85	106	0.985	31.957	30.148%	7.057	17.321%	0.23852	0.984
V86	462	1.0	34.496	7.467%	7.99	2.416%	0.0379	1.0
V87	268	0.986	68.265	25.472%	18.213	16.893%	0.30465	0.985
V88	506	0.989	90.877	17.96%	24.416	14.832%	0.05946	0.988
V89	433	0.981	109.153	25.209%	25.531	19.307%	0.09409	0.979
V90	195	0.966	63.502	32.565%	15.014	26.884%	0.14631	0.961
V91	198	0.991	51.607	26.064%	10.678	14.221%	0.13034	0.99
V92	224	0.989	49.471	22.085%	11.2	14.959%	0.09028	0.987
V93	189	0.995	57.214	30.272%	14.599	14.068%	0.3471	0.995
V94	82	0.997	16.704	20.371%	3.809	7.756%	0.13601	0.997
V95	130	0.962	60.16	46.277%	17.114	36.841%	0.26482	0.961
V96	231	0.984	57.123	24.729%	13.412	18.014%	0.15219	0.982
V97	93	0.979	38.33	41.215%	8.801	20.25%	0.31356	0.978
V98	257	0.935	115.575	44.971%	42.924	36.671%	0.16338	0.931
V99	192	0.999	22.122	11.522%	5.863	4.394%	0.11655	0.999
V100	219	0.98	68.771	31.402%	17.123	20.508%	0.15903	0.978
