Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	137	0.983	39.289	28.678%	7.847	18.358%	0.18585	0.981
V2	293	0.995	77.665	26.507%	18.346	12.487%	0.13315	0.995
V3	230	0.994	47.788	20.777%	12.419	10.596%	0.10832	0.994
V4	264	0.996	80.681	30.561%	34.222	18.141%	0.38099	0.996
V5	575	0.999	88.909	15.462%	23.739	6.721%	0.05083	0.999
V6	238	0.998	31.935	13.418%	7.3	7.049%	0.07758	0.997
V7	393	0.998	54.576	13.887%	11.981	5.838%	0.07184	0.998
V8	128	0.961	58.659	45.827%	16.988	36.723%	0.26762	0.959
V9	339	0.991	79.952	23.585%	18.656	15.469%	0.08825	0.99
V10	302	0.998	46.668	15.453%	9.698	6.927%	0.0827	0.997
V11	536	1.0	64.866	12.102%	13.904	3.627%	0.05792	1.0
V12	528	0.999	56.941	10.784%	11.863	4.567%	0.05925	0.999
V13	476	0.997	75.718	15.907%	19.082	9.136%	0.06367	0.997
V14	434	0.993	83.54	19.249%	18.069	11.991%	0.07678	0.993
V15	605	0.995	104.184	17.22%	27.869	10.667%	0.11108	0.995
V16	549	0.997	66.018	12.025%	21.601	7.115%	0.05833	0.997
V17	432	0.992	84.431	19.544%	20.818	12.442%	0.11484	0.992
V18	425	0.997	64.983	15.29%	14.058	8.673%	0.06078	0.997
V19	53	0.938	27.184	51.291%	6.086	37.246%	0.33344	0.931
V20	229	0.995	48.375	21.124%	10.567	11.761%	0.1081	0.995
V21	315	0.999	38.522	12.229%	8.259	3.707%	0.07979	0.999
V22	32	0.987	11.058	34.556%	2.708	17.703%	0.44336	0.986
V23	139	0.992	36.928	26.567%	10.031	13.42%	0.16737	0.992
V24	126	0.973	47.387	37.609%	12.056	29.88%	0.18705	0.971
V25	302	0.994	57.284	18.968%	18.154	11.517%	0.16274	0.993
V26	173	0.989	54.06	31.249%	15.613	16.554%	0.17229	0.988
V27	283	0.895	137.927	48.737%	39.603	47.826%	0.236	0.879
V28	317	0.999	48.123	15.181%	10.085	4.587%	0.08409	0.999
V29	190	0.991	50.671	26.669%	9.168	14.076%	0.14909	0.99
V30	114	0.988	29.92	26.246%	6.616	16.084%	0.2131	0.986
V31	115	0.976	31.488	27.381%	10.851	22.09%	0.1947	0.974
V32	359	0.98	93.91	26.159%	24.477	20.151%	0.1083	0.978
V33	481	0.992	91.706	19.066%	19.862	12.582%	0.08853	0.991
V34	202	0.954	83.391	41.283%	20.49	32.869%	0.19723	0.948
V35	149	0.973	50.102	33.626%	11.907	23.483%	0.27969	0.969
V36	204	0.998	33.719	16.529%	7.16	6.151%	0.09537	0.998
V37	194	0.991	47.845	24.662%	9.734	13.092%	0.17854	0.991
V38	67	0.985	18.767	28.01%	4.688	17.606%	0.19219	0.984
V39	132	0.997	26.77	20.28%	6.145	8.041%	0.20369	0.997
V40	338	0.988	85.301	25.237%	16.164	17.122%	0.10017	0.986
V41	98	0.997	19.83	20.235%	4.703	7.157%	0.15164	0.997
V42	498	0.998	49.953	10.031%	12.597	6.228%	0.05838	0.998
V43	292	0.998	61.592	21.093%	14.42	7.237%	0.23066	0.998
V44	122	0.994	27.593	22.617%	4.928	11.12%	0.16073	0.993
V45	255	0.997	50.677	19.873%	12.543	8.587%	0.13816	0.997
V46	360	0.996	56.444	15.679%	9.879	8.992%	0.08251	0.995
V47	658	0.978	132.136	20.081%	47.903	20.695%	0.06308	0.976
V48	117	0.998	20.439	17.469%	4.636	6.12%	0.1594	0.998
V49	198	0.998	40.878	20.645%	7.398	6.475%	0.12781	0.998
V50	424	0.999	62.856	14.825%	15.406	5.338%	0.07666	0.999
V51	272	0.981	76.048	27.959%	20.145	19.367%	0.11955	0.979
V52	277	0.984	118.447	42.761%	33.533	23.519%	0.29393	0.983
V53	148	0.973	43.62	29.473%	16.718	23.419%	0.21289	0.971
V54	213	0.991	49.763	23.363%	10.929	14.134%	0.15524	0.99
V55	348	0.989	125.766	36.14%	34.371	19.899%	0.15251	0.988
V56	333	0.953	106.029	31.841%	37.108	30.235%	0.13674	0.949
V57	70	0.97	30.002	42.86%	6.804	24.812%	0.38452	0.967
V58	178	0.971	63.787	35.835%	16.629	25.788%	0.22688	0.968
V59	301	0.986	73.618	24.458%	17.347	17.216%	0.12118	0.985
V60	385	0.999	41.22	10.706%	9.14	3.285%	0.06509	0.999
V61	617	0.986	155.832	25.256%	36.666	17.429%	0.11595	0.984
V62	562	0.996	95.724	17.033%	20.015	9.851%	0.06402	0.995
V63	872	0.989	182.076	20.88%	59.719	15.173%	0.14461	0.988
V64	336	0.999	33.325	9.918%	5.9	4.056%	0.05197	0.999
V65	319	0.997	57.808	18.122%	11.408	9.76%	0.10176	0.996
V66	963	0.998	115.421	11.986%	26.817	5.661%	0.08537	0.998
V67	119	0.985	39.761	33.413%	7.762	17.916%	0.20257	0.984
V68	588	0.999	57.475	9.775%	14.936	5.439%	0.05078	0.999
V69	343	0.995	60.7	17.697%	11.999	10.664%	0.08091	0.994
V70	176	0.994	30.238	17.181%	9.264	11.125%	0.13435	0.994
V71	78	0.997	17.417	22.329%	5.488	11.287%	0.12669	0.997
V72	149	0.999	20.38	13.678%	4.27	4.87%	0.09196	0.999
V73	264	0.994	76.422	28.948%	29.667	19.513%	0.29294	0.994
V74	338	0.962	109.684	32.451%	31.139	28.744%	0.12941	0.958
V75	249	0.996	56.661	22.755%	12.417	10.675%	0.14967	0.996
V76	605	0.99	114.725	18.963%	43.745	15.334%	0.06586	0.99
V77	299	0.979	86.056	28.781%	19.016	20.98%	0.14057	0.976
V78	97	0.974	39.895	41.129%	9.934	23.46%	0.31963	0.973
V79	365	0.977	110.775	30.349%	25.175	24.488%	0.13081	0.974
V80	320	0.942	140.301	43.844%	39.134	38.771%	0.1895	0.936
V81	800	1.0	77.321	9.665%	30.71	4.39%	1.37934	1.0
V82	671	0.994	110.546	16.475%	22.49	11.491%	0.0532	0.993
V83	603	0.986	142.458	23.625%	40.002	18.519%	0.13672	0.985
V84	175	0.994	31.734	18.134%	11.908	10.637%	0.27555	0.994
V85	334	0.999	75.548	22.619%	21.459	9.111%	0.40949	0.999
V86	414	0.999	54.104	13.069%	11.081	3.682%	0.07057	0.999
V87	95	0.992	28.275	29.763%	6.599	16.28%	0.21445	0.992
V88	111	0.993	27.76	25.009%	5.995	13.86%	0.13598	0.993
V89	312	0.974	87.625	28.085%	27.151	22.695%	0.1279	0.972
V90	245	0.997	53.255	21.737%	11.28	8.803%	0.13215	0.997
V91	354	0.982	107.31	30.314%	25.895	20.343%	0.11966	0.98
V92	358	0.981	105.824	29.56%	22.106	20.083%	0.1496	0.979
V93	160	0.971	62.277	38.923%	15.563	24.359%	0.23508	0.969
V94	310	0.988	72.779	23.477%	18.769	15.938%	0.11153	0.987
V95	113	0.982	36.594	32.384%	9.817	19.095%	0.38115	0.981
V96	527	0.984	136.291	25.862%	36.766	17.771%	0.10938	0.983
V97	301	0.987	73.788	24.514%	17.408	16.997%	0.11037	0.985
V98	216	0.989	38.274	17.719%	10.385	14.499%	0.09527	0.988
V99	294	0.992	59.946	20.39%	15.104	12.31%	0.18179	0.992
V100	218	0.991	62.278	28.568%	13.719	14.389%	0.18025	0.991
