Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	122	0.975	45.161	37.017%	8.887	22.414%	0.2591	0.971
V2	263	0.991	63.933	24.309%	14.927	14.064%	0.16515	0.991
V3	181	0.987	42.564	23.516%	9.209	16.694%	0.10199	0.986
V4	72	0.988	19.188	26.65%	5.105	16.96%	0.29339	0.987
V5	288	0.995	41.866	14.537%	12.234	9.915%	0.05061	0.995
V6	605	0.989	127.444	21.065%	31.975	16.839%	0.13508	0.988
V7	470	0.992	84.589	17.998%	19.806	13.347%	0.07893	0.991
V8	242	0.99	55.825	23.068%	13.065	14.646%	0.17001	0.99
V9	99	0.97	32.117	32.441%	6.671	24.573%	0.17844	0.965
V10	132	0.918	66.564	50.427%	19.271	45.831%	0.57994	0.91
V11	188	0.992	53.29	28.346%	10.645	13.487%	0.16252	0.991
V12	518	0.992	127.015	24.52%	25.946	14.968%	0.14687	0.991
V13	225	0.978	61.081	27.147%	12.892	21.14%	0.09004	0.973
V14	558	0.997	122.946	22.033%	32.475	13.322%	0.11201	0.997
V15	196	0.998	46.025	23.482%	12.024	10.963%	0.51957	0.998
V16	315	0.996	53.594	17.014%	10.257	9.172%	0.10406	0.996
V17	187	0.976	62.419	33.379%	11.17	24.486%	0.20191	0.971
V18	239	0.986	60.484	25.307%	19.426	19.656%	0.20454	0.985
V19	252	0.987	61.352	24.346%	12.695	16.505%	0.09751	0.985
V20	164	0.992	42.221	25.745%	8.154	13.617%	0.18545	0.991
V21	204	0.984	58.3	28.578%	12.519	18.994%	0.18327	0.983
V22	197	0.981	59.729	30.319%	12.746	19.764%	0.27736	0.978
V23	95	0.954	51.758	54.482%	13.449	46.376%	0.66221	0.954
V24	573	0.983	125.316	21.87%	31.753	19.265%	0.08668	0.981
V25	817	0.994	119.002	14.566%	30.845	11.057%	0.04578	0.993
V26	177	0.983	54.08	30.554%	10.499	18.915%	0.20392	0.981
V27	156	0.99	49.079	31.461%	10.316	17.089%	0.22704	0.989
V28	236	0.993	87.277	36.982%	25.863	22.808%	0.27768	0.993
V29	290	0.983	74.635	25.736%	15.116	19.188%	0.20846	0.979
V30	498	0.987	129.891	26.083%	27.629	18.697%	0.10198	0.986
V31	385	0.986	93.115	24.186%	20.025	19.176%	0.12787	0.984
V32	468	0.996	70.938	15.158%	13.317	9.249%	0.06616	0.996
V33	397	0.992	149.949	37.771%	46.504	22.886%	0.33909	0.993
V34	410	0.988	110.729	27.007%	22.905	17.344%	0.10986	0.987
V35	332	0.989	81.709	24.611%	22.41	17.606%	0.23381	0.988
V36	456	0.99	82.963	18.194%	21.208	13.953%	0.06292	0.989
V37	36	0.983	15.764	43.789%	3.408	21.468%	0.36505	0.982
V38	211	0.989	47.752	22.631%	10.782	16.391%	0.1986	0.988
V39	221	0.979	59.572	26.956%	14.277	21.714%	0.17846	0.976
V40	393	0.988	115.776	29.46%	22.911	17.483%	0.39027	0.987
V41	64	0.993	22.543	35.223%	5.676	14.559%	0.38223	0.992
V42	45	0.982	21.196	47.102%	4.703	21.096%	0.4739	0.982
V43	83	0.943	52.019	62.673%	10.734	44.532%	0.61956	0.938
V44	231	0.969	80.132	34.689%	15.442	24.686%	0.17435	0.963
V45	772	0.998	90.786	11.76%	20.623	5.929%	0.23303	0.998
V46	262	0.984	107.787	41.14%	31.667	32.13%	0.40262	0.985
V47	149	0.99	45.893	30.801%	8.142	14.418%	0.29408	0.989
V48	182	0.971	62.71	34.456%	12.162	24.247%	0.33474	0.966
V49	156	0.997	37.251	23.879%	8.348	8.732%	0.4024	0.997
V50	330	0.979	108.219	32.794%	33.271	24.733%	0.80963	0.978
V51	84	0.938	41.13	48.964%	8.459	37.384%	0.43576	0.927
V52	363	0.978	121.867	33.572%	29.511	25.882%	0.33326	0.976
V53	300	0.992	63.231	21.077%	15.444	13.685%	0.08838	0.992
V54	210	0.996	54.97	26.176%	10.435	9.678%	0.2137	0.995
V55	131	0.99	61.363	46.842%	18.109	30.862%	0.72832	0.991
V56	395	0.989	79.32	20.081%	17.702	14.963%	0.16588	0.987
V57	516	0.984	145.511	28.2%	30.216	19.839%	0.24305	0.982
V58	52	0.989	19.833	38.14%	4.925	14.716%	0.46966	0.989
V59	474	0.987	132.756	28.008%	27.832	19.626%	0.18215	0.985
V60	172	0.977	51.861	30.152%	9.939	21.336%	0.14089	0.973
V61	629	0.998	95.259	15.145%	23.373	9.426%	0.05086	0.998
V62	400	0.99	93.566	23.392%	24.737	14.771%	0.27604	0.99
V63	319	0.987	79.709	24.987%	17.856	16.362%	0.14413	0.985
V64	511	0.997	89.428	17.501%	15.44	9.112%	0.12963	0.996
V65	560	0.997	118.447	21.151%	35.318	12.341%	0.10443	0.997
V66	207	0.997	34.617	16.723%	6.871	7.231%	0.17769	0.997
V67	186	0.984	58.969	31.704%	13.05	18.635%	0.24373	0.983
V68	294	0.982	117.69	40.031%	32.805	26.163%	1.21454	0.981
V69	310	0.99	124.126	40.041%	35.424	25.963%	0.69073	0.991
V70	281	0.989	82.438	29.337%	17.523	16.76%	0.37801	0.988
V71	371	0.987	80.784	21.775%	15.292	17.3%	0.08455	0.984
V72	244	0.998	48.258	19.778%	9.15	7.202%	0.13022	0.998
V73	410	0.996	75.587	18.436%	14.734	8.897%	0.1218	0.996
V74	142	0.994	45.322	31.917%	11.129	16.268%	0.5422	0.994
V75	489	0.998	64.596	13.21%	12.893	7.771%	0.07871	0.997
V76	199	0.993	42.511	21.362%	8.673	12.862%	0.127	0.992
V77	118	0.957	58.459	49.542%	12.616	30.21%	0.53362	0.953
V78	494	0.983	111.712	22.614%	33.816	21.714%	0.15411	0.981
V79	243	0.992	54.543	22.446%	14.44	15.224%	0.20038	0.992
V80	368	0.987	82.122	22.316%	16.081	16.151%	0.09241	0.984
V81	477	0.987	128.511	26.942%	26.886	19.05%	0.26238	0.986
V82	420	0.995	66.862	15.92%	15.159	10.029%	0.07158	0.994
V83	404	0.987	171.237	42.385%	55.408	29.17%	0.34641	0.987
V84	506	0.996	80.701	15.949%	18.504	10.116%	0.09821	0.995
V85	304	0.962	103.776	34.137%	22.963	28.535%	0.18541	0.955
V86	170	0.959	99.192	58.348%	28.569	44.031%	1.77048	0.959
V87	225	0.987	63.599	28.266%	13.217	18.712%	0.28662	0.985
