Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	122	0.981	38.111	31.239%	8.294	20.919%	0.14736	0.979
V2	263	0.993	52.09	19.806%	12.52	11.796%	0.08303	0.993
V3	181	0.989	39.508	21.828%	8.63	15.644%	0.08527	0.987
V4	72	0.988	19.289	26.79%	5.161	17.146%	0.32154	0.987
V5	288	0.995	41.935	14.561%	12.341	10.001%	0.04881	0.995
V6	605	0.994	93.698	15.487%	20.546	10.82%	0.0478	0.993
V7	470	0.993	68.739	14.625%	17.529	11.813%	0.05505	0.992
V8	242	0.993	49.717	20.544%	10.503	11.774%	0.12708	0.993
V9	99	0.97	31.953	32.276%	6.726	24.776%	0.18169	0.964
V10	132	0.951	50.129	37.977%	13.082	31.112%	0.20162	0.944
V11	188	0.994	42.606	22.663%	8.703	11.026%	0.11675	0.994
V12	518	0.996	77.726	15.005%	14.716	8.49%	0.05946	0.996
V13	225	0.978	59.187	26.305%	12.879	21.119%	0.08256	0.973
V14	558	0.999	49.868	8.937%	8.724	3.579%	0.04141	0.999
V15	196	0.999	31.746	16.197%	6.761	6.164%	0.08815	0.999
V16	315	0.996	52.014	16.512%	10.039	8.977%	0.0969	0.996
V17	187	0.977	58.867	31.48%	10.812	23.701%	0.17171	0.972
V18	239	0.991	44.609	18.665%	12.92	13.073%	0.07975	0.991
V19	252	0.987	62.047	24.622%	12.69	16.499%	0.09829	0.985
V20	164	0.993	34.604	21.1%	7.093	11.845%	0.14676	0.992
V21	204	0.991	44.127	21.631%	8.91	13.519%	0.09089	0.99
V22	197	0.985	47.505	24.114%	11.541	17.896%	0.10481	0.983
V23	95	0.97	30.231	31.822%	7.636	26.331%	0.17292	0.967
V24	573	0.988	104.457	18.23%	25.559	15.507%	0.05217	0.986
V25	817	0.995	112.14	13.726%	29.057	10.416%	0.03474	0.994
V26	177	0.986	45.732	25.837%	9.203	16.58%	0.12381	0.984
V27	156	0.993	37.812	24.238%	7.233	11.982%	0.14889	0.992
V28	236	0.998	39.754	16.845%	7.707	6.797%	0.1014	0.998
V29	290	0.989	57.45	19.81%	11.775	14.947%	0.09442	0.987
V30	498	0.993	80.463	16.157%	17.203	11.642%	0.05553	0.992
V31	385	0.99	73.215	19.017%	15.667	15.003%	0.06174	0.988
V32	468	0.996	66.264	14.159%	12.55	8.716%	0.06539	0.996
V33	397	0.998	61.15	15.403%	12.802	6.3%	0.0718	0.998
V34	410	0.991	89.849	21.914%	18.536	14.036%	0.08395	0.989
V35	332	0.991	67.017	20.186%	17.117	13.448%	0.08842	0.991
V36	456	0.99	84.731	18.581%	21.648	14.242%	0.06492	0.989
V37	36	0.982	15.514	43.094%	3.354	21.128%	0.39901	0.982
V38	211	0.993	39.953	18.935%	7.88	11.979%	0.08712	0.992
V39	221	0.987	43.43	19.652%	10.389	15.801%	0.07942	0.985
V40	393	0.994	75.34	19.17%	15.631	11.928%	0.0798	0.993
V41	64	0.995	18.149	28.358%	4.235	10.863%	0.34042	0.995
V42	45	0.988	17.251	38.336%	3.47	15.565%	0.31788	0.987
V43	83	0.961	34.187	41.189%	7.053	29.261%	0.3171	0.955
