Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
V1	349	0.991	60.879	17.444%	15.739	13.477%	0.08685	0.99
V2	255	0.991	66.099	25.921%	15.318	15.805%	0.3087	0.99
V3	301	0.994	77.998	25.913%	17.707	16.048%	0.34884	0.994
V4	386	0.992	95.238	24.673%	23.901	17.027%	0.20801	0.992
V5	195	0.998	30.5	15.641%	6.163	6.536%	0.20076	0.998
V6	455	0.996	147.54	32.426%	51.948	20.425%	0.48682	0.996
V7	1069	0.999	170.696	15.968%	50.681	8.647%	0.11831	0.999
V8	273	0.987	77.721	28.469%	16.874	18.358%	0.27312	0.985
V9	286	0.991	57.873	20.235%	13.58	14.127%	0.11306	0.99
V10	335	0.993	94.696	28.267%	36.597	18.199%	0.4885	0.993
V11	262	0.987	76.946	29.369%	22.649	19.647%	0.32527	0.986
V12	344	0.994	85.894	24.969%	24.38	15.063%	0.31869	0.993
V13	288	0.994	65.717	22.818%	18.25	12.908%	0.29835	0.994
V14	287	0.995	82.451	28.729%	23.831	16.87%	0.28716	0.995
V15	281	0.992	54.615	19.436%	10.158	13.208%	0.10615	0.991
V16	364	0.976	97.729	26.849%	25.749	22.924%	0.12973	0.973
V17	134	0.994	31.868	23.782%	6.866	10.747%	0.18526	0.994
V18	151	0.965	53.122	35.18%	15.569	27.501%	0.21687	0.962
V19	256	0.992	86.944	33.962%	23.327	18.059%	0.41781	0.991
V20	256	0.991	51.596	20.155%	9.759	13.848%	0.10441	0.989
V21	432	0.991	99.016	22.92%	22.846	14.748%	0.17413	0.991
V22	346	0.999	35.508	10.262%	6.291	4.446%	0.07937	0.999
V23	332	0.992	190.76	57.458%	84.502	38.75%	3.45286	0.993
V24	141	0.977	56.419	40.013%	15.836	29.826%	0.39623	0.976
V25	484	0.998	65.599	13.554%	15.081	6.895%	0.13846	0.998
V26	346	0.995	109.174	31.553%	54.198	22.867%	0.53465	0.995
V27	322	0.996	78.023	24.231%	23.955	13.835%	0.33553	0.996
V28	518	0.988	283.045	54.642%	110.963	41.424%	1.11736	0.99
V29	336	0.996	55.18	16.423%	15.081	9.481%	0.09953	0.995
V30	449	0.989	88.097	19.621%	22.692	15.35%	0.07325	0.987
V31	174	0.989	50.511	29.029%	14.943	21.975%	0.39	0.989
V32	218	0.994	45.476	20.861%	7.96	11.48%	0.1218	0.993
V33	503	0.995	72.892	14.491%	14.788	10.273%	0.04281	0.994
V34	113	0.979	32.586	28.837%	6.313	20.558%	0.15257	0.974
V35	130	0.996	19.979	15.368%	5.999	8.492%	0.16864	0.996
V36	108	0.985	38.604	35.744%	8.099	19.349%	0.45696	0.984
V37	296	0.986	94.422	31.899%	21.43	22.26%	0.19978	0.986
V38	460	0.997	52.416	11.395%	14.23	7.794%	0.11784	0.997
V39	505	0.995	89.999	17.822%	25.024	11.036%	0.19086	0.995
V40	392	0.993	100.14	25.546%	24.348	16.037%	0.32526	0.993
V41	90	0.982	22.821	25.357%	7.196	19.164%	0.14288	0.981
